RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,GREENS HIT,# HOLES,RELATIVE/PAR
T134,T131,Jonas Blixt,72,63.65,802,1260,-0.33
136,T131,Jonathan Byrd,69,63.64,779,1224,-0.26
137,135,K.J. Choi,71,63.57,801,1260,-0.24
138,T137,Brian Davis,91,63.47,994,1566,-0.27
139,T128,Trevor Immelman,76,63.45,868,1368,-0.21
140,139,Chris Stroud,86,63.37,981,1548,-0.25
141,141,Ángel Cabrera,54,63.33,570,900,-0.24
142,133,"Ted Potter, Jr.",77,63.32,832,1314,-0.23
143,146,Nick O'Hern,78,63.29,843,1332,-0.21
144,142,Michael Thompson,80,63.26,911,1440,-0.26
145,T151,Robert Karlsson,54,63.25,592,936,-0.26
146,143,Troy Kelly,68,63.17,705,1116,-0.24
147,145,Hunter Haas,69,63.14,716,1134,-0.25
148,144,George McNeill,85,63.03,919,1458,-0.25
149,T151,Patrick Sheehan,58,62.93,589,936,-0.21
T150,147,Marco Dawson,60,62.76,610,972,-0.26
T150,149,Marc Leishman,84,62.76,949,1512,-0.23
152,153,Brian Gay,91,62.71,982,1566,-0.26
153,150,Charl Schwartzel,56,62.65,609,972,-0.28
T154,T159,Erik Compton,81,62.48,821,1314,-0.26
T154,148,Kevin Kisner,69,62.48,686,1098,-0.25
156,154,Bob Estes,78,62.39,876,1404,-0.26
157,T159,James Driscoll,83,62.38,887,1422,-0.29
158,T156,Tommy Gainey,98,62.3,1099,1764,-0.28
159,162,Rory Sabbatini,84,62.24,941,1512,-0.27
160,155,Stephen Ames,54,62.18,582,936,-0.21
161,T156,Padraig Harrington,67,62.17,705,1134,-0.28
162,164,Colt Knost,79,62.12,861,1386,-0.23
163,158,John Daly,50,62.08,514,828,-0.3
164,172,Edward Loar,59,62.05,592,954,-0.27
165,161,Kevin Na,80,62.03,882,1422,-0.28
166,163,Freddie Jacobson,61,61.85,668,1080,-0.24
167,166,Tom Pernice Jr.,62,61.69,644,1044,-0.23
168,165,Ian Poulter,57,61.61,621,1008,-0.27
169,167,Jason Day,57,61.31,607,990,-0.29
170,168,Andres Romero,68,61.3,662,1080,-0.24
171,170,Harrison Frazar,56,61.21,595,972,-0.26
172,169,David Mathis,83,61.04,846,1386,-0.25
173,171,Spencer Levin,81,60.97,867,1422,-0.28
174,173,Ryuji Imada,78,60.6,829,1368,-0.24
175,175,Chris DiMarco,83,60.55,861,1422,-0.25
176,176,Justin Leonard,79,60.44,816,1350,-0.23
177,177,Derek Lamely,64,60.3,673,1116,-0.26
178,178,J.J. Killeen,101,60.27,1009,1674,-0.23
179,174,Brendon Todd,78,60.0,756,1260,-0.24
180,179,Tommy Biershenk,74,59.89,733,1224,-0.27
181,180,Greg Chalmers,88,59.83,937,1566,-0.29
182,181,Sangmoon Bae,81,59.81,829,1386,-0.29
183,184,Daniel Chopra,55,59.8,549,918,-0.29
184,183,Charlie Wi,86,59.69,924,1548,-0.27
185,182,Ryo Ishikawa,54,59.61,515,864,-0.24
T186,185,Sung Kang,75,59.15,756,1278,-0.22
T186,186,Stephen Gangluff,57,59.15,543,918,-0.22
188,187,Matt Bettencourt,80,58.95,764,1296,-0.26
189,188,Y.E. Yang,64,58.51,653,1116,-0.27
190,189,Aaron Baddeley,73,58.1,753,1296,-0.3
191,190,Billy Hurley III,70,57.74,686,1188,-0.23
