RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
151,148,Jhonattan Vegas,77,-0.352,-0.012,-0.206,-0.135,69
152,146,Chris DiMarco,83,-0.364,-0.371,-0.073,0.079,72
153,152,Brendan Steele,77,-0.405,0.084,-0.376,-0.112,64
154,157,Kevin Kisner,69,-0.442,0.106,-0.651,0.103,53
T155,154,David Mathis,83,-0.443,-0.203,-0.239,-0.002,69
T155,155,Arjun Atwal,79,-0.443,-0.132,-0.227,-0.084,66
157,156,Aaron Baddeley,73,-0.461,-0.108,-0.504,0.152,55
158,153,Matt Jones,53,-0.467,-0.192,-0.387,0.112,44
159,158,James Driscoll,83,-0.493,-0.525,0.032,0.0,70
160,159,Stewart Cink,71,-0.529,-0.485,0.195,-0.239,54
161,160,Steve Wheatcroft,56,-0.546,0.001,-0.294,-0.253,42
162,162,Brian Gay,91,-0.556,-0.364,-0.486,0.293,78
163,161,Harrison Frazar,56,-0.575,0.108,-0.358,-0.325,48
164,164,John Daly,50,-0.598,0.272,-0.267,-0.604,38
165,163,Erik Compton,81,-0.609,0.215,-0.668,-0.155,64
166,165,Alexandre Rocha,62,-0.624,-0.083,-0.221,-0.32,50
167,166,Tommy Gainey,98,-0.63,-0.108,-0.26,-0.262,90
168,171,Roland Thatcher,55,-0.644,-0.156,0.01,-0.498,44
169,167,Stephen Ames,54,-0.651,-0.277,-0.277,-0.097,39
170,168,Y.E. Yang,64,-0.663,-0.118,-0.352,-0.192,48
T171,170,Troy Kelly,68,-0.742,-0.211,-0.53,-0.001,51
T171,172,Mark Anderson,75,-0.742,-0.217,-0.542,0.017,61
173,169,Michael Bradley,63,-0.765,-1.146,0.391,-0.01,55
174,175,Tom Pernice Jr.,62,-0.809,-0.921,-0.097,0.209,52
175,173,Miguel Angel Carballo,73,-0.876,-0.042,-0.728,-0.106,57
176,176,Gavin Coles,72,-0.88,-0.676,-0.008,-0.196,57
177,174,"Ted Potter, Jr.",77,-0.896,-0.191,-0.277,-0.428,61
178,177,Marco Dawson,60,-0.98,-0.606,-0.459,0.084,46
179,181,Daniel Chopra,55,-1.01,-0.489,-0.589,0.068,43
180,178,Matt Bettencourt,80,-1.061,-0.558,-0.425,-0.077,60
181,179,Patrick Sheehan,58,-1.113,-0.468,-0.737,0.092,44
182,182,Colt Knost,79,-1.165,-0.566,-0.545,-0.053,67
183,180,Sangmoon Bae,81,-1.181,0.069,-0.76,-0.491,57
184,183,Ryuji Imada,78,-1.262,-0.919,-0.538,0.196,69
185,184,Edward Loar,59,-1.263,0.059,-0.728,-0.594,43
186,185,Tommy Biershenk,74,-1.451,-0.551,-0.733,-0.167,58
187,186,Billy Hurley III,70,-1.6,-0.967,-0.704,0.072,57
188,187,Brendon Todd,78,-1.617,-0.57,-1.141,0.094,63
189,190,Derek Lamely,64,-1.671,-0.754,-0.714,-0.204,56
190,188,Stephen Gangluff,57,-1.716,-0.932,-0.488,-0.296,43
191,189,Sung Kang,75,-1.812,-0.628,-0.897,-0.286,62
