RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES
T119,T120,Rory Sabbatini,84,287.4,48002,167
T119,118,Freddie Jacobson,61,287.4,34493,120
121,T120,Steve Wheatcroft,56,286.9,28687,100
T122,124,Ben Crane,73,286.8,41300,144
T122,T122,Billy Mayfair,90,286.8,49326,172
T124,T122,Robert Allenby,76,286.7,43294,151
T124,125,David Hearn,95,286.7,54465,190
126,119,Chris Stroud,86,286.6,49013,171
127,126,Jonas Blixt,72,286.3,40083,140
128,T128,Matt Kuchar,86,286.2,46936,164
129,T131,Vaughn Taylor,81,286.0,42904,150
T130,127,Dicky Pride,62,285.9,30880,108
T130,135,Marco Dawson,60,285.9,30874,108
132,130,Russell Knox,72,285.8,37729,132
133,T131,Sung Kang,75,285.7,40576,142
T134,T131,Richard Lee,71,285.6,37124,130
T134,T128,Charlie Wi,86,285.6,48841,171
T136,139,Graeme McDowell,55,285.5,30552,107
T136,142,Matt Every,80,285.5,43400,152
T138,T131,William McGirt,96,285.4,52226,183
T138,T137,Tommy Biershenk,74,285.4,38819,136
T138,T140,Steve Stricker,73,285.4,39391,138
141,T137,Jeff Maggert,83,285.3,47360,166
T142,T143,Bob Estes,78,285.2,44487,156
T142,136,Cameron Beckman,81,285.2,43914,154
144,T143,Arjun Atwal,79,285.1,41623,146
145,146,Ian Poulter,57,285.0,31345,110
146,147,Y.E. Yang,64,284.9,35331,124
147,T148,Alexandre Rocha,62,284.6,31878,112
T148,150,"Ted Potter, Jr.",77,284.5,41544,146
T148,145,Michael Bradley,63,284.5,33571,118
T148,151,Kris Blanks,65,284.5,36420,128
151,T140,Kyle Thompson,51,284.2,26714,94
T152,153,Johnson Wagner,88,284.0,49700,175
T152,152,D.A. Points,88,284.0,49704,175
154,T148,Nathan Green,73,283.8,36898,130
T155,T154,Spencer Levin,81,283.7,44821,158
T155,T154,Stephen Ames,54,283.7,29501,104
157,T154,Brendon Todd,78,283.6,39703,140
158,157,Michael Thompson,80,283.4,45349,160
159,158,Stuart Appleby,75,283.3,40225,142
160,160,Ken Duke,104,282.6,56240,199
161,159,Chez Reavie,83,282.5,46620,165
162,161,K.J. Choi,71,282.3,39527,140
163,164,Greg Chalmers,88,282.0,48787,173
164,163,Gary Christian,91,281.9,47923,170
165,T165,Kevin Na,80,281.5,44484,158
T166,T165,John Mallinger,74,281.4,39395,140
T166,162,Scott Dunlap,57,281.4,28698,102
168,168,Zach Johnson,95,281.1,52845,188
169,167,Rocco Mediate,70,280.7,35927,128
170,169,Luke Donald,63,280.1,34729,124
171,T170,Jim Furyk,85,280.0,46477,166
172,T170,Justin Leonard,79,279.4,41903,150
173,174,Patrick Sheehan,58,279.3,29042,104
174,172,Jason Bohn,81,279.2,41877,150
175,173,Heath Slocum,93,278.9,47412,170
176,175,David Mathis,83,278.1,42833,154
177,176,Brian Gay,91,277.7,48328,174
178,177,Bryce Molder,83,277.5,43838,158
179,178,Brian Davis,91,277.1,47940,173
180,179,Tim Clark,60,276.7,32645,118
181,182,Ryuji Imada,78,276.4,42006,152
182,180,Jerry Kelly,84,276.1,44174,160
183,181,Mark Wilson,84,276.0,43062,156
184,T184,David Toms,60,275.5,31956,116
185,183,Billy Hurley III,70,275.3,36338,132
186,T184,Ben Curtis,62,274.8,31880,116
187,186,Tom Pernice Jr.,62,273.9,31769,116
188,187,Chris DiMarco,83,273.0,43133,158
189,188,Colt Knost,79,272.5,41968,154
190,189,Gavin Coles,72,271.2,35793,132
191,190,Nick O'Hern,78,268.9,39800,148
