RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL ROUNDS
47,48,Kevin Sutherland,97,70.527,6642,- 12.481,94
48,49,Sergio Garcia,62,70.564,4051,- 28.877,57
49,50,John Huston,76,70.565,5256,36.409,75
50,51,Joe Durant,96,70.577,6759,16.409,96
51,52,Arron Oberholser,80,70.599,5629,18.921,80
52,53,Alex Cejka,98,70.621,6443,- 16.506,91
53,54,Duffy Waldorf,90,70.634,6064,10.537,86
54,55,Tim Clark,79,70.645,5546,- 35.663,78
55,56,Lee Janzen,83,70.646,5679,- 27.294,80
56,57,Shaun Micheel,97,70.674,6633,10.313,94
57,58,Paul Goydos,86,70.689,5849,18.208,83
58,59,Hal Sutton,81,70.705,5715,12.087,81
59,60,Brett Quigley,92,70.72,6211,12.344,88
60,61,Woody Austin,107,70.742,7344,13.145,104
T61,T62,Dicky Pride,73,70.752,5152,12.929,73
T61,T62,Patrick Sheehan,101,70.752,6978,26.439,99
63,64,Shigeki Maruyama,87,70.76,6032,- 17.433,85
64,65,Jonathan Byrd,101,70.763,7165,- 17.973,101
65,66,Brandt Jobe,77,70.787,5427,23.581,77
66,67,Skip Kendall,110,70.788,7753,33.679,110
67,68,David Peoples,96,70.798,6751,45.561,96
68,69,Tom Pernice Jr.,105,70.804,7200,21.983,102
69,70,Scott McCarron,86,70.825,5739,- 2.209,81
70,72,Rory Sabbatini,95,70.842,6617,- 28.658,93
71,73,Brenden Pappas,105,70.848,7272,25.336,103
72,74,Hidemichi Tanaka,112,70.862,7897,39.572,112
73,75,Carlos Franco,99,70.865,6846,27.931,97
74,76,Glen Day,103,70.866,7109,48.457,101
75,77,Ben Crane,94,70.886,6510,11.547,92
76,71,J.L. Lewis,99,70.91,6899,- 20.742,97
77,78,Aaron Baddeley,71,70.919,4739,12.584,67
78,79,Corey Pavin,88,70.949,6111,- 9.388,86
79,80,Billy Andrade,100,70.957,7077,18.672,100
80,81,John Senden,111,70.971,7539,54.907,107
81,82,John Rollins,89,70.972,6045,- 12.372,85
82,83,Olin Browne,113,70.974,7781,26.188,110
T83,T84,John Riegger,55,70.987,3673,18.311,52
T83,T84,Kent Jones,74,70.987,4945,24.114,70
85,86,Marco Dawson,86,70.997,5949,14.743,84
86,87,Luke Donald,88,71.004,6250,- 1.608,88
87,88,Cameron Beckman,86,71.01,5857,36.829,83
88,89,Tommy Armour III,66,71.014,4545,- .111,64
89,90,Andrew Magee,91,71.029,6287,34.599,89
90,91,Len Mattiace,94,71.032,6644,- 38.053,93
91,92,Billy Mayfair,105,71.044,7446,13.608,105
92,93,Jeff Brehaut,110,71.073,7562,42.807,107
93,94,Tom Byrum,97,71.083,6898,- 2.952,97
94,95,Paul Stankowski,67,71.085,4726,36.690,67
95,96,Frank Lickliter II,94,71.086,6468,.837,91
96,97,David Frost,80,71.125,5659,31.011,80
97,98,Hank Kuehne,73,71.126,5035,14.953,71
98,99,Bernhard Langer,65,71.13,4591,- 38.650,64
99,100,J.J. Henry,100,71.135,6790,38.976,96
100,101,Jesper Parnevik,102,71.144,7112,2.395,100
T101,T102,Steve Lowery,86,71.146,5696,- 4.321,80
T101,T102,David Gossett,92,71.146,6520,25.402,92
103,104,Jay Williamson,93,71.148,6545,.624,92
104,105,Joey Sindelar,93,71.153,6453,21.885,91
105,106,Jeff Maggert,81,71.155,5772,- 8.463,81
T106,T107,Peter Jacobsen,75,71.158,5321,15.830,75
T106,T107,Carl Pettersson,80,71.158,5627,- 5.497,79
108,109,Dudley Hart,66,71.162,4694,2.714,66
109,110,Harrison Frazar,88,71.178,6001,49.134,85
110,111,Neal Lancaster,110,71.188,7576,41.089,107
111,112,Geoff Ogilvy,86,71.193,5810,27.787,82
112,113,Dean Wilson,82,71.199,5835,3.286,82
113,114,Brian Henninger,56,71.205,3982,5.498,56
114,115,Craig Barlow,95,71.211,6579,43.593,93
115,116,J.P. Hayes,79,71.236,5599,28.662,79
116,117,Paul Gow,62,71.258,4402,15.996,62
117,118,Richard Johnson,89,71.283,6318,26.187,89
118,119,Deane Pappas,75,71.294,5181,23.466,73
119,120,Brent Geiberger,51,71.324,3607,30.504,51
120,121,Tom Gillis,71,71.329,4831,19.357,68
121,122,Mike Sposa,72,71.349,4969,25.453,70
122,123,Pat Bates,111,71.35,7643,62.827,108
123,124,Per-Ulrik Johansson,96,71.363,6805,45.803,96
124,125,Cliff Kresge,102,71.366,7107,29.608,100
125,126,Ben Curtis,69,71.373,4956,- 31.233,69
126,127,Mike Heinen,89,71.397,6230,52.944,88
127,128,Scott Laycock,71,71.427,4904,24.487,69
128,129,Rich Beem,80,71.512,5525,- 18.550,77
129,130,Mike Grob,83,71.53,5782,11.934,81
130,131,Carl Paulson,101,71.541,7155,70.602,101
131,132,Robert Damron,96,71.546,6850,18.457,96
132,133,Brian Gay,100,71.555,6909,31.806,97
133,135,Todd Fischer,97,71.575,6761,38.645,95
T134,T136,Matt Gogel,77,71.58,5201,24.321,73
T134,T136,Esteban Toledo,109,71.58,7542,45.428,106
136,138,Darron Stiles,93,71.596,6427,16.670,90
137,139,Pat Perez,95,71.598,6661,- 2.429,93
T138,T140,Steve Allan,53,71.6,3515,- 6.580,49
T138,T140,Brent Schwarzrock,60,71.6,4133,19.798,58
140,142,Thomas Levet,85,71.612,5939,4.784,83
141,143,David Sutherland,77,71.634,5200,29.274,73
142,144,Ian Leggatt,71,71.643,4850,21.705,68
143,145,Brian Bateman,70,71.646,4776,24.283,67
144,146,Notah Begay III,92,71.651,6424,24.571,90
145,147,Donnie Hammond,92,71.664,6559,34.054,92
146,148,Heath Slocum,101,71.668,6980,43.473,98
147,149,Jay Don Blake,77,71.695,5358,19.113,75
148,150,Mark O'Meara,69,71.703,4847,- 42.878,67
149,151,Spike McRoy,103,71.734,7190,55.149,101
150,152,Greg Chalmers,98,71.74,6775,40.326,95
151,153,Glen Hnatiuk,92,71.757,6354,32.403,89
152,154,Garrett Willis,97,71.767,6849,40.668,96
153,155,Aaron Barber,94,71.798,6709,40.052,94
154,156,Mathew Goggin,90,71.813,6162,13.900,86
155,157,Joel Edwards,60,71.822,4304,5.310,60
156,158,Chris Anderson,96,71.835,6856,40.143,96
157,159,Steve Stricker,59,71.837,4009,13.882,56
158,160,Andy Miller,75,71.868,5377,13.098,75
159,161,Jim Carter,95,71.882,6666,19.033,93
160,162,Jason Gore,83,71.924,5948,21.680,83
161,163,John Maginnes,87,71.943,6235,24.017,87
162,164,Kenichi Kuboya,91,71.949,6382,21.481,89
163,165,Mark Wilson,82,71.958,5746,10.606,80
164,166,Doug Barron,90,71.96,6283,49.522,88
165,167,Paul Azinger,73,71.968,5238,15.648,73
166,168,Mark Brooks,90,72.031,6241,25.678,87
167,169,Chris Smith,92,72.049,6601,27.492,92
168,170,José Coceres,62,72.069,4486,- 17.749,62
T169,T171,Michael Clark II,54,72.088,3882,10.727,54
T169,T171,Brad Elder,51,72.088,3518,14.306,49
171,173,John Morgan,81,72.162,5676,24.803,79
172,174,Steven Alker,87,72.163,6110,23.854,85
173,175,Kenneth Staton,59,72.177,4103,11.109,57
174,176,Bob Burns,88,72.189,6042,21.840,84
175,177,Akio Sadakata,83,72.255,5813,39.634,81
176,178,Matt Kuchar,63,72.321,4393,18.559,61
177,179,Craig Perks,82,72.372,5682,35.361,79
178,180,John Daly,56,72.389,4070,- 16.234,56
179,181,Jason Buha,61,72.446,4184,17.857,58
180,182,Jason Caron,74,72.498,5136,11.341,71
181,184,Vance Veazey,66,72.536,4764,23.406,66
182,185,Gene Sauers,87,72.594,6137,33.490,85
183,186,Anthony Painter,87,72.707,6153,27.070,85
184,187,"Dave Stockton, Jr.",79,72.794,5567,38.164,77
185,188,Gavin Coles,69,72.899,4791,20.308,66
186,189,Cameron Yancey,58,72.906,4073,9.750,56
187,190,Kaname Yokoo,56,72.915,3923,14.400,54
188,191,Todd Barranger,78,73.113,5460,23.459,75
189,192,Jeff Klein,60,73.7,4257,17.616,58
190,193,Ty Tryon,52,73.779,3663,25.974,50
