RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
38,38,Charles Howell III,105,0.599,0.34,0.199,0.059,99
39,39,Greg Owen,58,0.572,0.036,0.407,0.129,40
40,40,Rory Sabbatini,81,0.567,0.094,0.375,0.097,66
41,42,Jason Bohn,95,0.538,0.019,0.561,-0.042,87
42,44,Chad Campbell,97,0.482,0.13,0.192,0.159,91
43,41,Patrick Reed,103,0.465,-0.071,0.263,0.273,76
44,45,John Peterson,84,0.435,0.333,0.276,-0.175,77
45,47,Shawn Stefani,94,0.423,0.332,0.283,-0.192,88
46,48,John Merrick,78,0.42,0.056,0.358,0.006,58
47,49,Ryan Moore,81,0.418,0.071,0.246,0.102,61
48,50,Tom Hoge,83,0.41,0.035,0.456,-0.08,65
49,51,Jim Herman,88,0.407,0.467,0.285,-0.345,77
50,52,William McGirt,103,0.395,0.087,0.06,0.248,97
51,43,Kevin Kisner,104,0.389,0.316,0.141,-0.068,94
52,53,Michael Putnam,87,0.373,-0.025,0.42,-0.022,68
53,54,Stewart Cink,77,0.367,0.087,0.561,-0.282,66
54,55,David Lingmerth,90,0.366,0.379,0.013,-0.025,74
55,61,Danny Lee,120,0.354,-0.301,0.718,-0.062,100
56,56,Kevin Streelman,95,0.352,0.563,0.005,-0.216,73
57,57,George McNeill,93,0.351,-0.223,0.645,-0.071,89
58,58,Chris Kirk,76,0.35,-0.15,0.302,0.198,56
59,60,Chez Reavie,56,0.342,0.384,0.298,-0.34,50
60,62,Ian Poulter,68,0.329,-0.054,0.235,0.147,48
T61,46,Scott Piercy,90,0.322,0.27,0.224,-0.172,83
T61,63,Marc Leishman,74,0.322,0.021,0.199,0.102,54
63,64,Brendon de Jonge,106,0.32,0.276,0.196,-0.152,92
64,65,Phil Mickelson,70,0.319,0.072,0.022,0.225,55
65,67,James Hahn,94,0.307,0.106,0.135,0.065,78
66,68,Jason Kokrak,88,0.306,0.464,-0.014,-0.144,80
67,70,Graham DeLaet,65,0.299,0.027,0.328,-0.056,54
68,71,Luke Donald,71,0.295,-0.793,0.573,0.514,54
69,72,Lee Westwood,56,0.283,0.094,0.292,-0.102,32
70,66,Charley Hoffman,97,0.269,0.47,0.137,-0.338,76
71,74,Matt Jones,89,0.263,0.249,-0.319,0.333,67
72,75,Geoff Ogilvy,50,0.26,0.138,0.082,0.039,35
73,69,Steven Bowditch,103,0.256,-0.053,0.056,0.253,88
74,76,Martin Flores,95,0.255,0.349,-0.142,0.047,79
75,78,Brendon Todd,96,0.248,-0.168,0.136,0.28,76
76,79,Cameron Tringale,96,0.244,-0.074,-0.054,0.373,79
77,73,Jimmy Walker,89,0.241,-0.161,0.334,0.068,64
78,80,Pat Perez,96,0.222,-0.01,0.187,0.045,83
79,59,Harris English,105,0.217,0.009,0.207,0.0,88
80,81,Scott Brown,97,0.216,0.296,0.031,-0.111,81
81,82,Martin Laird,77,0.206,-0.078,0.302,-0.019,73
T82,T83,Billy Horschel,99,0.202,0.366,0.137,-0.301,73
T82,T83,Kevin Chappell,86,0.202,0.16,-0.105,0.148,75
84,85,Chad Collins,79,0.201,-0.25,0.246,0.205,63
85,86,Jerry Kelly,79,0.186,0.073,-0.052,0.166,66
T86,T87,David Toms,62,0.178,-0.041,-0.028,0.248,55
T86,T87,Chris Stroud,84,0.178,-0.249,0.132,0.295,68
88,89,Brian Harman,90,0.177,0.322,-0.176,0.03,78
T89,T91,Cameron Percy,72,0.163,0.128,-0.002,0.037,58
T89,T91,Steven Alker,62,0.163,-0.129,-0.114,0.406,50
91,93,Jason Gore,76,0.157,0.284,0.266,-0.393,58
92,94,Ben Martin,93,0.153,-0.016,0.268,-0.1,77
93,95,Jonathan Byrd,69,0.148,-0.145,-0.303,0.596,51
94,96,John Senden,80,0.142,0.331,-0.171,-0.017,51
95,97,Spencer Levin,99,0.135,0.204,0.181,-0.25,83
96,98,Patrick Rodgers,57,0.133,0.68,-0.456,-0.09,46
97,99,Gary Woodland,81,0.121,0.177,0.227,-0.284,54
98,100,Scott Langley,94,0.108,-0.128,0.056,0.18,79
99,101,J.J. Henry,94,0.105,0.066,-0.088,0.127,76
100,102,Kyle Reifers,96,0.101,0.108,-0.084,0.076,80
101,104,Mark Wilson,89,0.092,-0.299,0.013,0.377,81
102,105,Whee Kim,71,0.081,-0.201,0.324,-0.043,56
103,107,Ryo Ishikawa,90,0.052,-0.408,0.436,0.025,75
104,108,Alex Prugh,84,0.051,0.319,-0.085,-0.183,72
105,103,Brandt Snedeker,98,0.02,-0.126,-0.199,0.344,75
106,109,Alex Cejka,94,0.015,-0.233,0.113,0.135,79
107,110,Sean O'Hair,86,0.012,0.153,-0.284,0.142,81
108,111,Ernie Els,57,0.009,-0.285,0.192,0.102,39
109,112,David Hearn,97,-0.002,-0.216,0.243,-0.029,85
110,113,Jamie Donaldson,50,-0.008,0.095,-0.15,0.046,32
111,114,Jeff Overton,94,-0.014,-0.036,0.041,-0.018,75
112,115,Derek Ernst,75,-0.015,0.676,-0.547,-0.144,63
113,116,Camilo Villegas,83,-0.019,-0.296,0.133,0.143,74
114,117,Hudson Swafford,97,-0.022,0.273,0.109,-0.404,83
115,118,Davis Love III,51,-0.031,0.189,-0.335,0.116,42
116,119,Ángel Cabrera,53,-0.032,0.06,0.336,-0.428,42
117,120,Morgan Hoffmann,85,-0.035,-0.032,-0.347,0.343,69
118,121,Carlos Ortiz,100,-0.048,0.355,-0.238,-0.166,83
119,122,Adam Hadwin,95,-0.051,0.088,-0.183,0.044,81
120,123,Jon Curran,83,-0.059,-0.406,0.077,0.27,65
121,124,Carl Pettersson,106,-0.099,-0.038,0.035,-0.097,96
122,125,Daniel Summerhays,101,-0.103,-0.111,0.194,-0.186,89
123,126,Johnson Wagner,68,-0.108,-0.013,0.106,-0.201,57
124,127,Russell Henley,87,-0.116,0.343,-0.269,-0.191,67
125,128,Gonzalo Fernandez-Castaño,81,-0.125,0.187,-0.495,0.183,63
126,129,Charlie Beljan,76,-0.134,0.583,-0.293,-0.424,57
127,130,Luke Guthrie,84,-0.147,-0.314,0.02,0.147,68
128,131,Colt Knost,90,-0.152,-0.084,0.017,-0.085,74
129,132,Ken Duke,93,-0.156,0.067,0.025,-0.248,78
130,133,K.J. Choi,66,-0.159,-0.522,0.153,0.21,57
131,134,Scott Stallings,60,-0.166,-0.061,-0.053,-0.052,49
132,135,Sung Joon Park,79,-0.167,0.104,-0.326,0.055,63
133,136,Robert Garrigus,70,-0.189,0.345,-0.318,-0.217,55
134,137,John Huh,102,-0.191,-0.041,-0.12,-0.03,89
135,T138,Sangmoon Bae,98,-0.201,0.251,-0.276,-0.176,88
136,T138,Robert Allenby,63,-0.215,-0.262,0.26,-0.213,51
137,140,Nicholas Thompson,90,-0.219,0.37,-0.139,-0.45,70
138,141,Seung-Yul Noh,65,-0.22,-0.555,0.147,0.188,54
139,142,Padraig Harrington,60,-0.263,-0.434,-0.165,0.336,49
140,143,Hunter Mahan,88,-0.27,-0.023,-0.249,0.003,65
141,144,Byron Smith,59,-0.276,-0.085,-0.149,-0.042,43
142,145,Mark Hubbard,79,-0.281,-0.06,-0.35,0.128,61
143,147,Blayne Barber,76,-0.297,0.208,-0.352,-0.154,63
144,148,Bryce Molder,91,-0.319,-0.294,-0.181,0.156,77
145,149,Michael Thompson,83,-0.349,-0.089,-0.301,0.041,75
146,150,Jhonattan Vegas,90,-0.353,0.173,-0.314,-0.212,72
T147,T151,Brian Stuard,97,-0.356,-0.103,-0.2,-0.052,79
T147,T151,Zac Blair,108,-0.356,-0.299,-0.188,0.131,88
149,153,Sam Saunders,83,-0.36,0.307,-0.294,-0.372,63
150,154,Retief Goosen,81,-0.365,-0.271,-0.056,-0.039,60
151,155,Bo Van Pelt,81,-0.368,-0.296,0.054,-0.126,65
152,156,Steve Wheatcroft,87,-0.383,0.148,-0.45,-0.082,72
153,157,Erik Compton,86,-0.385,-0.216,-0.217,0.047,70
154,158,Fabián Gómez,83,-0.386,-0.216,-0.057,-0.113,69
155,159,D.A. Points,72,-0.396,-0.82,0.224,0.199,58
156,160,Billy Hurley III,83,-0.423,-0.635,0.114,0.098,63
157,161,Scott Pinckney,88,-0.426,0.123,-0.409,-0.14,74
158,162,Tyrone Van Aswegen,58,-0.428,-1.081,0.471,0.181,42
159,163,Brice Garnett,81,-0.443,-0.198,-0.327,0.082,64
160,164,Jim Renner,68,-0.454,-0.501,0.085,-0.038,56
161,165,Derek Fathauer,81,-0.474,-0.455,-0.198,0.179,66
162,166,Nick Taylor,91,-0.489,-0.08,-0.224,-0.185,83
163,167,Chesson Hadley,101,-0.525,-0.08,-0.218,-0.227,89
164,168,Justin Leonard,61,-0.544,-0.486,-0.224,0.166,54
165,169,Ricky Barnes,82,-0.555,-0.819,-0.072,0.336,63
166,170,Jonas Blixt,78,-0.562,-0.115,-0.655,0.209,52
167,171,Andres Romero,69,-0.563,-0.269,-0.221,-0.073,54
168,172,Tim Wilkinson,73,-0.569,-0.326,-0.523,0.28,58
169,173,Troy Merritt,91,-0.579,-0.326,-0.199,-0.054,82
170,174,Brian Davis,86,-0.593,-0.119,-0.503,0.029,71
171,176,Max Homa,78,-0.619,0.066,-0.467,-0.218,62
172,177,Andres Gonzales,90,-0.714,-0.386,-0.349,0.022,76
173,178,Bill Lunde,50,-0.724,0.11,-0.592,-0.242,36
174,179,Ben Crane,62,-0.759,-0.303,-0.486,0.03,52
175,181,Jonathan Randolph,72,-0.85,-0.408,-0.234,-0.208,56
176,182,Aaron Baddeley,76,-0.945,-0.596,-0.719,0.37,66
177,183,Heath Slocum,57,-0.97,-0.229,-0.759,0.018,39
178,184,Oscar Fraustro,58,-1.034,0.259,-0.637,-0.655,40
179,185,Andrew Svoboda,80,-1.041,-0.171,-0.41,-0.46,70
180,186,Matt Every,73,-1.043,-0.925,-0.074,-0.044,56
181,187,Eric Axley,57,-1.101,-0.541,-0.372,-0.189,43
182,188,Roger Sloan,56,-1.103,-0.168,-0.746,-0.19,40
183,189,Greg Chalmers,58,-1.133,-0.323,-0.782,-0.028,36
184,190,Andrew Putnam,68,-1.43,-1.411,-0.132,0.113,54
