RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:PUTTING,MEASURED ROUNDS
82,86,Jhonattan Vegas,90,0.086,6.165,72
83,87,Jonathan Byrd,69,0.084,4.295,51
84,90,Brian Davis,86,0.081,5.724,71
85,91,Gary Woodland,81,0.077,4.173,54
86,89,Hideki Matsuyama,95,0.076,5.34,70
87,92,Matt Every,73,0.075,4.198,56
88,93,Shawn Stefani,94,0.074,6.539,88
89,94,Seung-Yul Noh,65,0.066,3.552,54
T90,95,Chris Kirk,76,0.065,3.632,56
T90,85,Charley Hoffman,97,0.065,4.973,76
92,96,Fabián Gómez,83,0.062,4.288,69
93,97,William McGirt,103,0.06,5.816,97
94,98,James Hahn,94,0.048,3.736,78
95,99,Justin Thomas,106,0.042,4.012,96
96,100,Zach Johnson,90,0.04,2.778,70
97,101,David Lingmerth,90,0.039,2.899,74
98,102,Kyle Reifers,96,0.036,2.855,80
99,103,Retief Goosen,81,0.027,1.602,60
100,88,Justin Rose,69,0.023,1.123,49
101,105,Scott Langley,94,0.018,1.424,79
102,122,Paul Casey,87,0.014,0.911,63
103,106,Chad Collins,79,0.012,0.778,63
104,104,Scott Piercy,90,0.006,0.534,83
105,107,Tom Hoge,83,0.005,0.296,65
106,108,Patrick Rodgers,57,-0.003,-0.153,46
107,113,J.B. Holmes,89,-0.004,-0.296,66
108,109,Tony Finau,106,-0.006,-0.533,92
109,110,Brendon de Jonge,106,-0.007,-0.684,92
T110,T111,Jason Kokrak,88,-0.012,-0.993,80
T110,T111,Graham DeLaet,65,-0.012,-0.636,54
112,114,Marc Leishman,74,-0.02,-1.093,54
113,115,Russell Knox,96,-0.021,-1.826,87
114,116,Sergio Garcia,59,-0.022,-0.784,36
115,117,Jim Furyk,71,-0.024,-1.252,52
116,118,Andrew Svoboda,80,-0.026,-1.792,70
117,119,Jon Curran,83,-0.028,-1.848,65
118,120,Jim Herman,88,-0.03,-2.341,77
119,121,Scott Brown,97,-0.031,-2.495,81
120,123,Chad Campbell,97,-0.045,-4.074,91
121,124,Brendan Steele,88,-0.047,-3.547,76
122,125,D.A. Points,72,-0.054,-3.154,58
123,126,Alex Prugh,84,-0.055,-3.925,72
124,127,John Senden,80,-0.061,-3.103,51
T125,T128,Mark Wilson,89,-0.065,-5.295,81
T125,T128,Spencer Levin,99,-0.065,-5.408,83
127,130,Jason Gore,76,-0.067,-3.911,58
128,131,Keegan Bradley,87,-0.07,-4.473,64
129,132,Brice Garnett,81,-0.089,-5.727,64
130,133,Whee Kim,71,-0.093,-5.235,56
T131,T134,Mark Hubbard,79,-0.102,-6.226,61
T131,T134,David Toms,62,-0.102,-5.604,55
133,136,Ryo Ishikawa,90,-0.103,-7.76,75
134,137,Rory Sabbatini,81,-0.106,-6.993,66
135,138,Max Homa,78,-0.11,-6.816,62
136,140,Sam Saunders,83,-0.136,-8.589,63
137,141,Cameron Percy,72,-0.142,-8.262,58
138,142,Steven Alker,62,-0.146,-7.294,50
139,143,Tyrone Van Aswegen,58,-0.152,-6.379,42
140,144,Chris Stroud,84,-0.176,-11.95,68
141,145,John Peterson,84,-0.184,-14.163,77
142,139,Daniel Berger,97,-0.193,-16.03,83
T143,T147,Martin Flores,95,-0.216,-17.069,79
T143,T147,Charles Howell III,105,-0.216,-21.395,99
145,149,Kevin Streelman,95,-0.219,-15.978,73
146,150,Louis Oosthuizen,68,-0.22,-10.341,47
147,151,Ken Duke,93,-0.222,-17.294,78
148,146,Bill Haas,89,-0.229,-16.243,71
149,152,Alex Cejka,94,-0.232,-18.331,79
150,153,Boo Weekley,79,-0.246,-16.467,67
151,154,Francesco Molinari,56,-0.255,-10.948,43
152,155,Chez Reavie,56,-0.262,-13.09,50
153,156,Tim Wilkinson,73,-0.278,-16.123,58
154,157,Oscar Fraustro,58,-0.283,-11.308,40
155,158,Davis Love III,51,-0.347,-14.555,42
156,159,Scott Stallings,60,-0.392,-19.208,49
157,160,Adam Scott,51,-0.396,-12.662,32
158,161,Nick Watney,91,-0.403,-32.658,81
159,162,J.J. Henry,94,-0.414,-31.432,76
160,163,Sung Joon Park,79,-0.421,-26.539,63
T161,T165,Padraig Harrington,60,-0.493,-24.148,49
T161,T165,Nicholas Thompson,90,-0.493,-34.513,70
163,167,Roger Sloan,56,-0.502,-20.07,40
164,168,Vijay Singh,78,-0.511,-35.238,69
165,169,Derek Ernst,75,-0.516,-32.531,63
166,170,Bill Lunde,50,-0.52,-18.731,36
167,171,Gonzalo Fernandez-Castaño,81,-0.522,-32.867,63
168,172,Michael Putnam,87,-0.526,-35.781,68
169,173,Charl Schwartzel,67,-0.555,-22.769,41
170,174,Ángel Cabrera,53,-0.572,-24.02,42
171,175,Heath Slocum,57,-0.594,-23.184,39
172,176,Byron Smith,59,-0.597,-25.66,43
173,177,Ernie Els,57,-0.609,-23.764,39
174,180,Webb Simpson,81,-0.646,-41.374,64
175,181,Geoff Ogilvy,50,-0.692,-24.221,35
176,182,Robert Garrigus,70,-0.697,-38.341,55
177,183,Jason Dufner,76,-0.7,-33.598,48
178,184,Roberto Castro,54,-0.732,-26.348,36
179,185,Robert Allenby,63,-0.754,-38.465,51
180,186,John Merrick,78,-0.775,-44.97,58
181,187,Greg Owen,58,-0.798,-31.917,40
182,188,Charlie Beljan,76,-0.799,-45.536,57
183,189,Jim Renner,68,-0.995,-55.698,56
184,190,Lucas Glover,79,-1.351,-97.258,72
