RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:PUTTING,MEASURED ROUNDS
81,86,Brian Stuard,83,0.114,7.289,64
82,87,Seamus Power,36,0.108,2.263,21
83,88,Zac Blair,70,0.103,5.163,50
84,89,Carlos Ortiz,72,0.095,6.195,65
85,90,Scott Harrington,68,0.088,4.76,54
86,91,Xinjun Zhang,77,0.087,5.153,59
87,92,Cameron Tringale,63,0.086,4.562,53
88,93,Charley Hoffman,63,0.085,4.087,48
89,94,Harry Higgs,83,0.08,5.492,69
90,95,Rafa Cabrera Bello,53,0.067,2.616,39
91,96,Bubba Watson,66,0.064,3.63,57
92,97,Matt Jones,76,0.061,3.895,64
93,T98,Chris Stroud,48,0.058,2.104,36
T94,100,Sebastian Cappelen,55,0.055,1.912,35
T94,103,Sebastián Muñoz,84,0.055,4.319,78
96,101,Bud Cauley,65,0.052,3.019,58
97,102,Tom Hoge,74,0.046,3.031,66
98,104,Ryan Moore,48,0.033,1.107,34
T99,T105,Matt Wallace,44,0.027,1.073,40
T99,T105,Mark Anderson,51,0.027,0.998,37
101,107,Scott Stallings,71,0.019,0.992,53
102,108,Ben Martin,38,0.014,0.316,22
103,109,Fabián Gómez,59,0.011,0.43,39
104,110,Cam Davis,62,0.005,0.211,46
105,111,Jordan Spieth,62,0.004,0.168,47
106,112,Ben Taylor,44,-0.002,-0.049,28
T107,T114,Doc Redman,82,-0.004,-0.293,70
T107,T114,Henrik Norlander,74,-0.004,-0.201,56
109,117,Rory Sabbatini,66,-0.015,-0.743,50
110,119,Justin Rose,38,-0.025,-0.83,33
111,120,Cameron Percy,49,-0.028,-0.909,33
112,T114,Justin Thomas,66,-0.031,-1.816,58
113,121,Sam Ryder,74,-0.035,-1.966,56
114,122,Nick Taylor,59,-0.043,-2.164,50
115,T98,Viktor Hovland,74,-0.048,-2.776,58
116,123,Jim Furyk,39,-0.052,-1.869,36
117,118,Scottie Scheffler,82,-0.053,-3.73,70
118,124,Roger Sloan,55,-0.06,-2.269,38
119,125,Nelson Ledesma,42,-0.062,-1.49,24
120,126,Joel Dahmen,79,-0.063,-3.975,63
121,127,Chesson Hadley,62,-0.065,-2.989,46
122,134,Rory McIlroy,60,-0.071,-3.618,51
123,129,Si Woo Kim,78,-0.079,-4.736,60
T124,T130,James Hahn,36,-0.083,-2.243,27
T124,T130,Phil Mickelson,51,-0.083,-3.167,38
126,132,Kevin Streelman,73,-0.084,-4.801,57
127,133,Tim Wilkinson,50,-0.085,-2.724,32
128,136,Collin Morikawa,80,-0.099,-7.044,71
129,135,K.H. Lee,76,-0.102,-5.508,54
130,137,Dylan Frittelli,82,-0.111,-7.57,68
131,138,J.J. Spaun,62,-0.123,-5.902,48
132,139,Tyler Duncan,83,-0.132,-9.207,70
133,140,Will Gordon,36,-0.145,-3.197,22
134,141,Robby Shelton,75,-0.152,-8.643,57
135,142,Joseph Bramlett,57,-0.155,-6.026,39
136,128,Cameron Champ,70,-0.173,-10.539,61
137,143,Michael Gligic,52,-0.175,-5.966,34
138,144,Russell Henley,67,-0.188,-10.902,58
139,145,Danny Lee,69,-0.195,-10.725,55
140,146,Scott Piercy,66,-0.213,-10.626,50
141,148,Harold Varner III,74,-0.215,-12.233,57
T142,T149,Anirban Lahiri,35,-0.222,-5.097,23
T142,T149,Graeme McDowell,48,-0.222,-8.198,37
144,151,Brooks Koepka,40,-0.236,-8.952,38
145,152,Jim Herman,60,-0.24,-12.504,52
146,155,Joaquin Niemann,76,-0.242,-15.708,65
147,153,Zack Sucher,38,-0.253,-6.083,24
148,154,Scott Brown,64,-0.259,-12.932,50
149,159,Marc Leishman,61,-0.26,-13.496,52
150,147,Ryan Palmer,68,-0.272,-16.031,59
151,156,Jason Kokrak,62,-0.282,-14.376,51
152,158,Chez Reavie,77,-0.291,-16.581,57
153,160,Sung Kang,73,-0.307,-19.028,62
154,162,Doug Ghim,44,-0.321,-8.979,28
155,163,Kyle Stanley,57,-0.323,-13.882,43
156,164,Martin Trainer,48,-0.325,-12.658,39
157,165,Andrew Landry,63,-0.341,-19.116,56
158,166,Jhonattan Vegas,52,-0.347,-12.83,37
T159,T167,Jimmy Walker,46,-0.349,-14.318,41
T159,T167,Kevin Tway,52,-0.349,-12.211,35
161,169,Russell Knox,67,-0.35,-17.172,49
162,170,Branden Grace,43,-0.352,-11.623,33
T163,T171,Shane Lowry,44,-0.356,-12.819,36
T163,T171,Lucas Glover,67,-0.356,-17.783,50
165,173,Paul Casey,56,-0.383,-16.858,44
166,174,Ryan Armour,60,-0.418,-18.804,45
167,175,D.J. Trahan,49,-0.457,-15.089,33
168,176,Chris Baker,53,-0.463,-15.286,33
169,177,"Ted Potter, Jr.",46,-0.468,-15.9,34
170,178,Hideki Matsuyama,74,-0.469,-28.613,61
171,179,Aaron Wise,49,-0.479,-16.288,34
172,180,Martin Laird,39,-0.497,-14.427,29
173,181,Rob Oppenheim,65,-0.499,-22.464,45
174,182,Luke List,69,-0.504,-29.741,59
175,183,Wes Roach,42,-0.505,-11.103,22
176,184,Byeong Hun An,75,-0.525,-31.506,60
177,185,Kramer Hickok,51,-0.534,-19.222,36
178,186,Ryan Brehm,52,-0.547,-17.514,32
179,187,Arjun Atwal,35,-0.548,-10.953,20
180,188,Robert Streb,54,-0.573,-18.343,32
181,189,Corey Conners,74,-0.603,-37.373,62
182,190,Hank Lebioda,57,-0.615,-25.205,41
183,191,Matt Every,47,-0.636,-26.07,41
184,192,Jason Dufner,62,-0.681,-38.16,56
185,193,Keegan Bradley,68,-0.683,-38.906,57
186,194,Tyler McCumber,57,-0.751,-28.548,38
187,195,Sergio Garcia,44,-0.754,-24.118,32
188,196,C.T. Pan,56,-0.767,-32.99,43
189,197,Grayson Murray,36,-0.77,-23.877,31
190,198,Bo Van Pelt,45,-0.783,-24.281,31
191,199,Josh Teater,43,-0.8,-21.589,27
192,200,Emiliano Grillo,69,-0.905,-43.454,48
193,201,Bill Haas,46,-1.068,-36.32,34
