RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES
T85,T87,Talor Gooch,83,298.2,49505,166
T87,T89,Richy Werenski,60,298.1,33391,112
T87,T89,Si Woo Kim,78,298.1,39348,132
89,91,Jimmy Walker,46,298.0,27418,92
90,93,Rhein Gibson,54,297.8,29783,100
91,94,Sam Ryder,74,297.7,41682,140
T92,T95,Scott Stallings,71,297.6,39873,134
T92,T95,D.J. Trahan,49,297.6,27972,94
94,92,Abraham Ancer,74,297.5,36896,124
T95,T97,J.J. Spaun,62,297.4,34498,116
T95,T97,Doc Redman,82,297.4,48773,164
T97,102,Collin Morikawa,80,297.3,42816,144
T97,T99,Matt Jones,76,297.3,42817,144
T97,T99,Branden Grace,43,297.3,21999,74
100,101,Scott Piercy,66,297.2,34473,116
T101,T103,Nick Taylor,59,296.6,34999,118
T101,T103,Robby Shelton,75,296.6,42111,142
T101,T103,Maverick McNealy,80,296.6,45079,152
104,106,Charley Hoffman,63,296.5,32617,110
105,107,K.H. Lee,76,296.4,40312,136
106,T108,Russell Knox,67,296.3,37339,126
107,T108,Webb Simpson,52,296.2,30800,104
T108,T110,Alex Noren,60,296.0,33153,112
T108,T110,Chesson Hadley,62,296.0,31969,108
T108,116,Patrick Reed,74,296.0,39073,132
T108,T110,Doug Ghim,44,296.0,23676,80
112,T110,Marc Leishman,61,295.8,31359,106
T113,T114,Stewart Cink,51,295.7,30163,102
T113,T114,Emiliano Grillo,69,295.7,33713,114
115,117,Joel Dahmen,79,295.4,41944,142
116,118,Ben Taylor,44,295.2,24798,84
T117,T119,Matthew NeSmith,72,295.0,40117,136
T117,T119,Cameron Percy,49,295.0,26553,90
119,121,Rickie Fowler,44,294.9,25949,88
120,122,Patton Kizzire,55,294.8,32425,110
T121,T123,Bo Hoag,71,294.7,39488,134
T121,T123,Matt Fitzpatrick,54,294.7,27114,92
T121,T123,Hank Lebioda,57,294.7,32413,110
124,126,Bronson Burgoon,55,294.6,31229,106
125,127,Anirban Lahiri,35,294.4,20609,70
126,128,Bill Haas,46,294.3,25894,88
T127,T129,Josh Teater,43,294.0,24109,82
T127,T129,Adam Hadwin,65,294.0,33511,114
129,131,Kevin Streelman,73,293.9,38213,130
T130,T132,Xinjun Zhang,77,293.8,42894,146
T130,T132,Denny McCarthy,81,293.8,45240,154
T130,T132,Austin Cook,64,293.8,35255,120
T133,T135,James Hahn,36,293.7,21145,72
T133,T135,Robert Streb,54,293.7,29369,100
T133,T135,Rafa Cabrera Bello,53,293.7,24081,82
136,138,Michael Gellerman,46,293.5,24656,84
137,139,Mark Anderson,51,293.1,27549,94
138,140,Brian Harman,78,293.0,45715,156
139,141,Kramer Hickok,51,292.8,28692,98
140,142,Matt Every,47,292.3,26309,90
141,143,Henrik Norlander,74,292.1,43229,148
142,144,Adam Long,88,292.0,46713,160
143,145,Troy Merritt,72,291.8,35012,120
144,146,Bo Van Pelt,45,291.7,25082,86
145,T147,Roger Sloan,55,291.5,29738,102
T146,T149,Dylan Frittelli,82,291.3,43119,148
T146,T149,Chase Seiffert,56,291.3,31462,108
148,151,Brice Garnett,58,290.6,33704,116
T149,T152,Bud Cauley,65,290.5,35438,122
T149,T152,Wes Roach,42,290.5,23236,80
151,154,Tom Hoge,74,290.4,42976,148
152,155,Pat Perez,59,290.3,27292,94
T153,T156,"Ted Potter, Jr.",46,290.2,25537,88
T153,T156,J.T. Poston,78,290.2,40628,140
T155,T158,Mark Hubbard,86,290.1,49893,172
T155,T158,Russell Henley,67,290.1,36549,126
157,160,Ryan Moore,48,289.9,20872,72
158,161,Andrew Landry,63,289.7,36505,126
159,162,Chris Baker,53,289.5,28368,98
T160,165,Kevin Kisner,73,289.2,37600,130
T160,T163,Fabián Gómez,59,289.2,31816,110
T162,T167,Scott Brown,64,288.5,36934,128
T162,T167,Brandt Snedeker,53,288.5,30586,106
T162,T167,Brian Gay,67,288.5,36351,126
165,T170,Michael Thompson,62,288.4,35759,124
166,172,Peter Malnati,61,287.6,32791,114
T167,T174,C.T. Pan,56,287.0,27550,96
T167,T174,Nate Lashley,52,287.0,26977,94
T167,T174,Chris Stroud,48,287.0,26407,92
170,173,Kevin Na,71,286.9,36151,126
171,177,Ian Poulter,48,286.8,21797,76
172,178,Arjun Atwal,35,286.5,17760,62
173,179,Tyler Duncan,83,286.3,47519,166
174,180,Jason Dufner,62,286.2,35493,124
175,181,Zach Johnson,61,285.9,34882,122
176,183,Jim Herman,60,285.6,34266,120
177,184,Kyle Stanley,57,285.1,30220,106
178,185,Aaron Baddeley,49,284.9,26784,94
179,186,Tim Wilkinson,50,284.7,26188,92
180,187,Chez Reavie,77,284.4,36976,130
181,188,Rob Oppenheim,65,284.2,34671,122
182,189,Ryan Armour,60,284.1,32959,116
T183,T190,Rory Sabbatini,66,283.9,32930,116
T183,T190,Graeme McDowell,48,283.9,24416,86
185,192,Ben Martin,38,283.6,20422,72
186,193,Matt Kuchar,56,282.9,31681,112
187,194,Brendon Todd,86,282.7,48619,172
188,195,David Hearn,55,281.8,28745,102
189,196,Vaughn Taylor,61,281.6,29852,106
190,197,Brian Stuard,83,281.5,43344,154
191,198,Zac Blair,70,280.9,37077,132
192,199,Jim Furyk,39,280.2,21854,78
193,201,Andrew Putnam,46,277.9,18894,68
