RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
103,106,Aaron Wise,49,59.94,377,629
104,107,Brendan Steele,68,59.93,537,896
105,108,Keegan Bradley,68,59.7,566,948
106,109,Kris Ventura,48,59.67,367,615
107,110,Ian Poulter,48,59.58,398,668
108,111,Bronson Burgoon,55,59.57,442,742
109,112,Xinjun Zhang,77,59.52,641,1077
T110,T113,Mark Anderson,51,59.51,391,657
T110,T113,Aaron Baddeley,49,59.51,391,657
112,115,Michael Gligic,52,59.46,399,671
113,116,Chris Stroud,48,59.41,382,643
114,117,Patrick Cantlay,46,59.35,384,647
115,118,Bo Van Pelt,45,59.23,356,601
116,119,Cameron Percy,49,59.21,373,630
117,120,Matt Jones,76,59.17,629,1063
118,98,Dustin Johnson,49,59.07,407,689
119,121,Bud Cauley,65,59.02,504,854
120,122,Matthew Wolff,74,58.98,611,1036
121,123,Max Homa,70,58.94,577,979
122,124,Cam Davis,62,58.82,477,811
123,125,Brian Gay,67,58.68,517,881
124,126,Seamus Power,36,58.61,262,447
125,128,Vincent Whaley,40,58.38,310,531
126,129,Scott Harrington,68,58.36,555,951
127,130,Talor Gooch,83,58.35,678,1162
128,131,Keith Mitchell,64,58.32,522,895
129,132,Roger Sloan,55,58.26,416,714
130,133,Maverick McNealy,80,58.23,619,1063
131,T134,Alex Noren,60,58.11,455,783
132,136,Robert Streb,54,58.08,406,699
133,137,Matt Every,47,58.03,365,629
134,138,Richy Werenski,60,57.98,454,783
135,139,Bubba Watson,66,57.93,533,920
136,140,Ben Taylor,44,57.92,340,587
137,141,J.J. Spaun,62,57.83,469,811
138,142,Jason Kokrak,62,57.64,498,864
139,144,Luke List,69,57.45,555,966
T140,T149,Bryson DeChambeau,62,57.37,498,868
T140,145,Will Gordon,36,57.37,257,448
142,146,Joseph Bramlett,57,57.35,425,741
143,148,Scott Stallings,71,57.31,537,937
144,143,Justin Thomas,66,57.25,529,924
145,147,Lanto Griffin,96,57.16,738,1291
146,151,Danny Lee,69,57.07,549,962
T147,T152,Andrew Putnam,46,57.03,365,640
T147,T152,Si Woo Kim,78,57.03,588,1031
149,T149,Hideki Matsuyama,74,56.98,588,1032
150,154,Charley Hoffman,63,56.85,469,825
151,159,Kevin Chappell,41,56.54,324,573
152,157,Joaquin Niemann,76,56.48,601,1064
153,160,Stewart Cink,51,56.38,402,713
154,162,Cameron Champ,70,56.36,554,983
155,155,Rory McIlroy,60,56.34,471,836
156,171,Patrick Reed,74,56.08,581,1036
157,163,Jason Day,53,55.9,412,737
158,161,Mackenzie Hughes,70,55.77,546,979
159,T164,Branden Grace,43,55.67,319,573
160,166,Sung Kang,73,55.63,568,1021
161,167,Adam Scott,38,55.49,293,528
162,168,Nick Watney,46,55.45,341,615
T163,T169,Danny Willett,40,55.36,310,560
T163,T169,Carlos Ortiz,72,55.36,558,1008
165,172,Sam Burns,60,54.8,445,812
166,173,Charles Howell III,69,54.57,525,962
167,175,Cameron Smith,64,54.46,488,896
168,174,Peter Malnati,61,54.45,434,797
169,177,Byeong Hun An,75,54.3,568,1046
170,178,Tyler McCumber,57,54.25,402,741
171,179,Grayson Murray,36,54.17,273,504
T172,T180,Cameron Tringale,63,54.03,476,881
T172,T180,Patton Kizzire,55,54.03,416,770
174,182,Phil Mickelson,51,54.0,385,713
175,183,Beau Hossler,71,53.9,505,937
176,184,Brooks Koepka,40,53.75,301,560
177,185,Zack Sucher,38,53.28,268,503
178,186,Matt Wallace,44,53.08,327,616
179,187,Patrick Rodgers,95,52.95,674,1273
180,190,Wyndham Clark,65,52.18,443,849
181,191,Jordan Spieth,62,52.14,450,863
182,192,Rhein Gibson,54,51.93,363,699
183,189,Marc Leishman,61,51.88,441,850
184,188,Tony Finau,72,51.79,520,1004
185,193,Dominic Bozzelli,38,51.69,260,503
186,194,Sebastian Cappelen,55,51.15,379,741
187,195,Brandon Hagy,50,51.01,328,643
188,196,Nelson Ledesma,42,50.98,285,559
189,197,Kevin Tway,52,49.85,333,668
190,198,Ryan Brehm,52,48.78,341,699
191,199,Martin Trainer,48,48.07,311,647
192,200,Peter Uihlein,47,47.42,285,601
193,201,Jimmy Walker,46,46.81,301,643
