,name,owgr_points_current_avg,driving_dist_avg,next_years_rank,top_tens,gir_pct,sg_p_avg,driving_acc_pct,scrambling_pct,adj_scoring_avg,sg_ott_avg,sg_apr_avg,sg_arg_avg,rounds,year
2025,Troy Matteson,0.85,296.3,244,2.0,71.43,-0.445,60.36,55.79,71.31,0.515,0.042,-0.269,78.0,2010
2026,Garrett Willis,0.84,280.2,308,1.0,69.87,-0.137,70.44,55.32,71.159,-0.155,0.261,-0.022,71.0,2010
2027,Boo Weekley,0.84,291.9,456,3.0,70.07,-0.375,67.14,60.32,70.851,0.662,0.058,-0.162,74.0,2010
2028,Alex Prugh,0.81,295.7,544,4.0,68.6,0.204,58.4,55.35,70.878,0.39,-0.304,-0.197,80.0,2010
2029,Rocco Mediate,0.81,278.1,430,1.0,69.32,-0.543,68.27,56.96,71.341,-0.082,0.568,-0.107,61.0,2010
2030,Chris Riley,0.81,278.3,368,3.0,67.33,0.187,68.7,64.47,70.345,0.164,-0.177,0.364,63.0,2010
2031,Kevin Stadler,0.81,290.2,290,5.0,67.95,-0.276,62.96,56.0,71.149,0.237,0.12,-0.301,72.0,2010
2032,Cameron Beckman,0.78,285.7,359,3.0,66.15,-0.292,63.72,58.21,71.395,-0.228,-0.02,-0.004,59.0,2010
2033,Spencer Levin,0.78,280.6,81,3.0,69.88,0.131,65.12,58.95,70.385,0.054,0.413,-0.034,98.0,2010
2034,Woody Austin,0.78,281.1,415,3.0,67.92,-0.059,66.48,58.56,71.121,-0.01,0.048,0.056,83.0,2010
2035,Bill Lunde,0.77,288.9,264,3.0,65.85,-0.005,60.71,57.48,71.688,-0.265,-0.263,0.068,67.0,2010
2036,Matt Bettencourt,0.76,294.0,269,1.0,60.17,0.366,57.16,57.98,71.575,0.089,-0.831,-0.111,70.0,2010
2037,Nathan Green,0.76,279.5,516,1.0,63.18,0.338,61.0,60.18,71.421,-0.566,-0.192,0.167,81.0,2010
2038,Aaron Baddeley,0.75,298.9,51,2.0,64.6,0.502,56.65,57.1,70.995,0.112,-0.797,0.391,88.0,2010
2039,Jimmy Walker,0.75,292.9,153,2.0,65.88,0.248,51.29,58.46,70.953,-0.538,0.336,0.047,70.0,2010
2040,Cameron Percy,0.75,294.0,434,1.0,70.42,-0.491,58.93,56.91,71.622,-0.128,0.589,-0.206,59.0,2010
2041,Kris Blanks,0.74,286.4,142,3.0,71.15,-0.569,66.87,54.06,71.371,0.201,0.417,-0.21,74.0,2010
2042,Bob Estes,0.71,283.9,278,2.0,67.79,0.015,61.41,60.48,71.086,-0.33,0.143,0.123,71.0,2010
2043,Dean Wilson,0.71,281.6,303,1.0,68.98,0.78,67.37,67.16,70.223,-0.341,0.158,0.139,47.0,2010
2044,Chris Stroud,0.7,287.2,182,4.0,69.31,0.06,62.98,57.4,70.966,0.01,0.077,0.081,72.0,2010
2045,Roland Thatcher,0.69,288.0,279,2.0,65.9,-0.38,60.04,57.24,71.82,-0.061,-0.095,-0.253,68.0,2010
2046,Mathew Goggin,0.67,289.3,202,1.0,69.74,-0.379,65.24,54.21,71.672,0.264,-0.177,-0.209,76.0,2010
2047,Chris Tidland,0.67,288.1,636,2.0,66.36,0.235,63.08,57.47,71.255,0.285,-0.508,-0.015,68.0,2010
2048,John Merrick,0.67,291.4,318,1.0,70.24,-0.125,66.71,56.93,71.102,0.217,0.01,-0.084,92.0,2010
2049,Matt Every,0.66,290.9,297,1.0,64.75,0.237,62.06,57.61,70.986,0.166,-0.292,-0.185,51.0,2010
2050,Briny Baird,0.65,282.0,262,1.0,69.41,-0.019,65.45,61.49,70.639,-0.2,0.334,0.054,79.0,2010
2051,Jeff Maggert,0.64,279.1,610,2.0,66.75,-0.357,67.55,55.77,71.445,0.123,-0.06,-0.447,63.0,2010
2052,Joe Durant,0.61,285.6,378,2.0,71.95,-0.294,75.94,59.09,70.365,0.597,0.296,-0.118,57.0,2010
2053,Brett Quigley,0.57,283.2,666,1.0,70.12,0.079,60.26,57.93,71.082,-0.422,0.425,-0.016,88.0,2010
2054,Scott McCarron,0.57,288.6,366,1.0,65.8,0.512,67.36,61.19,70.94,0.093,-0.529,0.079,83.0,2010
2055,Tom Pernice Jr.,0.56,280.0,234,1.0,69.78,-0.163,66.95,59.61,70.757,-0.212,0.225,0.271,58.0,2010
2056,Michael Connell,0.56,281.3,491,2.0,66.94,0.338,63.4,59.13,70.9,-0.284,0.081,0.007,77.0,2010
2057,Lee Janzen,0.55,287.7,610,1.0,67.68,-0.3,59.91,57.81,71.194,-0.177,0.192,0.086,70.0,2010
2058,Scott Piercy,0.54,296.8,158,2.0,67.74,0.216,56.03,54.79,71.196,-0.013,-0.065,-0.142,81.0,2010
2059,Michael Letzig,0.53,289.7,561,1.0,67.92,-0.082,63.47,56.08,70.951,0.115,-0.121,0.118,80.0,2010
2060,James Nitties,0.52,286.2,380,1.0,66.47,0.126,65.69,58.19,71.277,-0.188,0.058,-0.258,81.0,2010
2061,Jeff Quinney,0.51,273.3,698,2.0,65.45,0.388,70.34,59.7,70.851,-0.402,0.207,-0.232,80.0,2010
2062,Joe Ogilvie,0.5,285.9,376,1.0,66.07,0.089,59.32,56.69,71.296,-0.005,-0.19,-0.142,86.0,2010
2063,Jarrod Lyle,0.5,296.2,460,2.0,65.34,0.045,63.4,57.84,70.835,0.266,-0.441,0.157,46.0,2010
2064,Troy Merritt,0.49,288.2,627,1.0,65.48,0.516,59.37,54.98,71.486,-0.177,-0.45,-0.326,77.0,2010
2065,Will MacKenzie,0.48,290.8,571,1.0,68.52,-0.442,66.33,59.31,70.918,0.363,0.177,0.103,68.0,2010
2066,James Driscoll,0.48,293.9,342,1.0,66.81,0.311,56.96,58.15,70.954,-0.014,-0.26,0.019,74.0,2010
2067,Steve Wheatcroft,0.48,287.1,352,1.0,63.47,0.207,64.12,51.84,71.53,0.002,-0.65,-0.185,58.0,2010
2068,Johnson Wagner,0.46,282.4,198,2.0,68.24,0.066,62.59,58.1,71.113,-0.356,0.323,-0.128,74.0,2010
2069,Charles Warren,0.46,302.5,474,3.0,71.74,-0.411,65.93,54.58,70.917,0.581,0.327,-0.387,55.0,2010
2070,Paul Stankowski,0.46,290.3,486,2.0,70.88,0.328,65.38,55.48,70.354,0.016,0.377,-0.16,53.0,2010
2071,Billy Mayfair,0.46,284.0,322,2.0,69.68,-1.01,70.29,55.5,71.426,0.053,0.424,0.067,65.0,2010
2072,Mathias Grönberg,0.44,293.7,667,1.0,66.77,-0.187,64.28,58.36,71.614,0.222,-0.236,-0.085,50.0,2010
2073,Aron Price,0.44,284.6,439,3.0,70.49,0.017,67.23,58.53,70.856,-0.1,0.291,0.051,62.0,2010
2074,Steve Flesch,0.41,277.4,429,1.0,62.76,-0.081,66.02,55.04,72.041,-0.386,-0.493,0.309,65.0,2010
2075,Brian Stuard,0.39,286.9,596,1.0,65.04,0.287,63.09,54.45,71.595,-0.204,-0.77,-0.058,71.0,2010
2076,Roger Tambellini,0.38,292.0,579,1.0,69.73,-0.775,62.57,54.26,71.969,0.085,-0.235,0.0,62.0,2010
2077,Nicholas Thompson,0.36,289.2,654,1.0,67.86,-0.886,64.04,49.38,71.815,0.261,0.081,-0.331,77.0,2010
2078,Chris DiMarco,0.35,279.0,329,1.0,67.39,-0.063,70.13,61.87,70.983,-0.244,0.196,0.163,78.0,2010
2079,Brett Wetterich,0.31,307.3,219,1.0,68.11,-0.123,57.82,58.71,70.847,0.415,0.106,-0.291,53.0,2010
2080,Garth Mulroy,0.29,295.6,289,1.0,70.07,-0.584,60.7,53.41,72.0,0.124,0.178,-0.154,42.0,2010
2081,Skip Kendall,0.28,279.5,784,1.0,62.56,0.336,69.63,57.57,71.64,-0.486,-0.651,-0.031,49.0,2010
2082,Martin Flores,0.23,300.7,432,1.0,64.79,-0.107,50.15,54.0,71.882,-0.223,-0.553,-0.001,64.0,2010
2083,Jay Williamson,0.23,285.1,695,1.0,68.95,-0.155,69.87,59.74,71.29,0.125,0.028,-0.219,61.0,2010
2084,Brooks Koepka,12.65,309.0,8,9.0,69.97,0.226,61.83,62.25,69.395,0.468,0.636,0.036,58.0,2019
2085,Rory McIlroy,9.63,313.5,4,14.0,68.55,0.425,61.82,63.38,69.057,1.195,0.633,0.297,57.0,2019
2086,Dustin Johnson,8.93,312.0,1,7.0,66.98,0.096,55.57,57.93,69.895,0.703,0.288,0.234,56.0,2019
2087,Justin Rose,7.75,303.2,18,7.0,64.78,0.504,60.14,62.09,69.825,0.179,0.525,0.036,49.0,2019
2088,Justin Thomas,7.3,302.2,3,7.0,70.68,-0.186,59.98,61.32,69.466,0.479,0.985,0.352,56.0,2019
2089,Jon Rahm,6.95,305.6,2,12.0,69.04,0.336,62.5,59.63,69.618,0.692,0.405,0.073,53.0,2019
2090,Patrick Cantlay,6.82,304.7,12,9.0,67.21,0.386,57.34,66.12,69.306,0.475,0.64,0.356,57.0,2019
2091,Xander Schauffele,6.32,304.1,7,6.0,68.39,0.244,60.29,62.23,69.834,0.456,0.481,0.211,53.0,2019
2092,Bryson DeChambeau,6.25,302.5,9,5.0,66.2,0.372,65.02,62.33,70.177,0.421,0.236,-0.016,66.0,2019
2093,Francesco Molinari,6.13,288.7,56,3.0,63.58,-0.211,66.45,62.99,70.974,0.105,0.04,0.105,42.0,2019
2094,Tony Finau,5.78,309.5,15,6.0,67.46,-0.103,56.94,62.2,69.955,0.439,0.384,0.048,65.0,2019
2095,Tommy Fleetwood,5.55,298.7,16,6.0,66.93,0.169,64.02,67.98,69.729,0.545,0.235,0.329,50.0,2019
2096,Webb Simpson,5.49,288.6,6,6.0,65.81,0.608,66.82,66.88,69.377,-0.007,0.613,0.294,69.0,2019
2097,Adam Scott,5.48,299.3,11,9.0,68.94,0.348,59.91,59.82,69.693,0.285,0.846,0.351,44.0,2019
2098,Patrick Reed,5.23,296.8,10,5.0,66.22,0.261,60.1,62.99,70.208,0.145,0.138,0.332,73.0,2019
2099,Gary Woodland,5.2,308.2,25,8.0,69.05,-0.143,63.41,57.48,70.229,0.472,0.545,0.008,65.0,2019
2100,Paul Casey,5.12,298.4,21,7.0,70.96,-0.092,67.68,58.67,69.821,0.614,0.706,0.133,55.0,2019
2101,Rickie Fowler,5.06,303.1,38,6.0,67.76,0.541,60.62,60.77,69.955,0.247,0.158,0.12,63.0,2019
2102,Matt Kuchar,5.01,289.5,27,8.0,69.38,0.302,67.41,63.04,69.916,0.063,0.591,0.105,66.0,2019
2103,Louis Oosthuizen,4.12,296.3,23,5.0,66.84,0.169,66.93,60.47,70.259,0.13,0.208,0.27,48.0,2019
2104,Jason Day,3.97,302.0,37,6.0,69.7,0.356,61.76,59.6,70.212,0.535,-0.083,0.025,47.0,2019
2105,Marc Leishman,3.89,296.2,26,7.0,67.21,0.302,59.39,64.0,70.434,-0.077,0.472,0.135,57.0,2019
2106,Bubba Watson,3.79,311.6,64,3.0,66.76,-0.344,58.13,57.35,70.71,0.743,-0.052,-0.067,50.0,2019
2107,Hideki Matsuyama,3.7,303.0,19,7.0,69.38,0.011,61.28,64.12,69.841,0.381,0.759,0.347,73.0,2019
2108,Kevin Kisner,3.69,286.4,30,5.0,66.99,0.45,69.39,61.06,70.416,0.149,0.257,-0.186,71.0,2019
2109,Chez Reavie,3.66,287.0,41,6.0,67.93,0.062,75.72,59.7,70.247,0.254,0.625,-0.117,70.0,2019
2110,Matt Fitzpatrick,3.63,287.9,17,2.0,63.94,-0.054,66.06,57.1,70.525,0.338,0.409,0.194,37.0,2019
2111,Henrik Stenson,3.21,282.7,40,3.0,66.11,0.106,72.13,62.3,70.089,-0.293,1.149,0.01,42.0,2019
2112,Ian Poulter,3.13,291.5,59,6.0,66.86,0.425,63.6,59.83,70.502,-0.078,0.15,0.267,44.0,2019
2113,Jordan Spieth,3.07,295.2,67,4.0,62.8,0.862,53.12,62.0,70.453,-0.452,-0.198,0.246,66.0,2019
2114,Billy Horschel,3.05,291.8,33,4.0,67.63,0.522,64.71,61.38,70.644,0.145,0.147,0.014,69.0,2019
2115,Kevin Na,3.04,289.6,34,3.0,64.44,0.089,64.05,58.85,71.144,-0.282,-0.076,0.355,44.0,2019
2116,Keegan Bradley,2.98,298.5,89,3.0,68.5,-0.516,66.35,59.14,70.849,0.238,0.567,-0.142,67.0,2019
2117,Abraham Ancer,2.98,293.3,22,4.0,66.79,-0.065,70.21,61.98,70.58,0.575,0.011,-0.005,71.0,2019
2118,Brandt Snedeker,2.95,287.2,73,6.0,64.93,0.592,63.25,63.04,70.52,-0.193,0.083,0.48,80.0,2019
2119,Phil Mickelson,2.94,306.3,51,2.0,64.17,-0.16,50.77,54.26,71.331,-0.307,-0.065,0.094,50.0,2019
2120,Rafa Cabrera Bello,2.89,289.6,69,2.0,62.99,0.043,64.52,59.16,70.78,0.18,0.089,0.107,48.0,2019
2121,Sergio Garcia,2.78,302.5,44,5.0,63.26,-0.078,58.82,55.33,70.321,0.35,0.525,-0.051,38.0,2019
2122,Andrew Putnam,2.76,281.5,117,3.0,65.94,0.7,60.64,59.23,70.644,-0.639,0.414,0.061,56.0,2019
2123,Tyrrell Hatton,2.72,296.6,14,3.0,66.28,-0.192,62.96,54.55,70.585,0.176,0.218,0.286,42.0,2019
2124,Cameron Smith,2.66,294.2,49,3.0,63.66,0.157,59.36,60.74,70.814,-0.123,0.004,0.286,53.0,2019
2125,Jim Furyk,2.54,275.0,120,3.0,69.28,0.113,74.45,64.1,70.09,-0.072,0.741,0.114,57.0,2019
2126,Byeong Hun An,2.53,307.1,58,3.0,67.75,-0.583,57.98,59.28,70.48,0.351,0.42,0.631,61.0,2019
2127,C.T. Pan,2.46,285.0,140,2.0,64.16,-0.062,64.77,63.71,70.966,-0.114,0.054,0.18,60.0,2019
2128,Jason Kokrak,2.34,306.4,55,5.0,68.77,-0.018,62.74,60.67,70.431,0.55,0.745,-0.241,75.0,2019
2129,Sungjae Im,2.29,295.9,24,7.0,67.61,0.323,65.45,64.53,70.252,0.341,0.075,0.285,100.0,2019
2130,Danny Willett,2.22,293.8,43,2.0,66.23,-0.13,59.57,58.75,70.828,0.108,0.25,0.154,50.0,2019
2131,Charles Howell III,2.2,302.8,83,5.0,70.51,0.291,62.83,62.94,70.483,0.262,-0.072,0.328,73.0,2019
2132,J.B. Holmes,2.15,306.7,134,2.0,65.57,-0.752,56.5,57.5,71.735,0.21,0.079,0.012,48.0,2019
2133,Lucas Glover,2.09,296.1,100,7.0,68.15,0.164,66.14,64.73,70.083,0.337,0.33,0.145,81.0,2019
2134,Kyle Stanley,2.06,288.9,206,1.0,67.47,-0.297,69.08,58.65,71.094,0.037,0.309,-0.062,55.0,2019
2135,Kiradech Aphibarnrat,2.03,292.4,202,3.0,61.65,0.337,63.25,64.02,70.911,-0.015,-0.433,0.194,45.0,2019
2136,Si Woo Kim,2.02,292.4,86,5.0,64.91,-0.06,62.95,63.51,70.963,0.066,-0.177,0.305,59.0,2019
2137,Emiliano Grillo,2.02,295.7,148,2.0,68.73,-0.633,68.13,55.13,70.814,0.47,0.926,-0.345,55.0,2019
2138,Adam Hadwin,1.99,291.2,66,5.0,67.55,0.252,67.77,57.62,70.545,0.31,0.008,-0.227,62.0,2019
2139,Scott Piercy,1.97,292.4,126,6.0,70.09,0.146,67.61,63.93,70.333,0.27,0.147,0.067,70.0,2019
2140,Rory Sabbatini,1.95,289.4,104,6.0,66.91,0.154,66.92,63.9,70.409,0.3,0.103,0.263,76.0,2019
2141,Corey Conners,1.95,297.3,70,4.0,73.06,-0.576,66.92,56.12,70.775,0.653,0.665,-0.123,69.0,2019
2142,J.T. Poston,1.94,293.8,72,3.0,66.84,0.212,62.89,62.83,70.633,0.032,0.223,0.038,88.0,2019
2143,Ryan Palmer,1.93,298.6,35,6.0,68.35,0.041,60.67,59.31,70.679,0.255,0.395,-0.216,51.0,2019
2144,Keith Mitchell,1.92,303.2,122,3.0,67.34,-0.338,60.38,57.17,71.021,0.657,0.037,-0.102,61.0,2019
2145,Branden Grace,1.84,295.1,103,2.0,66.09,-0.52,57.22,55.18,71.421,0.024,0.11,0.278,45.0,2019
2146,Sung Kang,1.84,300.5,68,4.0,66.14,-0.088,60.72,59.96,71.101,0.165,0.036,-0.083,70.0,2019
2147,Aaron Wise,1.83,302.6,212,1.0,68.6,-0.146,61.75,52.05,70.739,0.533,-0.085,0.026,54.0,2019
2148,Russell Knox,1.79,289.2,208,2.0,69.06,-0.176,65.9,62.09,70.521,0.013,0.585,0.129,59.0,2019
2149,Ryan Moore,1.77,282.2,135,2.0,68.17,0.062,75.53,59.2,70.974,0.114,0.596,0.055,63.0,2019
2150,Joaquin Niemann,1.76,301.5,50,4.0,68.06,-0.17,61.72,60.33,70.621,0.338,0.484,0.018,80.0,2019
2151,Luke List,1.66,313.3,136,4.0,65.43,-0.28,53.06,54.59,71.223,0.481,-0.005,0.006,55.0,2019
2152,Joel Dahmen,1.59,292.4,60,2.0,66.72,-0.102,68.51,57.39,70.932,0.249,0.141,-0.204,76.0,2019
2153,Kevin Tway,1.58,303.8,226,2.0,67.01,-0.131,55.26,61.05,71.02,-0.099,0.124,0.249,67.0,2019
2154,Nate Lashley,1.52,289.6,108,2.0,67.48,0.304,65.19,62.06,70.692,-0.247,0.487,-0.021,55.0,2019
2155,Brian Harman,1.51,288.4,109,4.0,64.17,0.09,68.17,60.1,71.016,0.312,-0.301,0.245,71.0,2019
2156,Dylan Frittelli,1.5,296.5,95,1.0,68.24,-0.169,62.71,62.63,70.737,0.272,0.186,0.149,68.0,2019
2157,Kevin Streelman,1.49,291.8,47,4.0,69.75,-0.251,67.99,59.86,70.763,0.383,0.479,0.058,69.0,2019
2158,Max Homa,1.47,300.2,78,2.0,65.14,-0.006,57.48,58.37,71.11,0.213,0.179,-0.304,69.0,2019
2159,Charley Hoffman,1.45,295.6,144,2.0,66.51,-0.158,58.26,54.27,71.361,0.049,0.396,-0.23,47.0,2019
2160,Graeme McDowell,1.43,285.9,63,3.0,64.79,0.731,62.69,62.22,70.591,-0.426,-0.016,0.096,50.0,2019
2161,Vaughn Taylor,1.43,282.9,133,4.0,66.85,0.636,69.03,63.54,70.45,-0.205,0.269,0.032,82.0,2019
2162,Troy Merritt,1.37,293.3,128,4.0,68.85,0.085,66.43,58.77,70.95,-0.054,0.366,0.041,56.0,2019
2163,Harold Varner III,1.36,302.0,115,3.0,67.21,-0.202,59.97,60.33,70.716,0.26,0.093,0.076,74.0,2019
2164,Jhonattan Vegas,1.34,308.3,167,3.0,69.29,-0.156,58.93,57.54,70.765,0.753,0.219,-0.19,61.0,2019
2165,Chesson Hadley,1.27,297.6,227,3.0,64.64,0.23,59.75,59.66,71.453,-0.336,0.231,-0.252,60.0,2019
2166,Daniel Berger,1.26,301.0,13,1.0,65.15,-0.043,65.48,61.84,70.443,0.344,0.007,-0.029,59.0,2019
2167,Adam Long,1.23,292.0,76,2.0,65.28,-0.369,66.51,58.74,71.464,-0.036,0.138,-0.151,68.0,2019
2168,Sam Burns,1.18,307.2,171,3.0,64.74,0.369,57.17,59.6,70.995,0.277,-0.293,-0.304,68.0,2019
2169,Zach Johnson,1.16,287.5,179,1.0,62.59,-0.087,66.59,61.95,70.644,0.053,0.398,0.095,53.0,2019
2170,Danny Lee,1.13,301.4,105,3.0,66.74,-0.24,57.08,58.97,70.997,0.085,0.156,-0.139,72.0,2019
2171,Michael Thompson,1.12,288.4,112,4.0,65.73,0.339,69.12,62.79,70.662,-0.045,0.018,0.113,65.0,2019
2172,Andrew Landry,1.11,286.8,127,1.0,67.12,-0.153,71.72,60.27,71.265,0.185,0.2,-0.244,65.0,2019
2173,Nick Watney,1.11,301.7,270,3.0,68.61,0.012,59.29,59.49,70.908,0.01,0.071,0.04,69.0,2019
2174,Russell Henley,1.09,287.7,123,1.0,68.1,-0.299,69.33,62.69,70.874,0.137,0.334,-0.005,61.0,2019
2175,Patton Kizzire,1.06,294.9,289,1.0,63.96,0.642,60.71,57.92,71.292,-0.489,-0.132,-0.12,53.0,2019
2176,Wyndham Clark,1.05,311.8,176,3.0,65.95,0.64,56.37,61.23,70.595,0.084,-0.572,0.261,73.0,2019
2177,Pat Perez,1.04,286.1,165,3.0,65.32,0.535,65.28,61.76,71.059,-0.498,-0.085,0.335,41.0,2019
2178,Ryan Armour,1.03,277.9,184,1.0,67.57,0.19,73.81,63.87,70.888,-0.103,-0.002,0.106,75.0,2019
2179,Cameron Champ,1.02,317.9,74,3.0,69.3,-0.099,55.3,52.14,71.393,0.657,-0.335,-0.597,68.0,2019
2180,Bud Cauley,1.02,293.4,137,2.0,67.21,-0.052,63.26,64.05,70.574,-0.163,0.196,0.577,74.0,2019
2181,Denny McCarthy,1.02,290.8,180,2.0,65.98,0.926,65.84,64.31,70.546,0.061,-0.448,0.149,69.0,2019
2182,Brian Stuard,1.01,276.6,159,3.0,64.89,0.176,71.09,64.31,70.999,-0.239,0.266,0.19,77.0,2019
2183,Jason Dufner,1.01,290.1,272,2.0,70.76,-0.494,67.79,54.88,71.336,0.264,0.091,0.124,57.0,2019
2184,Brice Garnett,0.98,287.4,230,2.0,69.54,0.091,71.45,58.15,71.067,0.281,-0.253,-0.153,65.0,2019
2185,Kelly Kraft,0.98,290.2,342,3.0,62.41,0.054,61.65,56.57,71.529,-0.307,-0.189,-0.273,65.0,2019
2186,J.J. Spaun,0.95,290.4,398,2.0,68.36,-0.021,63.56,59.53,71.034,-0.046,0.094,0.003,64.0,2019
2187,Scott Stallings,0.95,297.0,211,2.0,66.74,-0.329,58.97,58.46,71.443,0.009,0.259,-0.017,68.0,2019
2188,Matt Jones,0.95,294.1,94,2.0,66.6,0.12,62.17,64.55,70.81,0.304,-0.148,0.352,66.0,2019
2189,Bronson Burgoon,0.93,296.1,293,2.0,67.98,-0.291,66.49,56.78,71.295,0.054,-0.033,-0.074,47.0,2019
2190,Austin Cook,0.93,291.0,371,2.0,65.71,-0.088,70.26,56.96,71.201,0.236,-0.095,-0.372,53.0,2019
2191,Peter Uihlein,0.9,297.5,366,2.0,66.03,0.345,50.55,58.7,71.512,-0.442,-0.168,0.085,58.0,2019
2192,Sepp Straka,0.9,304.4,154,1.0,69.06,0.056,63.91,54.61,70.987,0.378,0.309,-0.191,58.0,2019
2193,Talor Gooch,0.89,297.4,142,2.0,69.96,0.111,58.68,60.27,70.629,-0.24,0.604,-0.104,48.0,2019
2194,Brian Gay,0.88,274.9,276,2.0,64.36,0.335,70.19,61.65,71.356,-0.286,-0.392,0.065,72.0,2019
2195,Mackenzie Hughes,0.86,297.2,57,2.0,65.28,-0.014,57.98,61.05,70.907,-0.068,0.032,0.006,66.0,2019
2196,Sebastián Muñoz,0.86,298.8,75,3.0,68.26,0.076,59.8,58.21,70.907,-0.048,0.054,0.261,64.0,2019
2197,"Ted Potter, Jr.",0.84,281.4,351,1.0,66.35,-0.216,63.22,54.42,72.214,-0.253,-0.14,-0.335,60.0,2019
2198,Robert Streb,0.83,288.7,328,2.0,66.13,-0.237,60.93,60.36,71.629,-0.256,-0.053,0.122,60.0,2019
2199,Aaron Baddeley,0.82,286.3,315,3.0,63.33,0.654,57.74,65.84,70.783,-0.46,-0.34,0.46,42.0,2019
2200,Sam Ryder,0.81,293.9,225,2.0,67.98,0.427,63.62,62.89,70.912,0.038,0.158,-0.161,60.0,2019
2201,Roger Sloan,0.81,295.8,311,3.0,65.08,0.101,61.83,58.9,71.034,-0.072,0.096,-0.105,70.0,2019
2202,Chris Stroud,0.8,289.8,298,4.0,62.99,0.022,58.29,59.81,71.644,-0.557,-0.229,0.035,52.0,2019
2203,Adam Schenk,0.8,300.8,210,3.0,68.61,0.341,61.27,60.71,70.817,0.08,0.142,-0.075,82.0,2019
2204,Martin Trainer,0.8,303.8,516,1.0,60.47,-0.041,50.76,56.68,72.343,-0.075,-1.378,0.063,50.0,2019
2205,Peter Malnati,0.79,292.2,290,1.0,63.99,0.467,54.62,62.64,70.762,-0.41,0.225,0.097,76.0,2019
2206,Kramer Hickok,0.76,291.0,323,1.0,67.1,-0.604,69.25,60.31,71.243,0.336,-0.264,0.245,59.0,2019
2207,Carlos Ortiz,0.76,301.0,149,3.0,67.82,0.079,62.3,58.95,71.069,0.177,-0.072,-0.06,72.0,2019
2208,Martin Laird,0.74,298.9,340,4.0,69.86,0.019,63.09,61.06,70.866,0.1,0.075,0.029,73.0,2019
2209,Jonas Blixt,0.74,289.4,386,1.0,65.13,0.13,64.31,59.75,70.875,-0.003,-0.039,0.034,64.0,2019
2210,Patrick Rodgers,0.74,299.8,193,1.0,64.71,0.428,57.24,57.1,71.365,0.157,-0.383,0.029,45.0,2019
2211,Wes Roach,0.71,294.1,310,2.0,67.64,0.0,65.95,62.94,71.228,0.079,-0.11,0.197,49.0,2019
2212,K.H. Lee,0.7,286.2,215,2.0,67.66,-0.096,66.01,57.67,71.307,0.125,-0.011,-0.124,62.0,2019
2213,Nick Taylor,0.69,292.1,113,1.0,67.26,0.33,61.68,60.77,70.697,0.135,-0.051,0.038,86.0,2019
2214,Josh Teater,0.68,292.0,264,2.0,70.48,-0.017,63.5,59.27,70.983,0.081,0.361,-0.162,53.0,2019
2215,Richy Werenski,0.67,293.6,129,1.0,65.93,0.074,61.26,60.31,71.104,0.057,-0.163,-0.114,73.0,2019
2216,Jim Herman,0.66,288.3,93,1.0,66.2,-0.154,70.15,55.48,71.75,0.203,-0.11,-0.325,38.0,2019
2217,Anirban Lahiri,0.63,290.2,661,1.0,62.96,0.116,60.08,59.57,71.698,-0.431,-0.298,-0.139,59.0,2019
2218,Johnson Wagner,0.62,283.4,536,1.0,71.55,0.488,67.08,57.91,70.847,-0.2,-0.015,-0.268,47.0,2019
2219,Scott Brown,0.61,288.6,185,4.0,66.53,0.073,65.41,60.73,70.96,0.199,-0.083,-0.194,68.0,2019
2220,Shawn Stefani,0.61,295.9,452,2.0,69.96,-0.159,61.89,61.56,70.958,-0.303,0.421,0.133,62.0,2019
2221,Cameron Tringale,0.6,296.9,178,2.0,69.66,0.204,60.53,61.13,70.796,-0.108,0.327,0.123,51.0,2019
2222,Hudson Swafford,0.55,295.2,335,1.0,66.76,-0.031,57.66,55.13,71.35,-0.047,0.119,-0.239,47.0,2019
2223,Scott Langley,0.55,271.3,746,1.0,62.01,0.13,69.02,59.88,71.605,-0.593,-0.483,0.179,64.0,2019
2224,Roberto Castro,0.54,283.8,561,2.0,68.44,-0.079,67.5,62.35,71.127,-0.382,0.432,0.039,62.0,2019
2225,Seamus Power,0.54,295.9,380,2.0,62.19,0.057,56.26,61.02,72.026,-0.247,-0.676,0.147,62.0,2019
2226,Bill Haas,0.52,291.5,559,2.0,64.65,0.055,61.33,61.73,71.056,-0.083,-0.169,0.35,61.0,2019
2227,Joey Garber,0.51,293.9,532,2.0,66.37,-0.234,62.52,61.74,71.713,0.191,-0.501,-0.14,43.0,2019
2228,Ryan Blaum,0.51,289.2,733,1.0,64.97,0.194,62.5,60.54,71.302,-0.052,-0.292,0.006,72.0,2019
2229,Sam Saunders,0.49,299.9,694,1.0,64.79,-0.082,56.55,59.28,71.493,-0.136,0.1,-0.247,67.0,2019
2230,Hank Lebioda,0.48,294.0,309,1.0,69.21,-0.28,65.64,56.44,71.002,0.085,0.281,0.081,58.0,2019
2231,Anders Albertson,0.48,293.2,531,1.0,67.71,-0.307,60.11,62.37,71.772,-0.265,0.165,-0.113,52.0,2019
2232,Tom Hoge,0.48,290.4,146,1.0,65.8,-0.284,61.81,59.21,71.608,-0.179,0.381,-0.163,72.0,2019
2233,Chase Wright,0.47,299.1,755,2.0,67.95,0.379,62.62,57.79,71.233,0.013,-0.069,-0.313,57.0,2019
2234,Whee Kim,0.47,284.3,938,1.0,66.18,0.042,62.07,55.71,72.474,-1.035,-0.217,-0.08,47.0,2019
