,name,owgr_points_current_avg,driving_dist_avg,next_years_rank,top_tens,gir_pct,sg_p_avg,driving_acc_pct,scrambling_pct,adj_scoring_avg,sg_ott_avg,sg_apr_avg,sg_arg_avg,rounds,year
1815,Anirban Lahiri,2.0,297.0,112,3.0,63.43,-0.336,59.82,55.06,70.799,0.234,-0.143,0.059,59.0,2017
1816,William McGirt,1.98,285.2,204,3.0,67.2,-0.025,69.96,56.53,71.151,0.257,-0.193,-0.137,72.0,2017
1817,Patrick Cantlay,1.97,298.9,22,4.0,69.21,0.159,61.47,60.15,69.971,0.623,0.467,0.021,46.0,2017
1818,Sean O'Hair,1.88,297.5,141,5.0,66.4,0.107,60.61,57.28,70.801,0.252,0.118,-0.101,70.0,2017
1819,Byeong Hun An,1.87,300.3,46,3.0,64.04,-0.375,57.17,56.22,70.887,0.524,0.369,0.071,57.0,2017
1820,Hudson Swafford,1.78,305.1,208,4.0,68.21,-0.005,60.27,55.53,70.618,0.454,0.202,-0.337,76.0,2017
1821,Jamie Lovemark,1.73,304.9,122,4.0,66.09,-0.017,57.39,60.07,70.391,0.319,0.183,0.258,80.0,2017
1822,Scott Piercy,1.67,295.9,240,4.0,66.75,-0.526,59.68,49.88,71.235,0.19,0.311,-0.25,49.0,2017
1823,Bryson DeChambeau,1.63,299.4,7,2.0,65.48,-0.193,58.34,57.32,70.866,0.42,-0.02,-0.016,73.0,2017
1824,Shane Lowry,1.61,296.4,80,1.0,67.57,0.479,65.84,55.59,70.667,0.582,0.231,-0.277,38.0,2017
1825,Søren Kjeldsen,1.61,273.6,195,1.0,62.02,0.473,69.21,51.64,71.39,-0.424,-0.09,-0.142,34.0,2017
1826,Grayson Murray,1.59,308.2,180,2.0,63.95,-0.082,56.01,53.77,71.064,0.353,-0.032,-0.176,85.0,2017
1827,Martin Laird,1.59,296.9,161,5.0,65.86,0.253,65.66,60.98,70.45,0.235,0.139,0.203,72.0,2017
1828,Keegan Bradley,1.58,299.8,31,5.0,68.63,-0.216,66.78,59.03,70.437,0.625,0.139,0.004,91.0,2017
1829,Lucas Glover,1.57,298.6,135,4.0,69.94,-0.026,65.37,60.16,70.139,0.502,0.301,0.14,86.0,2017
1830,Sung Kang,1.55,296.4,152,3.0,66.07,0.154,59.65,56.98,70.496,0.255,0.251,-0.182,82.0,2017
1831,Danny Lee,1.54,291.1,129,4.0,66.1,0.247,62.72,55.43,70.86,0.037,0.304,-0.263,76.0,2017
1832,Graham DeLaet,1.5,301.1,284,6.0,68.57,0.291,63.68,56.51,70.376,0.486,0.427,-0.436,71.0,2017
1833,Chez Reavie,1.48,285.2,61,4.0,67.31,0.417,71.4,63.33,70.244,0.121,0.375,-0.073,83.0,2017
1834,Bud Cauley,1.47,295.9,184,5.0,67.36,-0.273,60.1,58.41,70.432,0.264,0.588,-0.05,82.0,2017
1835,Jason Kokrak,1.46,306.4,102,1.0,66.78,-0.405,59.32,53.87,70.961,0.607,0.077,-0.226,83.0,2017
1836,Ollie Schniederjans,1.43,300.7,126,5.0,66.03,-0.019,51.89,58.65,70.704,0.125,0.309,-0.032,81.0,2017
1837,David Lingmerth,1.42,290.6,255,1.0,63.11,0.484,63.67,59.44,70.755,-0.032,0.054,-0.031,69.0,2017
1838,Mackenzie Hughes,1.42,294.3,290,2.0,64.74,0.492,59.63,58.64,71.044,0.021,-0.404,0.063,96.0,2017
1839,Jim Herman,1.39,292.5,435,2.0,68.07,-0.127,69.02,56.15,70.931,0.422,0.143,-0.07,66.0,2017
1840,Daniel Summerhays,1.39,287.1,528,1.0,63.42,0.11,63.67,56.22,71.197,-0.05,-0.062,0.051,82.0,2017
1841,Luke Donald,1.38,278.5,399,1.0,61.92,0.704,56.5,59.88,70.831,-1.001,-0.078,0.422,43.0,2017
1842,Jim Furyk,1.34,271.4,230,1.0,66.12,0.187,72.07,60.45,71.071,-0.491,0.492,-0.036,44.0,2017
1843,Robert Streb,1.3,294.3,191,3.0,65.19,0.003,57.58,58.91,70.7,-0.159,-0.072,0.305,84.0,2017
1844,Scott Brown,1.3,289.0,215,2.0,64.35,0.276,63.89,59.08,70.932,0.143,-0.225,-0.262,78.0,2017
1845,Ryan Palmer,1.23,303.2,104,3.0,66.46,-1.159,57.76,56.88,71.116,0.533,0.555,-0.058,49.0,2017
1846,Harold Varner III,1.19,302.4,165,1.0,67.68,-0.402,59.61,56.94,70.966,0.262,0.33,-0.081,86.0,2017
1847,Kevin Streelman,1.19,294.0,148,2.0,66.67,-0.281,66.01,60.04,70.873,0.292,0.197,-0.038,78.0,2017
1848,Luke List,1.17,311.5,54,3.0,69.1,-0.426,55.63,56.33,70.428,0.6,0.443,0.074,86.0,2017
1849,Stewart Cink,1.16,296.7,73,3.0,68.76,0.286,55.13,57.93,70.213,-0.019,0.793,-0.05,81.0,2017
1850,Cameron Smith,1.14,292.6,32,4.0,63.14,0.084,56.26,58.64,70.909,-0.13,0.149,0.399,71.0,2017
1851,Chris Kirk,1.13,287.0,132,3.0,66.73,-0.074,63.93,54.73,71.255,-0.315,0.101,0.059,70.0,2017
1852,Patrick Rodgers,1.1,306.3,158,3.0,65.84,-0.066,52.9,53.63,71.432,-0.044,-0.529,-0.077,66.0,2017
1853,J.J. Spaun,1.09,291.5,138,3.0,67.12,-0.027,65.11,59.14,70.999,0.316,-0.122,-0.24,72.0,2017
1854,Harris English,1.09,301.9,282,2.0,63.96,0.374,51.42,59.43,70.848,-0.644,0.138,0.169,72.0,2017
1855,C.T. Pan,1.06,287.2,100,3.0,67.25,-0.013,64.2,60.55,71.109,0.052,-0.092,-0.034,76.0,2017
1856,Chris Stroud,1.06,286.8,214,3.0,66.2,-0.126,65.7,59.33,70.815,-0.094,0.173,0.06,48.0,2017
1857,Billy Hurley III,1.05,276.9,777,1.0,63.61,0.374,60.57,58.78,71.176,-0.812,0.432,0.117,69.0,2017
1858,Aaron Baddeley,1.04,292.6,274,2.0,62.57,0.044,52.25,59.9,71.483,-0.782,0.256,0.31,46.0,2017
1859,Morgan Hoffmann,1.01,293.9,355,1.0,63.57,0.078,60.39,60.14,71.107,0.165,-0.419,0.115,82.0,2017
1860,Kevin Tway,0.99,309.2,136,3.0,64.71,0.261,52.48,59.03,70.868,0.288,-0.168,0.053,74.0,2017
1861,Chad Campbell,0.97,285.6,238,3.0,69.07,-0.286,67.21,64.63,70.509,0.041,0.506,0.144,85.0,2017
1862,Kelly Kraft,0.96,291.9,156,3.0,63.15,-0.157,60.06,53.5,71.491,-0.205,0.159,-0.479,65.0,2017
1863,Dominic Bozzelli,0.95,294.4,412,3.0,61.97,-0.033,56.57,57.75,71.49,0.051,-0.342,-0.125,55.0,2017
1864,Richy Werenski,0.95,291.2,196,3.0,67.42,0.0,65.92,60.6,71.171,0.203,-0.123,-0.303,61.0,2017
1865,Robert Garrigus,0.94,300.7,298,3.0,69.52,-0.456,59.52,54.94,70.712,0.422,0.477,-0.19,60.0,2017
1866,Smylie Kaufman,0.91,304.8,538,1.0,65.26,-0.137,54.79,55.18,71.432,0.091,-0.059,-0.073,63.0,2017
1867,Whee Kim,0.91,290.0,113,2.0,62.58,0.443,55.37,62.27,70.964,-0.665,-0.148,0.163,62.0,2017
1868,Ben Martin,0.87,291.7,316,2.0,66.6,-0.044,63.67,58.53,70.954,0.138,0.297,-0.227,70.0,2017
1869,Rod Pampling,0.86,287.8,667,1.0,64.01,-0.518,60.83,52.83,71.861,-0.11,-0.231,0.183,66.0,2017
1870,Nick Taylor,0.85,291.6,277,4.0,66.14,-0.191,61.66,61.83,70.817,0.168,0.053,0.121,83.0,2017
1871,Ryo Ishikawa,0.82,288.8,266,1.0,63.29,-0.204,51.92,57.84,71.99,-0.58,-0.328,-0.021,43.0,2017
1872,Seung-Yul Noh,0.81,298.5,507,3.0,65.58,0.244,53.09,59.18,70.955,-0.541,0.044,0.439,75.0,2017
1873,David Hearn,0.8,281.0,432,2.0,64.71,-0.052,66.75,61.85,71.107,-0.175,0.016,0.115,71.0,2017
1874,D.A. Points,0.8,278.1,378,1.0,66.83,-0.478,65.83,55.67,71.315,-0.436,0.421,0.087,58.0,2017
1875,Martin Flores,0.8,300.6,474,2.0,70.64,0.242,52.79,57.01,70.885,-0.024,0.047,-0.28,67.0,2017
1876,Brian Gay,0.79,278.7,111,3.0,63.53,0.451,65.47,62.3,70.585,-0.417,-0.006,0.254,69.0,2017
1877,Scott Stallings,0.79,297.6,159,3.0,67.89,-0.32,57.04,55.51,70.811,0.049,0.375,-0.084,68.0,2017
1878,Brandon Hagy,0.75,312.7,350,1.0,64.5,0.109,52.46,60.16,70.875,0.459,-0.393,0.118,69.0,2017
1879,Geoff Ogilvy,0.74,286.5,656,1.0,65.51,0.043,62.59,60.85,71.056,-0.064,-0.327,0.196,67.0,2017
1880,Alex Cejka,0.73,282.1,272,1.0,66.45,-0.359,67.19,61.08,71.461,-0.02,-0.2,0.127,62.0,2017
1881,Chad Collins,0.71,281.4,561,2.0,60.93,0.079,59.31,63.07,71.77,-0.573,-0.254,0.294,54.0,2017
1882,Cody Gribble,0.7,297.2,567,2.0,62.7,0.461,54.77,54.74,71.581,-0.338,-0.586,-0.061,70.0,2017
1883,Jonathan Randolph,0.69,287.7,476,1.0,62.87,-0.076,64.25,56.77,71.642,0.03,-0.221,-0.149,51.0,2017
1884,Michael Kim,0.69,289.6,224,1.0,65.68,0.229,59.71,58.81,70.707,-0.247,0.158,0.106,84.0,2017
1885,Blayne Barber,0.69,291.2,500,1.0,67.61,0.402,61.62,55.8,71.163,0.041,-0.123,-0.306,67.0,2017
1886,Patton Kizzire,0.68,293.0,90,3.0,63.52,-0.103,52.54,54.31,71.598,-0.744,0.29,-0.021,72.0,2017
1887,Rick Lamb,0.68,298.0,764,1.0,66.89,-0.254,64.81,54.03,71.978,0.686,-0.578,-0.678,38.0,2017
1888,Seamus Power,0.68,298.1,318,1.0,65.63,0.174,53.27,63.43,70.543,-0.067,0.202,0.229,68.0,2017
1889,Trey Mullinax,0.67,309.6,201,1.0,67.01,-0.057,54.59,56.26,71.027,0.427,-0.195,-0.169,70.0,2017
1890,Derek Fathauer,0.66,286.5,376,2.0,62.81,0.094,55.49,53.78,71.568,-0.456,-0.136,-0.149,64.0,2017
1891,J.T. Poston,0.66,295.5,300,1.0,65.52,-0.117,59.44,59.07,70.982,0.156,0.053,-0.062,73.0,2017
1892,Johnson Wagner,0.65,288.1,391,2.0,66.93,0.12,63.18,55.73,71.429,-0.081,-0.088,-0.287,57.0,2017
1893,Michael Thompson,0.64,284.8,306,1.0,63.69,0.84,61.72,58.74,71.207,-0.431,-0.373,-0.208,44.0,2017
1894,Sam Saunders,0.64,293.6,190,2.0,65.24,0.138,64.69,58.45,70.921,0.348,-0.136,-0.28,61.0,2017
1895,Ryan Armour,0.62,278.8,106,1.0,69.96,-0.029,72.73,58.31,70.965,0.02,0.121,-0.005,49.0,2017
1896,John Huh,0.62,287.1,262,2.0,65.78,0.124,64.09,63.65,70.851,-0.049,-0.02,0.043,76.0,2017
1897,Cameron Tringale,0.61,280.9,461,3.0,64.39,0.125,58.15,58.83,71.343,-0.75,0.089,0.396,65.0,2017
1898,Retief Goosen,0.61,291.8,360,1.0,63.89,-0.425,57.79,60.2,71.425,-0.001,0.009,0.027,41.0,2017
1899,Ryan Blaum,0.6,284.1,269,2.0,65.28,0.334,60.94,60.0,70.866,-0.198,-0.032,-0.057,82.0,2017
1900,Sebastián Muñoz,0.59,296.0,248,1.0,63.15,0.358,54.45,56.92,71.263,0.031,-0.077,-0.143,39.0,2017
1901,Tyrone Van Aswegen,0.59,287.2,398,1.0,66.38,-0.32,59.79,58.94,71.181,-0.067,0.084,0.085,80.0,2017
1902,Troy Merritt,0.58,290.2,181,1.0,64.84,-0.017,60.98,58.21,71.398,-0.118,-0.018,-0.009,70.0,2017
1903,Nick Watney,0.57,300.9,119,1.0,66.43,-0.113,55.67,58.99,70.685,-0.063,0.585,-0.238,64.0,2017
1904,Rory Sabbatini,0.57,291.6,164,1.0,67.35,-0.357,64.91,58.38,70.883,0.308,0.146,0.028,53.0,2017
1905,Zac Blair,0.56,272.7,621,1.0,64.7,0.035,69.7,65.5,71.007,-0.155,-0.141,0.218,81.0,2017
1906,Andres Gonzales,0.56,299.2,845,1.0,67.71,0.023,55.75,61.85,71.112,-0.104,-0.089,0.19,57.0,2017
1907,Jonas Blixt,0.56,288.8,339,1.0,61.51,0.536,60.1,58.56,71.283,-0.3,-0.614,0.037,59.0,2017
1908,Cameron Percy,0.55,292.5,495,1.0,69.91,-0.205,60.18,60.23,71.03,-0.019,0.266,-0.123,55.0,2017
1909,Camilo Villegas,0.52,288.7,629,2.0,61.88,0.4,54.37,62.35,70.881,-0.524,0.107,0.235,62.0,2017
1910,Boo Weekley,0.52,289.9,846,1.0,68.65,-0.954,71.67,56.31,71.476,0.634,0.425,-0.429,61.0,2017
1911,Ben Crane,0.51,278.5,342,1.0,65.68,-0.155,67.97,59.02,71.091,-0.15,-0.024,0.105,69.0,2017
1912,Spencer Levin,0.5,279.0,967,1.0,65.56,0.03,67.82,61.1,71.516,-0.161,-0.195,-0.073,67.0,2017
1913,J.J. Henry,0.42,294.1,490,2.0,69.44,-0.43,62.58,56.66,71.164,0.208,0.05,0.0,75.0,2017
1914,Tom Hoge,0.39,285.1,216,2.0,66.06,0.019,55.99,60.14,71.326,-0.352,0.235,-0.176,39.0,2017
1915,Julián Etulain,0.38,293.5,338,1.0,66.75,0.078,63.34,58.62,71.338,-0.035,-0.292,-0.058,51.0,2017
1916,Tag Ridings,0.37,301.6,789,1.0,65.91,0.203,58.18,57.73,71.176,0.295,-0.356,-0.111,50.0,2017
1917,Steve Wheatcroft,0.37,280.5,693,1.0,60.99,0.479,68.24,63.64,71.577,0.259,-0.953,0.054,40.0,2017
1918,Shawn Stefani,0.35,294.0,341,1.0,67.48,-0.057,60.53,59.55,70.983,0.01,-0.119,0.122,60.0,2017
1919,Mark Anderson,0.34,283.8,641,1.0,65.6,-0.016,59.97,61.18,71.5,-0.149,-0.241,0.082,42.0,2017
1920,Phil Mickelson,7.61,299.1,11,6.0,65.13,-0.149,52.66,61.84,69.966,0.185,0.738,0.228,57.0,2010
1921,Steve Stricker,6.94,282.9,4,9.0,68.29,0.435,68.5,63.75,69.66,0.191,0.773,0.419,56.0,2010
1922,Jim Furyk,6.87,276.0,30,7.0,67.12,0.405,71.01,63.47,69.828,0.15,0.641,0.367,60.0,2010
1923,Paul Casey,6.16,294.2,22,7.0,68.68,0.824,61.31,60.86,69.72,0.215,0.483,-0.111,44.0,2010
1924,Luke Donald,5.9,277.0,1,7.0,65.28,0.874,62.36,65.41,69.85,-0.506,0.661,0.464,53.0,2010
1925,Rory McIlroy,5.53,300.0,3,5.0,66.24,-0.23,62.64,60.13,70.351,0.698,0.271,-0.025,40.0,2010
1926,Matt Kuchar,5.22,286.9,9,11.0,69.36,0.633,67.89,64.69,69.606,0.158,0.336,0.334,75.0,2010
1927,Ernie Els,5.14,288.4,45,7.0,67.86,0.33,60.16,61.23,69.843,0.215,0.735,0.043,55.0,2010
1928,Dustin Johnson,4.97,308.5,5,7.0,67.95,0.11,56.35,55.81,70.135,0.76,0.288,-0.179,63.0,2010
1929,Ian Poulter,4.57,286.8,25,2.0,62.47,0.207,62.72,59.82,71.211,-0.109,-0.655,0.221,34.0,2010
1930,Hunter Mahan,4.33,291.8,18,3.0,68.65,0.069,67.94,58.65,70.476,0.642,0.069,-0.115,67.0,2010
1931,Retief Goosen,4.28,291.4,44,10.0,65.96,0.682,64.79,63.91,69.718,0.337,0.185,0.395,53.0,2010
1932,Zach Johnson,3.99,279.7,40,3.0,66.54,0.582,71.24,57.66,70.527,0.118,0.221,-0.129,75.0,2010
1933,Adam Scott,3.97,294.4,8,4.0,69.61,-0.748,62.93,54.03,70.468,0.472,1.164,-0.027,52.0,2010
1934,Padraig Harrington,3.96,292.1,79,5.0,61.9,0.264,56.7,61.2,70.174,-0.104,0.524,0.379,44.0,2010
1935,Robert Allenby,3.85,289.1,63,5.0,68.17,0.142,64.75,56.37,70.131,0.403,0.642,-0.031,61.0,2010
1936,Rickie Fowler,3.72,292.7,24,7.0,69.9,0.128,64.19,59.51,70.429,0.408,0.395,-0.138,83.0,2010
1937,Bubba Watson,3.65,309.8,16,4.0,68.54,-0.075,55.67,55.5,70.229,0.798,0.14,-0.168,67.0,2010
1938,Justin Rose,3.6,287.8,17,4.0,66.31,0.243,65.17,63.85,69.885,0.338,0.168,0.447,70.0,2010
1939,Nick Watney,3.48,296.5,12,8.0,69.63,0.109,62.63,55.51,70.291,0.593,0.517,-0.304,69.0,2010
1940,Camilo Villegas,3.4,289.6,76,7.0,66.05,-0.396,61.66,57.5,70.425,0.21,0.755,0.122,56.0,2010
1941,Tim Clark,3.33,272.2,66,7.0,66.73,0.268,73.72,62.67,70.246,-0.025,0.591,-0.003,68.0,2010
1942,Jason Day,3.3,298.2,7,5.0,67.68,-0.014,57.78,60.38,70.274,0.254,0.054,0.444,71.0,2010
1943,Ben Crane,3.28,282.3,50,5.0,68.22,0.268,71.13,59.06,70.234,0.169,0.379,0.046,66.0,2010
1944,Sean O'Hair,3.21,289.3,72,3.0,68.22,-0.082,63.98,61.83,70.603,0.431,0.198,0.068,65.0,2010
1945,Y.E. Yang,3.18,288.6,37,2.0,65.95,0.185,64.31,56.18,71.033,0.316,-0.252,-0.083,58.0,2010
1946,Geoff Ogilvy,3.1,287.0,38,2.0,67.69,0.371,57.94,56.16,70.764,-0.165,0.488,0.041,50.0,2010
1947,Ryan Moore,3.0,289.7,52,6.0,66.67,0.302,67.99,60.76,70.623,0.45,0.026,-0.091,61.0,2010
1948,Bo Van Pelt,2.97,292.0,39,8.0,69.23,0.101,65.23,62.33,69.955,0.724,0.26,0.107,87.0,2010
1949,Stewart Cink,2.91,292.4,114,3.0,68.61,0.199,63.98,57.08,70.431,0.431,0.309,-0.111,65.0,2010
1950,K.J. Choi,2.88,283.1,13,4.0,68.52,0.057,65.99,62.67,70.099,0.151,0.507,0.269,61.0,2010
1951,Martin Laird,2.76,296.5,36,4.0,67.83,-0.303,60.27,57.31,71.158,0.354,0.143,-0.049,79.0,2010
1952,Jeff Overton,2.69,297.3,78,6.0,66.86,0.408,55.44,56.8,70.497,0.232,0.064,-0.074,71.0,2010
1953,Charley Hoffman,2.69,298.2,69,5.0,66.53,0.106,61.59,60.6,70.254,0.638,0.317,-0.065,77.0,2010
1954,Lucas Glover,2.67,295.7,61,3.0,67.42,-0.119,62.84,54.15,70.949,0.285,0.138,-0.006,59.0,2010
1955,Ángel Cabrera,2.64,304.5,109,2.0,65.78,-0.151,54.49,55.15,70.919,0.598,-0.027,-0.17,51.0,2010
1956,Heath Slocum,2.51,278.9,127,5.0,69.59,-0.257,72.42,62.87,70.673,0.156,0.546,0.134,73.0,2010
1957,Ryan Palmer,2.39,295.8,64,5.0,65.48,0.433,57.23,55.56,70.824,0.175,0.01,-0.324,71.0,2010
1958,Bill Haas,2.36,293.3,20,4.0,69.92,-0.066,64.17,57.96,70.308,0.464,0.515,0.005,75.0,2010
1959,Kevin Na,2.28,278.6,62,4.0,65.89,0.492,66.46,64.45,70.314,-0.247,0.333,0.276,76.0,2010
1960,Kenny Perry,2.22,290.6,395,1.0,69.04,-0.244,67.99,61.74,70.841,0.605,0.151,-0.111,56.0,2010
1961,Scott Verplank,2.17,278.6,74,3.0,63.85,0.038,68.16,59.37,70.838,-0.12,0.456,-0.013,56.0,2010
1962,J.B. Holmes,2.12,307.2,84,3.0,65.5,0.068,54.45,62.48,70.089,0.729,0.026,0.113,88.0,2010
1963,David Toms,2.02,281.3,19,2.0,67.58,0.26,71.88,61.29,70.337,0.254,0.122,0.058,70.0,2010
1964,Stuart Appleby,1.98,289.0,151,3.0,61.84,-0.059,59.75,58.82,70.954,-0.236,0.077,0.348,88.0,2010
1965,Brian Davis,1.97,278.9,91,2.0,63.09,-0.248,68.35,61.85,71.376,-0.007,0.089,-0.015,89.0,2010
1966,Sergio Garcia,1.97,292.7,31,1.0,66.13,-0.356,63.75,54.57,71.076,0.272,0.199,-0.046,36.0,2010
1967,Ricky Barnes,1.94,285.5,124,6.0,68.23,0.024,58.37,59.59,70.47,-0.244,0.675,0.149,83.0,2010
1968,Michael Sim,1.91,283.3,375,3.0,65.34,0.517,63.35,61.58,70.896,-0.351,-0.237,0.306,53.0,2010
1969,Bryce Molder,1.84,278.0,103,6.0,65.28,0.474,63.16,62.4,70.403,-0.406,0.235,0.205,73.0,2010
1970,Brandt Snedeker,1.77,277.1,27,5.0,62.36,0.463,64.27,61.19,70.258,-0.287,0.088,0.308,75.0,2010
1971,Jason Dufner,1.76,281.9,35,2.0,66.67,-0.6,69.24,58.24,71.018,0.435,0.176,-0.006,69.0,2010
1972,Vijay Singh,1.75,292.3,58,2.0,68.62,-0.74,63.28,56.46,70.343,0.369,0.979,0.145,57.0,2010
1973,Rory Sabbatini,1.66,289.1,65,3.0,66.74,-0.198,60.28,56.48,71.366,0.3,-0.218,0.276,67.0,2010
1974,John Senden,1.65,290.2,60,2.0,72.49,-0.141,67.22,57.65,70.618,0.372,0.455,-0.078,87.0,2010
1975,Brian Gay,1.65,266.4,175,2.0,63.44,0.729,74.0,66.51,70.756,-0.597,0.159,0.228,82.0,2010
1976,Steve Marino,1.57,290.6,85,3.0,67.49,0.26,61.96,56.33,70.875,0.27,-0.016,0.053,63.0,2010
1977,Vaughn Taylor,1.55,284.4,255,6.0,68.33,-0.059,68.26,57.46,70.794,0.074,0.333,0.039,79.0,2010
1978,Marc Leishman,1.54,295.0,163,2.0,66.67,-0.145,58.37,56.9,70.769,0.074,0.417,0.072,72.0,2010
1979,Brendon de Jonge,1.53,286.9,116,7.0,70.07,0.005,65.51,55.52,70.344,0.16,0.721,-0.125,91.0,2010
1980,Davis Love III,1.5,297.7,107,3.0,70.25,-0.507,64.2,54.37,70.888,0.297,0.364,0.019,66.0,2010
1981,Stephen Ames,1.49,282.0,273,1.0,67.79,0.367,66.47,59.67,70.639,0.011,0.054,0.12,69.0,2010
1982,Justin Leonard,1.49,277.8,183,1.0,65.09,0.183,69.46,57.32,70.419,-0.184,0.299,0.242,72.0,2010
1983,Carl Pettersson,1.49,282.1,100,4.0,63.8,0.817,62.82,62.06,70.552,-0.18,-0.152,0.069,83.0,2010
1984,Tom Gillis,1.44,288.7,187,3.0,65.98,0.355,68.54,60.27,70.514,0.348,-0.297,0.21,90.0,2010
1985,Jonathan Byrd,1.42,290.9,54,4.0,70.0,0.033,61.54,61.66,70.437,0.091,0.046,0.354,82.0,2010
1986,Freddie Jacobson,1.42,283.1,56,3.0,67.8,0.243,62.16,63.2,70.367,-0.064,0.302,0.241,77.0,2010
1987,Charlie Wi,1.37,281.2,134,4.0,66.55,0.559,64.19,65.56,70.284,-0.286,0.28,0.127,89.0,2010
1988,Jason Bohn,1.35,279.8,270,2.0,67.79,0.127,66.89,57.49,70.856,0.082,0.324,-0.103,74.0,2010
1989,Jerry Kelly,1.33,279.0,119,1.0,67.49,-0.449,70.5,57.91,70.954,0.051,0.246,0.361,82.0,2010
1990,Kevin Streelman,1.32,290.3,112,5.0,66.67,0.044,65.64,56.59,70.727,0.478,-0.236,-0.155,80.0,2010
1991,D.J. Trahan,1.3,301.1,191,7.0,71.26,-0.469,61.4,54.83,70.661,0.692,0.45,-0.179,82.0,2010
1992,Chad Campbell,1.27,285.1,144,2.0,69.06,-0.105,69.01,59.46,70.629,0.102,0.606,0.042,81.0,2010
1993,John Rollins,1.25,295.5,152,2.0,68.18,-0.213,64.58,59.27,70.728,0.56,-0.074,0.224,75.0,2010
1994,Charles Howell III,1.24,294.3,71,6.0,68.57,0.454,54.58,64.46,70.292,-0.041,0.046,0.324,90.0,2010
1995,Mike Weir,1.23,273.9,726,1.0,57.89,-0.02,53.83,58.8,71.571,-1.246,0.466,0.559,40.0,2010
1996,Robert Garrigus,1.21,315.5,94,3.0,67.61,-0.179,55.73,51.98,71.264,0.73,0.025,-0.845,61.0,2010
1997,Paul Goydos,1.2,273.6,141,3.0,65.95,-0.156,70.58,55.02,71.532,-0.257,0.244,-0.162,66.0,2010
1998,Ben Curtis,1.16,275.5,266,1.0,68.02,0.23,70.07,59.69,70.871,-0.159,0.054,0.11,66.0,2010
1999,Greg Chalmers,1.14,275.5,203,2.0,66.01,0.778,59.8,64.32,70.732,-0.555,0.06,0.07,87.0,2010
2000,Andres Romero,1.11,296.0,110,2.0,65.07,0.254,55.05,60.78,70.986,0.167,-0.101,-0.184,72.0,2010
2001,Tim Petrovic,1.1,278.7,338,2.0,66.35,-0.006,67.37,60.38,70.992,0.029,0.031,0.195,94.0,2010
2002,Matt Jones,1.09,293.3,224,5.0,65.29,0.515,57.07,60.61,70.605,-0.122,-0.219,0.321,80.0,2010
2003,Jeev Milkha Singh,1.08,287.3,216,1.0,65.28,-0.047,60.94,63.69,70.631,-0.092,-0.139,0.396,52.0,2010
2004,Alex Cejka,1.07,277.4,275,4.0,66.6,-0.468,70.31,56.42,71.219,-0.146,0.464,0.077,68.0,2010
2005,Shaun Micheel,1.06,283.2,413,3.0,64.61,0.237,62.67,61.27,70.499,-0.136,0.182,0.205,53.0,2010
2006,Pat Perez,1.02,287.1,161,3.0,68.95,0.379,65.23,62.23,70.593,-0.005,-0.001,0.199,83.0,2010
2007,Richard Johnson,1.01,277.3,362,2.0,68.5,0.193,70.92,59.35,71.156,-0.388,0.006,-0.104,73.0,2010
2008,Blake Adams,1.0,291.3,185,2.0,66.73,0.198,66.84,57.43,71.077,0.292,-0.726,0.002,75.0,2010
2009,Ryuji Imada,0.97,278.7,196,4.0,64.51,0.551,63.11,63.13,70.753,-0.298,-0.207,0.24,84.0,2010
2010,Steve Elkington,0.96,289.2,334,3.0,68.71,0.331,68.01,64.23,70.318,0.368,-0.191,0.049,59.0,2010
2011,Graham DeLaet,0.96,305.7,493,3.0,71.27,-0.356,64.74,61.56,70.645,0.678,0.111,-0.038,76.0,2010
2012,Derek Lamely,0.96,294.0,532,1.0,61.93,0.019,54.84,57.0,71.666,-0.199,-0.332,-0.081,64.0,2010
2013,John Mallinger,0.95,280.4,207,1.0,67.11,0.053,69.34,58.67,71.27,-0.131,-0.323,0.226,65.0,2010
2014,Chad Collins,0.94,275.8,550,3.0,63.29,0.626,60.27,64.37,70.599,-0.66,-0.116,0.293,75.0,2010
2015,D.A. Points,0.94,283.0,104,3.0,67.9,-0.103,64.52,58.65,70.958,0.045,0.191,0.066,79.0,2010
2016,Chris Couch,0.92,292.4,188,2.0,66.5,0.305,65.87,56.28,70.948,0.444,-0.242,-0.199,59.0,2010
2017,David Duval,0.9,286.9,416,2.0,66.1,0.119,57.08,52.26,71.688,-0.354,0.202,-0.245,56.0,2010
2018,Mark Wilson,0.89,280.6,57,2.0,70.28,0.143,68.85,62.16,71.098,-0.196,-0.292,0.354,79.0,2010
2019,Kevin Sutherland,0.88,287.9,426,1.0,71.96,-0.09,66.89,62.44,70.604,0.201,0.054,0.303,78.0,2010
2020,Webb Simpson,0.88,285.4,10,2.0,66.16,0.369,60.47,59.46,70.683,-0.308,-0.046,0.153,92.0,2010
2021,Josh Teater,0.86,293.1,271,2.0,68.8,-0.315,63.69,56.83,71.116,0.428,-0.142,-0.08,92.0,2010
2022,J.J. Henry,0.86,292.8,197,2.0,68.72,0.22,65.07,59.62,70.772,0.383,-0.19,-0.052,79.0,2010
2023,J.P. Hayes,0.85,281.0,490,3.0,66.0,0.021,64.91,55.77,70.981,0.039,-0.4,0.304,68.0,2010
2024,George McNeill,0.85,293.4,148,1.0,66.03,0.324,54.34,55.49,71.207,-0.488,0.175,0.018,70.0,2010
