RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
T71,T73,George McNeill,79,62.22,685,1101
T71,T73,Michael Thompson,74,62.22,644,1035
73,T66,Sergio Garcia,61,62.19,505,812
74,75,Jim Herman,62,62.18,503,809
75,77,Graham DeLaet,80,62.07,684,1102
76,78,Brian Gay,81,61.99,685,1105
77,79,Richard Lee,80,61.86,673,1088
78,83,Jonathan Byrd,76,61.58,617,1002
79,T80,Hideki Matsuyama,82,61.52,689,1120
80,82,Adam Scott,68,61.51,588,956
81,84,Robert Allenby,83,61.47,694,1129
82,85,Woody Austin,63,61.45,507,825
T83,T86,Kevin Kisner,85,61.43,728,1185
T83,T86,Troy Merritt,62,61.43,532,866
85,88,Will Wilcox,51,61.4,420,684
86,89,Sangmoon Bae,76,61.39,652,1062
87,90,Ian Poulter,57,61.35,481,784
88,76,Martin Kaymer,65,61.27,549,896
T89,T91,Martin Laird,66,61.26,533,870
T89,T91,Kyle Stanley,87,61.26,710,1159
T91,T93,Josh Teater,90,61.22,750,1225
T91,T93,Lee Westwood,57,61.22,480,784
93,95,Jhonattan Vegas,77,61.16,641,1048
T94,T96,Michael Putnam,106,61.08,868,1421
T94,T96,Scott Langley,95,61.08,791,1295
96,98,Wes Roach,67,61.05,536,878
97,99,Brian Harman,111,60.96,943,1547
98,100,Louis Oosthuizen,50,60.9,391,642
99,101,James Hahn,82,60.83,677,1113
100,103,Vijay Singh,83,60.66,703,1159
101,104,Paul Casey,56,60.49,473,782
102,102,Bubba Watson,76,60.47,618,1022
103,105,Stuart Appleby,92,60.42,757,1253
104,107,Brad Fritsch,50,60.24,403,669
105,111,Pat Perez,84,60.05,702,1169
T106,T113,Camilo Villegas,95,59.95,795,1326
T106,T113,Harris English,95,59.95,771,1286
T108,108,Rickie Fowler,91,59.93,712,1188
T108,112,Rory McIlroy,66,59.93,537,896
T108,115,Gonzalo Fernandez-Castaño,83,59.93,688,1148
111,109,Justin Rose,70,59.92,568,948
112,116,David Lingmerth,80,59.83,633,1058
113,117,John Rollins,84,59.8,668,1117
114,118,Bronson La'Cassie,51,59.76,392,656
115,119,Chad Collins,78,59.67,614,1029
116,120,Robert Streb,75,59.62,592,993
T117,T121,Tim Wilkinson,86,59.51,682,1146
T117,T121,Brendan Steele,89,59.51,707,1188
T119,123,Bryce Molder,77,59.49,605,1017
T119,110,Gary Woodland,93,59.49,765,1286
T121,T124,Stewart Cink,91,59.45,755,1270
T121,T124,Charl Schwartzel,64,59.45,516,868
123,126,Freddie Jacobson,91,59.35,752,1267
124,129,Davis Love III,74,59.04,591,1001
125,130,Charlie Beljan,76,59.02,592,1003
126,131,Luke Guthrie,85,58.99,699,1185
127,132,Kevin Tway,64,58.95,494,838
128,133,Brice Garnett,92,58.91,724,1229
T129,134,Carl Pettersson,91,58.79,746,1269
T129,127,Jordan Spieth,102,58.79,806,1371
131,106,Jason Day,54,58.72,394,671
132,135,Charley Hoffman,93,58.69,760,1295
133,136,Ryan Palmer,85,58.55,695,1187
T134,128,Geoff Ogilvy,84,58.51,653,1116
T134,137,Greg Chalmers,85,58.51,660,1128
T136,T138,Trevor Immelman,84,58.5,654,1118
T136,T138,Matt Jones,83,58.5,678,1159
138,140,Erik Compton,88,58.48,717,1226
139,141,Ángel Cabrera,69,58.4,563,964
140,142,Phil Mickelson,71,58.01,576,993
141,143,Marc Leishman,81,57.97,647,1116
142,144,Tommy Gainey,73,57.92,556,960
143,145,Charlie Wi,72,57.74,563,975
144,146,Bud Cauley,56,57.54,450,782
145,148,Jeff Overton,80,57.36,608,1060
T146,T149,Dustin Johnson,58,57.18,458,801
T146,T149,Robert Garrigus,80,57.18,637,1114
148,151,Chesson Hadley,84,57.01,667,1170
149,152,Johnson Wagner,69,56.95,516,906
150,153,Brooks Koepka,56,56.91,445,782
151,154,Matt Every,85,56.72,671,1183
152,155,Martin Flores,85,56.71,672,1185
153,156,Jim Renner,61,56.5,465,823
154,157,Jonas Blixt,64,56.16,488,869
155,159,Scott Stallings,77,56.04,594,1060
156,160,Retief Goosen,94,55.9,701,1254
157,161,Jason Kokrak,65,55.64,503,904
158,158,Patrick Reed,92,55.59,701,1261
159,162,Rory Sabbatini,82,55.48,602,1085
160,163,Steven Bowditch,93,55.13,715,1297
161,164,Seung-Yul Noh,92,55.02,707,1285
162,165,Ricky Barnes,92,54.85,673,1227
163,166,Andres Romero,81,54.79,589,1075
164,167,J.B. Holmes,86,54.71,656,1199
165,168,Morgan Hoffmann,103,54.09,747,1381
166,169,Jamie Lovemark,64,53.94,452,838
167,170,Sean O'Hair,77,53.73,576,1072
168,171,Tyrone Van Aswegen,79,53.54,583,1089
T169,T172,Ryo Ishikawa,75,53.26,556,1044
T169,T172,Ernie Els,85,53.26,588,1104
171,174,Troy Matteson,62,53.09,430,810
172,175,Charles Howell III,106,52.77,780,1478
173,176,Mike Weir,69,52.76,478,906
174,177,James Driscoll,71,52.68,520,987
175,178,Aaron Baddeley,74,52.29,525,1004
176,179,Jimmy Walker,98,51.67,696,1347
177,180,Andrew Loupe,65,50.0,426,852
