RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:PUTTING,MEASURED ROUNDS
T98,T99,Jeff Overton,80,0.017,1.129,66
100,101,Ángel Cabrera,69,0.007,0.439,61
101,102,Kevin Streelman,79,0.006,0.333,60
T102,T104,Camilo Villegas,95,0.0,-0.021,84
T102,T104,Wes Roach,67,0.0,-0.015,50
104,106,Marc Leishman,81,-0.017,-1.14,69
105,107,Andrew Svoboda,77,-0.026,-1.704,66
106,108,Harris English,95,-0.028,-2.092,74
107,109,Brendon de Jonge,109,-0.032,-2.961,92
108,113,Justin Rose,70,-0.04,-2.062,52
T109,111,Brad Fritsch,50,-0.05,-1.947,39
T109,110,Bubba Watson,76,-0.05,-2.812,56
111,112,Bo Van Pelt,83,-0.053,-3.574,67
112,115,Y.E. Yang,79,-0.073,-4.43,61
T113,T116,J.B. Holmes,86,-0.075,-5.753,77
T113,T116,Nick Watney,80,-0.075,-4.191,56
115,118,Heath Slocum,71,-0.078,-4.862,62
116,119,David Lingmerth,80,-0.087,-5.82,67
117,120,Bronson La'Cassie,51,-0.088,-3.17,36
118,121,Graham DeLaet,80,-0.093,-5.982,64
119,122,Spencer Levin,59,-0.094,-4.683,50
120,114,Martin Kaymer,65,-0.111,-5.332,48
121,123,Russell Knox,92,-0.116,-9.627,83
122,124,Gonzalo Fernandez-Castaño,83,-0.12,-8.265,69
123,125,Seung-Yul Noh,92,-0.121,-9.089,75
124,126,Stewart Cink,91,-0.131,-9.399,72
125,127,Woody Austin,63,-0.137,-7.81,57
126,128,Carl Pettersson,91,-0.138,-11.737,85
127,129,Martin Flores,85,-0.144,-9.76,68
128,130,Shawn Stefani,60,-0.146,-8.331,57
129,131,Gary Woodland,93,-0.149,-10.847,73
130,132,Martin Laird,66,-0.154,-8.49,55
131,133,Briny Baird,50,-0.156,-7.024,45
132,134,Kevin Tway,64,-0.157,-7.357,47
133,135,John Huh,87,-0.159,-11.142,70
134,136,Robert Allenby,83,-0.163,-11.431,70
135,137,Henrik Stenson,56,-0.17,-6.447,38
136,138,Ernie Els,85,-0.171,-10.756,63
137,139,J.J. Henry,91,-0.187,-14.566,78
138,140,Hudson Swafford,75,-0.2,-11.617,58
139,142,Will Wilcox,51,-0.204,-8.141,40
140,143,"Ted Potter, Jr.",68,-0.216,-12.934,60
141,144,Josh Teater,90,-0.218,-16.385,75
142,145,Charlie Beljan,76,-0.231,-15.491,67
143,146,John Rollins,84,-0.252,-16.864,67
144,147,Jonathan Byrd,76,-0.271,-17.614,65
145,148,Kevin Chappell,100,-0.278,-24.167,87
146,150,Scott Stallings,77,-0.305,-19.191,63
147,151,James Hahn,82,-0.306,-22.332,73
148,152,Rory Sabbatini,82,-0.326,-21.162,65
149,141,Geoff Ogilvy,84,-0.331,-24.193,73
150,154,D.A. Points,75,-0.344,-18.917,55
151,155,Davis Love III,74,-0.361,-22.774,63
152,156,Jim Herman,62,-0.362,-17.364,48
153,157,Jhonattan Vegas,77,-0.37,-23.675,64
154,158,Roberto Castro,76,-0.384,-22.671,59
155,159,Bud Cauley,56,-0.389,-17.896,46
156,149,Hideki Matsuyama,82,-0.393,-25.129,64
T157,T160,Michael Putnam,106,-0.409,-37.202,91
T157,T160,Ken Duke,80,-0.409,-26.967,66
159,162,Troy Matteson,62,-0.422,-20.683,49
160,163,Louis Oosthuizen,50,-0.429,-12.882,30
161,164,Chad Campbell,57,-0.434,-19.952,46
162,165,Kevin Stadler,90,-0.467,-30.351,65
163,166,Trevor Immelman,84,-0.474,-31.78,67
164,167,Mark Wilson,69,-0.539,-30.747,57
165,168,Derek Ernst,80,-0.558,-35.154,63
166,169,John Merrick,87,-0.568,-40.919,72
167,170,Jason Dufner,57,-0.576,-24.208,42
168,171,Vijay Singh,83,-0.579,-43.983,76
169,172,Steven Bowditch,93,-0.581,-45.28,78
170,173,Jamie Lovemark,64,-0.585,-27.518,47
171,174,Nicholas Thompson,85,-0.622,-43.514,70
172,175,Jeff Maggert,54,-0.652,-28.696,44
173,176,Jim Renner,61,-0.792,-41.196,52
174,177,John Peterson,62,-0.819,-45.067,55
175,178,Boo Weekley,73,-1.152,-64.497,56
176,179,Kyle Stanley,87,-1.385,-99.737,72
177,180,Lucas Glover,68,-1.475,-69.302,47
