RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:PUTTING,MEASURED ROUNDS
88,82,Brad Adamonis,70,0.066,4.014,61
89,78,Matt Bettencourt,98,0.058,5.01,87
90,90,Martin Laird,72,0.054,3.318,62
91,93,Marc Turnesa,77,0.041,2.926,71
92,94,Johnson Wagner,81,0.04,2.966,74
93,96,John Senden,100,0.038,3.538,92
94,87,Bill Haas,91,0.036,2.95,82
95,T100,Cliff Kresge,78,0.033,2.221,67
T96,T97,Scott Verplank,88,0.031,2.472,79
T96,T97,Dustin Johnson,85,0.031,1.977,64
98,99,Chad Campbell,90,0.03,2.16,71
99,T100,Troy Matteson,95,0.025,2.164,88
100,124,Patrick Sheehan,51,0.021,0.81,39
101,102,Woody Austin,84,0.019,1.453,76
102,T116,Nick O'Hern,90,0.006,0.507,85
T103,112,D.A. Points,99,0.003,0.276,86
T103,104,Mark Brooks,55,0.003,0.132,40
105,111,Brian Davis,103,0.001,0.133,91
106,105,Bill Lunde,83,0.0,0.019,75
107,109,John Rollins,92,-0.001,-0.074,79
108,115,Cameron Beckman,87,-0.009,-0.659,75
109,107,John Merrick,91,-0.016,-1.12,68
110,92,Tom Pernice Jr.,82,-0.017,-1.254,75
111,108,Jason Dufner,90,-0.028,-2.162,78
112,119,Charles Howell III,99,-0.03,-2.497,83
113,T125,Rich Beem,77,-0.033,-1.918,58
114,113,Andres Romero,58,-0.044,-1.888,43
115,T116,Michael Allen,73,-0.048,-2.793,58
T116,T116,K.J. Choi,65,-0.051,-2.537,50
T116,110,Brendon Todd,53,-0.051,-2.374,47
T118,T121,Y.E. Yang,83,-0.065,-4.547,70
T118,T121,Sergio Garcia,59,-0.065,-2.86,44
120,114,Steve Elkington,70,-0.069,-4.264,62
121,103,Tim Herron,87,-0.073,-5.907,81
122,T125,Chris Stroud,88,-0.092,-6.964,76
123,131,Jimmy Walker,74,-0.103,-6.564,64
124,133,Matt Weibring,65,-0.105,-5.779,55
125,120,Brian Vranesh,51,-0.109,-4.686,43
126,132,Chris DiMarco,97,-0.116,-10.05,87
127,123,David Duval,56,-0.126,-5.561,44
128,127,Sean O'Hair,80,-0.127,-7.388,58
129,129,Bart Bryant,58,-0.142,-7.378,52
130,128,Kent Jones,73,-0.145,-8.859,61
131,130,Phil Mickelson,66,-0.146,-7.022,48
132,138,Brett Quigley,92,-0.193,-14.453,75
133,135,Chez Reavie,81,-0.195,-13.616,70
134,137,Tommy Armour III,58,-0.2,-10.403,52
135,134,Camilo Villegas,76,-0.203,-11.358,56
136,139,Brendon de Jonge,90,-0.217,-17.131,79
137,140,Tag Ridings,50,-0.225,-9.215,41
138,143,Kevin Stadler,65,-0.239,-12.911,54
139,136,Leif Olson,51,-0.24,-10.329,43
140,148,Mark Calcavecchia,72,-0.259,-16.07,62
141,144,Mathew Goggin,76,-0.273,-16.394,60
142,145,Davis Love III,89,-0.274,-21.067,77
143,141,Charles Warren,63,-0.286,-15.175,53
144,147,Steve Flesch,77,-0.292,-18.392,63
145,156,Jeff Maggert,79,-0.3,-21.922,73
T146,T149,Alex Cejka,82,-0.322,-22.864,71
T146,T149,Rory Sabbatini,81,-0.322,-21.56,67
148,142,Kris Blanks,60,-0.328,-15.425,47
149,146,Briny Baird,89,-0.337,-24.251,72
150,153,Fred Couples,54,-0.342,-14.358,42
151,151,Derek Fathauer,63,-0.345,-17.572,51
152,155,Glen Day,79,-0.35,-22.418,64
153,154,Robert Garrigus,83,-0.365,-26.312,72
154,160,Jason Bohn,88,-0.381,-31.234,82
155,161,Ernie Els,70,-0.394,-21.251,54
156,158,Jarrod Lyle,65,-0.415,-20.773,50
157,159,D.J. Trahan,96,-0.419,-33.492,80
158,163,Heath Slocum,95,-0.426,-36.189,85
159,166,Casey Wittenberg,71,-0.431,-23.26,54
160,165,Jonathan Byrd,89,-0.434,-34.268,79
161,164,Greg Owen,97,-0.439,-35.982,82
162,168,Nicholas Thompson,96,-0.468,-40.727,87
163,167,Peter Lonard,86,-0.47,-36.178,77
164,169,Greg Kraft,51,-0.471,-19.295,41
165,162,Ken Duke,87,-0.475,-33.689,71
166,170,Rocco Mediate,79,-0.521,-34.355,66
167,171,Boo Weekley,79,-0.528,-34.297,65
168,173,Tom Lehman,55,-0.531,-18.57,35
169,172,Gary Woodland,53,-0.541,-20.008,37
170,175,Jason Gore,74,-0.617,-38.284,62
171,174,Peter Tomasulo,61,-0.619,-28.484,46
172,176,Robert Allenby,71,-0.631,-35.353,56
173,180,Darron Stiles,52,-0.655,-27.494,42
174,177,Vijay Singh,71,-0.657,-33.5,51
175,178,Stuart Appleby,79,-0.658,-42.786,65
176,179,J.B. Holmes,74,-0.73,-44.506,61
177,181,Joe Durant,62,-0.779,-36.6,47
178,182,Rick Price,54,-0.807,-33.082,41
179,183,Kirk Triplett,60,-0.84,-46.214,55
180,185,Adam Scott,53,-0.881,-36.994,42
181,186,Jay Williamson,69,-0.895,-51.025,57
182,184,Billy Mayfair,83,-0.91,-62.8,69
183,187,Will MacKenzie,69,-0.991,-60.443,61
184,188,Ricky Barnes,67,-1.216,-62.011,51
