RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES
99,103,Woody Austin,84,286.9,48194,168
T100,105,Kirk Triplett,60,286.4,34371,120
T100,T107,Derek Fathauer,63,286.4,32653,114
T102,104,Webb Simpson,94,286.2,53814,188
T102,T107,Jason Dufner,90,286.2,49229,172
T104,109,Steve Stricker,81,286.1,45210,158
T104,106,Mark Calcavecchia,72,286.1,41204,144
106,T110,Padraig Harrington,66,285.8,37156,130
107,T110,Steve Elkington,70,285.3,39942,140
108,113,Jason Bohn,88,285.1,50171,176
T109,T118,Ben Crane,93,285.0,53001,186
T109,T114,Scott Sterling,51,285.0,24511,86
T109,112,Casey Wittenberg,71,285.0,35913,126
112,117,Charlie Wi,92,284.9,52419,184
113,T114,Todd Hamilton,83,284.8,46141,162
T114,T120,Jerry Kelly,90,284.7,46698,164
T114,T120,Scott McCarron,91,284.7,51824,182
T114,T114,Rich Beem,77,284.7,39295,138
117,T118,Steve Flesch,77,284.4,43800,154
118,125,Mark Wilson,99,284.3,54008,190
T119,126,Greg Chalmers,85,284.2,43770,154
T119,T123,Billy Mayfair,83,284.2,47172,166
T119,122,David Toms,98,284.2,53427,188
122,T123,Freddie Jacobson,83,284.1,46030,162
T123,T129,Nathan Green,104,283.5,56696,200
T123,T129,Bob Heintz,59,283.5,31182,110
T123,128,Jay Williamson,69,283.5,34585,122
T123,127,Justin Leonard,95,283.5,51600,182
127,T131,Brian Davis,103,283.3,56092,198
128,135,Matt Kuchar,82,283.2,46447,164
T129,T136,Vaughn Taylor,88,283.1,47560,168
T129,T136,Bryce Molder,69,283.1,34537,122
T129,T133,Ken Duke,87,283.1,49251,174
T129,T131,Rocco Mediate,79,283.1,42469,150
T133,138,Tim Petrovic,97,282.8,53730,190
T133,139,Ian Poulter,59,282.8,31672,112
T133,T133,Eric Axley,71,282.8,37896,134
136,140,Kevin Na,91,282.7,49195,174
137,T141,Bob Estes,78,282.6,44091,156
138,T144,Briny Baird,89,282.1,47949,170
139,143,Lee Janzen,74,282.0,38354,136
140,T141,Tom Pernice Jr.,82,281.9,46235,164
T141,147,Kent Jones,73,281.3,36568,130
T141,T148,D.A. Points,99,281.3,52324,186
T143,T150,Zach Johnson,94,281.2,51742,184
T143,T148,Alex Cejka,82,281.2,43305,154
145,T150,Scott Verplank,88,281.1,47223,168
146,T144,Patrick Sheehan,51,281.0,24168,86
147,T150,Jeff Klauk,97,280.9,53375,190
148,146,David Mathis,82,280.8,42689,152
149,153,Cliff Kresge,78,280.5,40394,144
T150,T157,Tim Clark,81,280.1,43697,156
T150,T157,K.J. Choi,65,280.1,35848,128
152,T160,Jim Furyk,86,279.9,46471,166
153,T155,Darron Stiles,52,279.8,26857,96
T154,T157,Chez Reavie,81,279.6,43065,154
T154,T155,Aron Price,89,279.6,45296,162
T154,T160,Colt Knost,71,279.6,35234,126
T157,166,Marc Turnesa,77,279.5,43045,154
T157,165,Ben Curtis,63,279.5,34661,124
T157,T160,Parker McLachlin,71,279.5,39682,142
T157,154,Peter Lonard,86,279.5,45844,164
T157,163,Chris DiMarco,97,279.5,51991,186
T157,T167,Joe Durant,62,279.5,30190,108
163,T167,Mike Weir,85,279.3,46930,168
164,169,John Mallinger,90,279.1,47998,172
165,164,Spencer Levin,75,279.0,39611,142
166,170,Rick Price,54,278.6,26743,96
167,171,Chris Riley,77,278.5,39551,142
168,172,Ryuji Imada,85,278.4,47333,170
169,173,Brandt Snedeker,81,277.3,42703,154
170,174,Nick O'Hern,90,277.0,47639,172
171,175,Brendon Todd,53,276.2,28176,102
172,176,Paul Goydos,79,275.8,42475,154
173,177,Luke Donald,79,275.7,41901,152
174,178,Glen Day,79,275.0,39054,142
175,179,Bart Bryant,58,274.6,29652,108
176,180,Richard Johnson,85,274.0,46028,168
177,181,Jeff Quinney,78,273.4,42647,156
178,182,Greg Kraft,51,273.1,25669,94
179,183,Tom Lehman,55,272.2,27768,102
180,184,Brad Faxon,59,270.8,31950,118
181,185,Dean Wilson,81,270.3,41629,154
182,186,Mark Brooks,55,269.2,25309,94
183,187,Brian Gay,96,268.5,49400,184
184,188,Corey Pavin,73,259.0,33666,130
