RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,PAR OR BETTER,MISSED GIR
122,118,Nicholas Thompson,96,57.27,319,557
123,120,Michael Allen,73,57.25,233,407
124,123,Anthony Kim,76,57.14,284,497
125,T114,Matt Bettencourt,98,57.06,372,652
126,136,Briny Baird,89,57.05,271,475
127,122,Jason Gore,74,56.91,243,427
128,132,John Senden,100,56.87,298,524
T129,T133,Rory Sabbatini,81,56.85,282,496
T129,T133,Camilo Villegas,76,56.85,249,438
131,135,Kris Blanks,60,56.71,186,328
132,142,Rich Beem,77,56.63,222,392
133,117,Darron Stiles,52,56.57,168,297
T134,137,Mathew Goggin,76,56.55,259,458
T134,139,Harrison Frazar,93,56.55,311,550
136,138,Greg Owen,97,56.54,268,474
137,T127,Tommy Armour III,58,56.4,194,344
138,141,Ryan Palmer,78,56.17,273,486
139,152,Kent Jones,73,56.08,226,403
140,T143,Tag Ridings,50,56.02,149,266
141,145,K.J. Choi,65,56.01,219,391
142,155,Stephen Ames,77,55.96,244,436
143,T146,Dustin Johnson,85,55.95,287,513
144,151,Peter Lonard,86,55.88,290,519
T145,T146,Rocco Mediate,79,55.82,259,464
T145,T143,Paul Goydos,79,55.82,283,507
147,148,Vijay Singh,71,55.71,234,420
148,140,Jonathan Byrd,89,55.56,250,450
149,149,D.J. Trahan,96,55.47,284,512
150,T159,Tom Lehman,55,55.44,158,285
151,150,Ted Purdy,101,55.4,313,565
152,156,Daniel Chopra,89,55.33,327,591
153,153,Bart Bryant,58,55.25,200,362
154,154,Boo Weekley,79,55.22,254,460
155,161,Brendon de Jonge,90,55.04,284,516
156,T159,Vaughn Taylor,88,54.91,291,530
157,158,Colt Knost,71,54.83,210,383
158,162,Brian Bateman,55,54.73,191,349
159,157,John Merrick,91,54.58,286,524
160,163,Stuart Appleby,79,54.55,282,517
T161,178,Rick Price,54,54.3,158,291
T161,166,Derek Fathauer,63,54.3,221,407
163,165,Jason Bohn,88,54.26,261,481
T164,170,Carl Pettersson,86,54.14,314,580
T164,164,Will MacKenzie,69,54.14,216,399
166,168,Bubba Watson,73,54.04,254,470
167,167,Kevin Streelman,97,54.03,302,559
168,169,Chris Stroud,88,53.91,255,473
169,171,Billy Mayfair,83,53.68,270,503
170,172,Marc Turnesa,77,53.41,274,513
171,174,Adam Scott,53,53.16,185,348
172,173,Peter Tomasulo,61,53.14,186,350
173,175,Leif Olson,51,52.89,174,329
174,176,J.B. Holmes,74,52.61,272,517
175,177,Fred Couples,54,52.5,168,320
176,179,Joe Durant,62,52.45,150,286
177,181,Greg Kraft,51,52.22,165,316
178,180,Ricky Barnes,67,51.78,175,338
179,183,Martin Laird,72,51.18,217,424
180,185,Brendon Todd,53,51.13,181,354
181,184,Andres Romero,58,51.11,184,360
182,186,Eric Axley,71,50.49,260,515
183,187,David Duval,56,48.98,193,394
184,188,Gary Woodland,53,45.08,133,295
