RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
82,100,Craig Barlow,52,0.278,-0.046,0.135,0.189,44
83,80,Vaughn Taylor,91,0.269,-0.076,0.355,-0.01,72
84,92,Stewart Cink,91,0.256,-0.233,0.552,-0.062,72
85,83,Steve Flesch,100,0.252,-0.137,0.204,0.185,90
86,81,Rocco Mediate,72,0.249,-0.292,0.518,0.022,67
87,84,José Coceres,50,0.245,0.009,0.346,-0.11,42
T88,T85,Chad Campbell,96,0.24,-0.134,0.474,-0.099,73
T88,T85,Pat Perez,84,0.24,-0.09,0.265,0.065,65
90,95,Rich Beem,89,0.228,0.223,0.112,-0.107,70
91,88,Nick O'Hern,72,0.227,-0.287,0.226,0.288,55
92,89,Retief Goosen,50,0.225,-0.039,0.176,0.088,34
93,T98,J.B. Holmes,71,0.223,0.828,-0.447,-0.159,64
94,90,Jonathan Byrd,73,0.213,-0.191,0.13,0.274,62
95,93,Ted Purdy,102,0.2,0.235,0.054,-0.089,87
96,94,Stephen Leaney,82,0.193,-0.478,0.67,0.001,74
97,97,Chris DiMarco,79,0.183,-0.349,0.556,-0.023,63
98,91,Daniel Chopra,106,0.18,-0.02,0.036,0.164,95
99,T98,Brandt Snedeker,105,0.161,-0.157,0.226,0.092,86
100,101,Troy Matteson,87,0.147,0.239,-0.045,-0.047,76
101,102,Tommy Armour III,81,0.138,0.333,0.084,-0.279,69
102,103,Brett Quigley,79,0.134,-0.248,0.362,0.02,63
103,96,Michael Allen,74,0.129,-0.082,0.014,0.196,64
104,104,Jason Gore,86,0.108,0.411,-0.158,-0.145,78
105,107,Anders Hansen,55,0.087,-0.224,0.335,-0.023,34
106,109,Kevin Sutherland,85,0.082,-0.077,-0.078,0.237,69
107,105,Robert Garrigus,95,0.08,0.468,0.222,-0.609,86
108,108,Jason Dufner,100,0.077,-0.07,-0.011,0.158,87
109,106,Joe Ogilvie,102,0.073,-0.008,-0.119,0.2,87
110,T119,Kevin Stadler,95,0.05,0.259,0.146,-0.356,78
111,111,Chris Stroud,66,0.046,0.146,-0.257,0.157,56
112,114,Charles Howell III,89,0.03,-0.212,0.144,0.099,66
113,115,Chris Riley,59,0.024,-0.343,-0.277,0.644,51
114,116,Nathan Green,103,0.022,-0.134,-0.017,0.173,87
115,125,Jarrod Lyle,77,0.021,0.099,-0.204,0.126,67
116,110,Jeff Maggert,79,0.019,0.017,0.152,-0.151,78
117,T112,Harrison Frazar,88,0.011,0.269,-0.278,0.02,73
118,124,Kirk Triplett,77,0.01,-0.046,-0.072,0.128,68
119,T112,Charlie Wi,90,0.005,-0.032,-0.195,0.232,83
120,118,Mathias Grönberg,95,0.001,0.424,-0.197,-0.226,88
121,123,Craig Kanada,109,-0.001,-0.308,0.038,0.268,94
122,122,Michael Putnam,96,-0.009,-0.008,0.144,-0.146,80
123,T119,Henrik Stenson,52,-0.012,0.211,0.191,-0.414,36
124,121,Steve Allan,63,-0.015,0.439,-0.402,-0.052,55
125,117,Cliff Kresge,107,-0.021,-0.231,0.248,-0.038,100
126,126,Kevin Na,84,-0.027,-0.229,-0.156,0.357,78
127,130,Brian Gay,107,-0.028,-0.442,0.177,0.237,97
128,127,Duffy Waldorf,69,-0.032,0.041,0.102,-0.174,59
129,128,Fred Funk,65,-0.053,-0.27,0.333,-0.116,53
130,135,Greg Owen,81,-0.066,0.411,-0.178,-0.299,70
131,129,John Mallinger,96,-0.068,0.028,-0.164,0.068,87
132,131,Jeff Quinney,95,-0.104,-0.201,0.184,-0.087,86
T133,133,Billy Andrade,88,-0.107,-0.272,0.244,-0.079,79
T133,132,Marco Dawson,73,-0.107,-0.407,-0.001,0.301,65
135,134,Daisuke Maruyama,86,-0.12,0.16,0.068,-0.348,76
136,136,Frank Lickliter II,95,-0.139,0.211,-0.046,-0.304,85
137,138,Bob Heintz,85,-0.143,-0.267,-0.113,0.237,72
138,T148,Steve Lowery,74,-0.144,0.144,-0.246,-0.043,69
139,137,Ryan Armour,107,-0.165,0.229,-0.098,-0.297,94
140,147,Joey Sindelar,75,-0.171,-0.075,0.293,-0.389,67
T141,144,Tim Petrovic,106,-0.175,-0.22,-0.205,0.25,95
T141,139,Dean Wilson,92,-0.175,-0.554,0.274,0.105,75
143,140,Paul Goydos,60,-0.177,-0.169,0.13,-0.139,47
144,142,Charley Hoffman,97,-0.187,0.348,-0.245,-0.29,83
145,141,Brendon de Jonge,76,-0.188,-0.002,0.079,-0.265,66
146,143,Paul Stankowski,52,-0.19,-0.159,-0.144,0.113,42
147,T153,Robert Gamez,88,-0.197,0.019,0.133,-0.349,76
148,145,George McNeill,95,-0.213,0.19,-0.148,-0.255,80
149,T148,Ryuji Imada,104,-0.214,-0.534,-0.079,0.398,89
150,150,Bob Estes,88,-0.235,-0.373,-0.094,0.232,80
151,152,Glen Day,85,-0.238,-0.09,-0.287,0.139,75
T152,151,Craig Bowden,78,-0.258,-0.169,-0.087,-0.003,67
T152,146,Michael Sim,52,-0.258,-0.24,-0.126,0.108,50
154,T153,Ryan Palmer,91,-0.296,0.028,0.116,-0.44,82
155,155,Doug LaBelle II,104,-0.32,-0.096,-0.423,0.199,91
156,156,Jeff Sluman,60,-0.335,-0.416,0.014,0.067,42
157,158,Jesper Parnevik,88,-0.375,-0.039,-0.272,-0.064,75
158,157,Lee Janzen,66,-0.382,-0.387,-0.126,0.131,52
159,161,Jeff Brehaut,59,-0.397,-0.227,-0.299,0.129,49
160,160,Andrew Buckle,77,-0.426,-0.223,-0.28,0.077,67
161,171,Kyle Reifers,71,-0.442,0.005,-0.261,-0.185,63
162,159,Tom Johnson,74,-0.443,-0.093,-0.32,-0.031,63
163,163,Shigeki Maruyama,84,-0.461,-0.619,-0.173,0.331,80
164,164,D.J. Brigman,67,-0.464,-0.195,-0.146,-0.123,54
165,165,Mark Hensby,81,-0.47,-0.233,-0.446,0.209,72
166,167,John Daly,59,-0.478,-0.111,-0.142,-0.225,49
167,166,Chris Couch,76,-0.481,0.369,-0.333,-0.517,73
168,169,Corey Pavin,81,-0.487,-0.968,0.235,0.246,71
169,168,Bob Tway,103,-0.489,-0.314,-0.131,-0.044,88
170,162,Jason Schultz,63,-0.495,-0.144,-0.676,0.324,53
171,170,Mark Brooks,53,-0.5,-0.128,-0.566,0.193,41
172,173,Ben Curtis,80,-0.561,-0.03,-0.554,0.023,64
173,174,Craig Lile,77,-0.592,-0.361,-0.255,0.024,69
174,177,Gavin Coles,87,-0.626,-0.666,0.022,0.018,77
175,172,Dicky Pride,71,-0.63,-0.699,0.033,0.036,61
176,178,Richard Johnson,93,-0.638,-0.357,-0.238,-0.043,84
177,179,Brian Bateman,55,-0.66,-0.284,-0.121,-0.255,44
178,176,David Branshaw,83,-0.662,-0.015,-0.146,-0.5,75
179,186,Tag Ridings,52,-0.674,-0.107,-0.303,-0.263,45
180,181,Tripp Isenhour,86,-0.675,-0.214,-0.431,-0.031,73
181,180,Paul Gow,70,-0.69,-0.122,-0.824,0.256,57
182,182,Jaco Van Zyl,51,-0.723,-0.201,-0.074,-0.447,44
183,175,Steve Wheatcroft,73,-0.726,0.023,-0.541,-0.209,61
184,185,Parker McLachlin,83,-0.763,-0.358,-0.509,0.104,73
185,183,Tom Byrum,50,-0.765,-0.278,-0.175,-0.313,41
186,184,Eric Axley,107,-0.784,-0.46,-0.194,-0.131,94
187,190,Rich Barcelo,80,-0.857,-0.402,-0.377,-0.078,70
188,188,Scott Gutschewski,67,-0.866,0.049,-0.459,-0.456,58
189,189,Matt Hendrix,63,-0.878,0.308,-0.406,-0.78,55
190,192,Michael Boyd,61,-0.933,-0.258,-0.813,0.138,52
191,191,José María Olazábal,52,-0.945,-0.879,-0.367,0.301,37
192,187,Bubba Dickerson,51,-0.97,0.111,-0.945,-0.136,43
193,193,Jim Rutledge,59,-1.042,0.041,-0.944,-0.139,46
194,194,Chris Tidland,59,-1.253,-0.009,-0.822,-0.422,51
195,195,Todd Hamilton,76,-1.585,-0.398,-0.883,-0.304,58
196,196,Bryce Molder,56,-1.629,-0.956,-0.832,0.159,49
