RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL ROUNDS
154,161,Parker McLachlin,83,71.516,5936,- .171,83
155,158,José María Olazábal,52,71.521,3646,- 69.945,50
156,152,Daisuke Maruyama,86,71.547,6155,- 1.932,86
157,156,Richard Johnson,93,71.555,6660,- 5.415,93
158,154,Craig Bowden,78,71.565,5555,27.067,78
159,153,Harrison Frazar,88,71.569,6314,- 15.937,88
160,T164,Steve Lowery,74,71.573,5280,16.401,74
161,160,Ben Curtis,80,71.582,5800,- 73.460,80
162,157,Billy Andrade,88,71.588,6314,- 14.292,88
163,159,Darron Stiles,65,71.592,4659,- 5.524,65
164,173,Robert Gamez,88,71.629,6312,- 8.623,88
165,169,Tripp Isenhour,86,71.635,6163,- 2.421,86
166,166,Duffy Waldorf,69,71.648,4937,6.735,69
167,162,Brian Bateman,55,71.657,3961,- 19.872,55
168,T164,Rich Barcelo,80,71.659,5734,- 1.283,80
169,T171,Joey Sindelar,75,71.664,5385,- 10.226,75
170,167,Ryan Palmer,91,71.68,6532,- 9.115,91
171,170,Jason Schultz,63,71.69,4513,3.449,63
172,168,Lee Janzen,66,71.715,4750,- 16.824,66
173,T171,Jeff Brehaut,59,71.754,4243,- 9.506,59
174,175,Jeff Sluman,60,71.758,4352,- 46.510,60
T175,176,Mark Brooks,53,71.783,3796,8.514,53
T175,174,Chris Couch,76,71.783,5472,- 16.483,76
177,177,Kirk Triplett,77,71.818,5541,- 11.036,77
178,178,Tom Johnson,74,71.865,5317,.987,74
179,184,Kevin Stadler,95,71.895,6852,- 21.972,95
180,181,John Daly,59,71.927,4271,- 27.332,59
181,179,Chris Tidland,59,71.967,4237,9.046,59
182,182,Eric Axley,107,71.97,7732,- 31.240,107
183,183,Scott Gutschewski,67,71.994,4808,15.601,67
184,180,Paul Gow,70,72.016,5027,14.107,70
185,186,Tom Byrum,50,72.018,3604,- 3.116,50
186,187,Greg Owen,81,72.086,5831,7.978,81
187,188,Michael Boyd,61,72.095,4386,11.820,61
188,185,Steve Wheatcroft,73,72.138,5247,19.075,73
189,189,David Branshaw,83,72.223,6004,- 9.470,83
190,190,Matt Hendrix,63,72.369,4553,6.237,63
191,191,Kyle Reifers,71,72.407,5145,- 4.104,71
192,194,Jim Rutledge,59,72.679,4272,16.074,59
193,193,Jaco Van Zyl,51,72.691,3693,14.236,51
194,192,Bubba Dickerson,51,72.712,3702,6.322,51
195,196,Bryce Molder,56,72.853,4068,11.761,56
196,195,Todd Hamilton,76,72.933,5592,- 49.123,76
