RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES
T80,T84,Peter Lonard,85,290.9,47123,162
T80,T84,Stuart Appleby,74,290.9,42466,146
T82,86,Brett Quigley,79,290.7,45356,156
T82,78,Ryan Moore,92,290.7,53492,184
84,T80,Jeff Gove,103,290.5,59834,206
85,T88,John Rollins,102,290.4,58658,202
86,87,Mark Calcavecchia,93,290.2,51652,178
87,79,Chris Stroud,66,290.0,37118,128
88,92,Rory Sabbatini,81,289.9,45800,158
89,T82,Marco Dawson,73,289.8,41151,142
90,90,Jason Dufner,100,289.7,57933,200
91,91,Joe Ogilvie,102,289.5,56744,196
92,T95,Mike Weir,82,289.3,46872,162
93,T88,David Branshaw,83,289.2,48012,166
T94,T101,Alex Cejka,80,288.9,45061,156
T94,93,D.J. Brigman,67,288.9,36401,126
T96,T105,Justin Rose,63,288.7,34061,118
T96,T105,Todd Hamilton,76,288.7,43887,152
98,T101,Daisuke Maruyama,86,288.6,47323,164
T99,T98,Jim Rutledge,59,288.5,31738,110
T99,T95,Jesper Parnevik,88,288.5,48466,168
T99,T98,Parker McLachlin,83,288.5,45587,158
T99,T101,Carl Pettersson,111,288.5,63471,220
T103,104,Tom Johnson,74,288.4,41531,144
T103,T95,Ken Duke,112,288.4,64602,224
105,94,Lee Janzen,66,288.0,36858,128
106,107,Eric Axley,107,287.8,61588,214
T107,100,Duffy Waldorf,69,287.5,39670,138
T107,T112,Steve Flesch,100,287.5,57503,200
109,110,Kevin Na,84,287.4,48276,168
110,T114,Tim Herron,98,287.3,54014,188
T111,108,Kent Jones,97,287.1,55703,194
T111,109,Tripp Isenhour,86,287.1,47091,164
T111,111,Joey Sindelar,75,287.1,43061,150
T111,T117,Jason Bohn,57,287.1,32734,114
T115,T119,Chad Campbell,96,287.0,51657,180
T115,T119,Mark Hensby,81,287.0,46488,162
117,T114,Billy Mayfair,98,286.8,56204,196
118,122,Trevor Immelman,74,286.6,38974,136
T119,T125,Rod Pampling,92,286.4,51559,180
T119,116,Tim Petrovic,106,286.4,60712,212
121,T117,Billy Andrade,88,286.2,50372,176
T122,T123,Woody Austin,95,286.1,54361,190
T122,T112,Steve Wheatcroft,73,286.1,39476,138
T124,121,Charlie Wi,90,286.0,50334,176
T124,T125,Rich Barcelo,80,286.0,44622,156
126,131,Tommy Armour III,81,285.7,43992,154
T127,T129,Cliff Kresge,107,285.6,61117,214
T127,132,Brandt Snedeker,105,285.6,57683,202
T129,127,Johnson Wagner,97,285.5,55396,194
T129,133,Arron Oberholser,69,285.5,38824,136
T131,T135,Mark Wilson,87,285.3,47365,166
T131,T123,Jaco Van Zyl,51,285.3,27956,98
133,T129,Bob Heintz,85,285.2,46198,162
134,T135,Darron Stiles,65,284.8,34743,122
T135,128,Freddie Jacobson,70,284.7,39863,140
T135,T135,Ryan Armour,107,284.7,58651,206
137,T135,Tom Lehman,62,284.6,35296,124
138,T143,Shaun Micheel,91,284.4,50052,176
T139,T140,Joe Durant,88,284.3,49466,174
T139,134,Bob Tway,103,284.3,56286,198
T139,145,Nathan Green,103,284.3,56292,198
T142,T135,Jeff Maggert,79,284.2,44905,158
T142,T140,Frank Lickliter II,95,284.2,54003,190
144,146,K.J. Choi,87,284.1,48297,170
145,T143,Craig Lile,77,283.9,42579,150
146,147,Steve Stricker,81,283.7,45399,160
147,142,Vaughn Taylor,91,283.6,49351,174
148,148,Justin Leonard,95,282.7,53721,190
T149,T149,Bob Estes,88,282.6,49740,176
T149,T149,Ryuji Imada,104,282.6,56512,200
T151,T151,David Toms,80,282.5,43512,154
T151,T151,Ian Poulter,63,282.5,33896,120
153,T154,Chris DiMarco,79,282.4,43490,154
154,T151,Stephen Ames,81,282.2,43453,154
155,T158,Jeff Quinney,95,281.5,53490,190
T156,T158,Tom Pernice Jr.,104,281.4,58528,208
T156,T163,Tom Byrum,50,281.4,27019,96
T156,156,Dicky Pride,71,281.4,37710,134
159,T154,Robert Gamez,88,281.2,47246,168
T160,160,Bart Bryant,87,281.1,48342,172
T160,T161,Richard Johnson,93,281.1,51168,182
162,T163,Jerry Kelly,101,281.0,54517,194
163,T161,John Mallinger,96,280.9,53938,192
T164,157,Glen Day,85,280.7,45468,162
T164,T165,Steve Elkington,87,280.7,46598,166
T164,T165,Anders Hansen,55,280.7,28636,102
167,T167,Chris Riley,59,280.6,30866,110
168,T169,Jeff Sluman,60,280.5,31412,112
169,T172,Zach Johnson,76,280.4,42059,150
170,T167,Paul Gow,70,280.1,36979,132
171,175,Jim Furyk,84,279.7,45864,164
T172,T169,Scott Verplank,82,279.6,45296,162
T172,T169,Brian Davis,101,279.6,56482,202
T172,T172,Heath Slocum,101,279.6,56488,202
175,176,Nick O'Hern,72,279.3,37985,136
176,T172,Michael Boyd,61,278.7,31767,114
177,T179,Luke Donald,69,278.4,37308,134
T178,T177,Tim Clark,66,278.1,35594,128
T178,T177,Rocco Mediate,72,278.1,40052,144
180,183,Shigeki Maruyama,84,277.7,46091,166
181,T179,Kirk Triplett,77,277.5,42728,154
182,186,Stephen Leaney,82,277.4,45499,164
T183,187,Dean Wilson,92,277.2,51010,184
T183,181,Craig Kanada,109,277.2,58222,210
T185,184,Ben Curtis,80,277.1,44334,160
T185,182,Matt Kuchar,85,277.1,44888,162
187,185,Doug LaBelle II,104,276.6,55311,200
188,188,José María Olazábal,52,276.0,27600,100
189,189,Mark Brooks,53,275.2,26972,98
190,190,Craig Bowden,78,273.1,41518,152
191,191,José Coceres,50,273.0,25117,92
192,192,Paul Goydos,60,272.4,32147,118
193,193,Fred Funk,65,271.8,33165,122
194,194,Brian Gay,107,270.0,55610,206
195,195,Gavin Coles,87,268.3,44538,166
196,196,Corey Pavin,81,265.3,42971,162
