RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:PUTTING,MEASURED ROUNDS
104,105,J.J. Spaun,90,-0.021,-1.328,64
105,107,Hudson Swafford,59,-0.031,-1.471,47
106,108,Cody Gribble,74,-0.033,-1.902,58
107,109,Martin Trainer,63,-0.041,-2.036,50
108,110,Daniel Berger,70,-0.043,-2.51,59
109,111,Bud Cauley,82,-0.052,-3.883,74
110,112,Matt Fitzpatrick,54,-0.054,-1.986,37
111,113,Si Woo Kim,87,-0.06,-3.516,59
112,114,C.T. Pan,84,-0.062,-3.71,60
113,106,Abraham Ancer,93,-0.065,-4.642,71
114,115,Sergio Garcia,53,-0.078,-2.954,38
115,116,Roberto Castro,76,-0.079,-4.903,62
116,117,Sam Saunders,78,-0.082,-5.518,67
117,118,Zach Johnson,64,-0.087,-4.633,53
T118,T119,Sung Kang,86,-0.088,-6.194,70
T118,T119,Austin Cook,68,-0.088,-4.658,53
120,121,Stephan Jaeger,77,-0.091,-5.176,57
121,127,Paul Casey,79,-0.092,-5.058,55
122,122,K.H. Lee,92,-0.096,-5.935,62
123,123,Cameron Champ,78,-0.099,-6.72,68
124,124,Joel Dahmen,100,-0.102,-7.756,76
125,T133,Tony Finau,89,-0.103,-6.72,65
126,125,Ben Silverman,70,-0.112,-6.283,56
T127,T128,Danny Willett,63,-0.13,-6.5,50
T127,T128,Jimmy Walker,74,-0.13,-7.43,57
129,130,Kevin Tway,84,-0.131,-8.786,67
130,126,Gary Woodland,87,-0.143,-9.277,65
131,131,Fabián Gómez,62,-0.144,-6.909,48
132,132,Aaron Wise,72,-0.146,-7.897,54
133,T133,Andrew Landry,80,-0.153,-9.937,65
134,135,Jim Herman,52,-0.154,-5.854,38
135,136,Jhonattan Vegas,75,-0.156,-9.523,61
136,137,David Hearn,55,-0.157,-5.323,34
137,138,Charley Hoffman,74,-0.158,-7.438,47
138,T139,Shawn Stefani,80,-0.159,-9.845,62
139,141,Phil Mickelson,63,-0.16,-8.025,50
140,143,Dylan Frittelli,83,-0.169,-11.465,68
141,144,Joaquin Niemann,98,-0.17,-13.561,80
142,145,Russell Knox,79,-0.176,-10.397,59
143,146,Michael Kim,61,-0.185,-8.333,45
144,T139,Justin Thomas,75,-0.186,-10.419,56
145,147,Tyrrell Hatton,62,-0.192,-8.063,42
146,148,Harold Varner III,84,-0.202,-14.976,74
147,149,Cam Davis,76,-0.204,-11.6,57
148,150,Francesco Molinari,61,-0.211,-8.87,42
149,151,"Ted Potter, Jr.",73,-0.216,-12.987,60
150,152,Kyle Jones,72,-0.217,-11.701,54
151,153,Joey Garber,63,-0.234,-10.074,43
152,154,Robert Streb,80,-0.237,-14.217,60
153,155,Danny Lee,83,-0.24,-17.247,72
154,156,Jim Knous,57,-0.249,-9.716,39
155,157,Kevin Streelman,83,-0.251,-17.312,69
156,158,Alex Noren,63,-0.266,-11.455,43
T157,T159,Hank Lebioda,76,-0.28,-16.223,58
T157,T159,Luke List,66,-0.28,-15.4,55
159,161,Tom Hoge,98,-0.284,-20.476,72
160,162,Bronson Burgoon,59,-0.291,-13.679,47
161,163,Kyle Stanley,81,-0.297,-16.351,55
162,164,Russell Henley,78,-0.299,-18.228,61
163,165,Anders Albertson,68,-0.307,-15.974,52
164,166,John Chin,58,-0.318,-12.096,38
165,167,Scott Stallings,82,-0.329,-22.353,68
166,168,Keith Mitchell,86,-0.338,-20.632,61
T167,T169,Alex Prugh,77,-0.344,-19.615,57
T167,T169,Bubba Watson,65,-0.344,-17.18,50
169,171,Trey Mullinax,77,-0.353,-22.265,63
170,173,Adam Long,76,-0.369,-25.109,68
171,174,Jonathan Byrd,55,-0.412,-14.84,36
172,176,Seth Reeves,73,-0.475,-25.149,53
173,177,Brandon Harkins,91,-0.481,-33.194,69
174,178,Alex Cejka,58,-0.482,-19.269,40
175,179,Jason Dufner,74,-0.494,-28.161,57
176,180,Brendan Steele,68,-0.503,-25.647,51
177,181,Satoshi Kodaira,67,-0.504,-25.717,51
178,183,Keegan Bradley,89,-0.516,-34.551,67
179,184,Branden Grace,76,-0.52,-23.379,45
180,185,Tyler Duncan,89,-0.565,-36.727,65
181,182,Corey Conners,90,-0.576,-39.771,69
182,186,Byeong Hun An,80,-0.583,-35.554,61
183,187,Adam Svensson,73,-0.602,-33.084,55
184,188,Kramer Hickok,79,-0.604,-35.608,59
185,189,Emiliano Grillo,85,-0.633,-34.828,55
186,190,J.J. Henry,58,-0.657,-26.941,41
187,191,J.B. Holmes,78,-0.752,-36.084,48
188,192,Rod Pampling,56,-0.796,-32.621,41
