RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES
41,41,Patrick Reed,105,297.4,55324,186
42,42,Stewart Cink,61,296.9,33842,114
43,43,Scott Pinckney,87,296.8,48085,162
44,46,Charl Schwartzel,73,296.7,39161,132
45,44,Chesson Hadley,81,296.5,44174,149
46,48,Kevin Chappell,93,296.3,52737,178
47,45,Nick Taylor,83,296.2,44429,150
T48,T49,Branden Grace,63,295.6,30742,104
T48,T49,Russell Henley,76,295.6,44929,152
50,51,Scott Stallings,74,295.5,41368,140
51,54,Jordan Spieth,80,295.4,42543,144
T52,T52,Brett Stegmaier,87,295.3,49902,169
T52,T52,Seung-Yul Noh,85,295.3,47834,162
54,T64,Paul Casey,77,295.2,38966,132
55,55,Marc Leishman,89,295.0,46020,156
T56,T56,Hunter Mahan,61,294.8,33612,114
T56,T56,Matt Jones,83,294.8,42153,143
T56,T66,Phil Mickelson,75,294.8,42456,144
T59,T58,Andres Gonzales,80,294.7,45980,156
T59,T58,Andrew Landry,53,294.7,28876,98
T59,T58,Robert Streb,87,294.7,44496,151
T59,T58,Wes Roach,59,294.7,32415,110
T63,T62,Derek Ernst,59,294.6,33585,114
T63,T62,Ángel Cabrera,62,294.6,36530,124
65,T64,Hideki Matsuyama,76,294.5,39467,134
66,T66,Morgan Hoffmann,71,294.4,37100,126
67,68,Emiliano Grillo,93,294.3,50626,172
68,69,Louis Oosthuizen,63,294.0,30571,104
69,70,Si Woo Kim,113,293.5,63684,217
70,T73,Jason Dufner,105,293.2,57471,196
71,71,Bronson Burgoon,83,293.1,46018,157
72,72,Billy Horschel,73,293.0,41020,140
73,T73,Will Wilcox,67,292.9,38080,130
74,75,Ernie Els,66,292.8,36310,124
75,T77,Brandt Snedeker,93,292.6,52078,178
76,76,Scott Brown,88,292.5,49144,168
77,T77,Sung Kang,89,292.4,50873,174
78,79,Shawn Stefani,91,292.1,50817,174
79,80,Steve Marino,72,292.0,39415,135
80,81,Geoff Ogilvy,63,291.9,34439,118
81,82,Sam Saunders,69,291.8,37940,130
T82,T83,Anirban Lahiri,72,291.7,35587,122
T82,T83,Aaron Baddeley,93,291.7,51925,178
84,85,Boo Weekley,83,291.5,48383,166
85,86,Michael Thompson,71,291.4,39340,135
86,87,Patton Kizzire,93,291.3,51848,178
87,88,Jim Herman,93,291.1,51815,178
88,89,James Hahn,85,290.9,46543,160
89,90,Thomas Aiken,70,290.5,36016,124
90,92,Jonas Blixt,79,290.3,44126,152
91,93,Dawie van der Walt,72,290.2,40622,140
92,94,Adam Hadwin,93,290.1,53672,185
T93,T95,Vijay Singh,72,289.8,41732,144
T93,T95,Kelly Kraft,63,289.8,33906,117
T95,T97,John Senden,88,289.7,47215,163
T95,T97,Brian Harman,104,289.7,57648,199
T97,T99,Padraig Harrington,54,289.6,28960,100
T97,T99,Bill Haas,86,289.6,47495,164
T97,T99,Blayne Barber,84,289.6,46331,160
100,102,Tom Hoge,81,289.5,44584,154
101,103,Johnson Wagner,86,289.4,49779,172
102,104,Luke Guthrie,57,289.3,31822,110
103,105,Jason Gore,78,289.2,40486,140
104,106,Kevin Streelman,82,289.1,47406,164
T105,107,Fabián Gómez,82,289.0,45664,158
T105,112,Kevin Kisner,97,289.0,49704,172
107,108,Steven Bowditch,71,288.9,36398,126
T108,T109,Retief Goosen,55,288.8,31764,110
T108,T109,Hiroshi Iwata,85,288.8,45339,157
T108,T109,Ben Martin,92,288.8,48520,168
111,113,Derek Fathauer,94,288.2,54190,188
T112,T114,Kyle Stanley,92,288.1,51001,177
T112,T114,Henrik Norlander,71,288.1,38316,133
T114,T116,Tyrone Van Aswegen,105,288.0,58178,202
T114,T116,Daniel Summerhays,99,288.0,52423,182
116,118,Chad Campbell,90,287.9,49522,172
117,119,Rod Pampling,54,287.7,28768,100
T118,T120,Rory Sabbatini,57,287.6,28762,100
T118,T120,Ricky Barnes,97,287.6,53488,186
T118,124,William McGirt,98,287.6,56373,196
T118,T120,Whee Kim,82,287.6,44870,156
122,123,Brendon de Jonge,83,287.5,44273,154
T123,T125,J.J. Henry,68,287.3,37930,132
T123,T125,Chez Reavie,90,287.3,49411,172
T123,T125,Kyle Reifers,115,287.3,61187,213
126,128,Troy Merritt,77,287.2,41924,146
T127,T129,Camilo Villegas,83,287.0,45349,158
T127,T129,Vaughn Taylor,72,287.0,41325,144
129,131,Francesco Molinari,64,286.7,36692,128
T130,T132,Martin Piller,59,286.6,32388,113
T130,T132,Danny Lee,93,286.6,48149,168
T132,T134,Chris Stroud,82,286.3,45813,160
T132,T134,Webb Simpson,70,286.3,40075,140
T132,T134,Cameron Smith,73,286.3,34930,122
135,137,Steve Wheatcroft,85,286.2,46371,162
136,139,Chris Kirk,90,285.9,46313,162
T137,T141,Russell Knox,92,285.8,46292,162
T137,138,Matt Kuchar,100,285.8,54876,192
139,140,Scott Langley,65,285.7,35999,126
140,T141,Will MacKenzie,84,285.6,45699,160
141,143,Tyler Aldridge,83,285.2,45059,158
142,144,Cameron Tringale,81,285.1,41621,146
143,145,Jeff Overton,69,285.0,37050,130
144,146,David Lingmerth,84,284.8,41580,146
T145,T147,John Huh,86,284.7,48394,170
T145,T147,Erik Compton,65,284.7,35868,126
147,149,George McNeill,51,284.5,29022,102
148,150,Michael Kim,100,284.3,54595,192
149,151,Roberto Castro,97,284.2,55136,194
150,155,Ryan Moore,86,283.2,43615,154
151,153,Luke Donald,81,282.9,41306,146
152,154,Stuart Appleby,71,282.7,39010,138
153,156,D.A. Points,55,282.3,28791,102
154,157,Robert Allenby,51,282.2,28782,102
155,158,Alex Cejka,71,281.5,35475,126
156,159,Graeme McDowell,63,281.4,33773,120
157,160,Spencer Levin,104,281.3,54019,192
T158,T161,Rob Oppenheim,67,281.2,35156,125
T158,T161,David Hearn,95,281.2,51186,182
160,163,Jim Furyk,52,280.8,29203,104
161,164,D.H. Lee,61,280.4,31971,114
T162,T165,Ben Crane,80,280.3,40362,144
T162,T165,Freddie Jacobson,86,280.3,48219,172
T164,T167,Bryce Molder,80,280.2,43709,156
T164,T167,Ken Duke,58,280.2,30257,108
T164,T167,Mark Hubbard,101,280.2,54354,194
T167,T170,Zach Johnson,90,280.1,48185,172
T167,T170,Brendon Todd,66,280.1,35290,126
169,172,Peter Malnati,85,279.7,47549,170
170,173,Kevin Na,96,279.6,47531,170
T171,T174,Tim Wilkinson,72,279.3,37981,136
T171,T174,Chad Collins,73,279.3,40776,146
173,176,Dicky Pride,55,278.9,29561,106
174,177,Jerry Kelly,76,278.2,40063,144
175,178,Steve Stricker,53,278.0,29471,106
T176,T179,Brian Stuard,66,277.7,36657,132
T176,T179,Billy Hurley III,66,277.7,36657,132
178,181,Abraham Ancer,51,276.4,26534,96
179,182,Jason Bohn,67,276.3,37020,134
T180,T183,K.J. Choi,73,275.3,40190,146
T180,T183,Zac Blair,99,275.3,50113,182
182,185,Mark Wilson,66,274.7,34063,124
183,186,Jon Curran,99,271.9,51654,190
T184,T187,David Toms,62,269.7,33439,124
T184,T187,Colt Knost,90,269.7,44236,164
