RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
100,100,Hidemichi Tanaka,106,0.137,0.051,0.071,0.015,95
101,101,Robert Damron,89,0.133,0.016,-0.011,0.128,80
102,102,Tim Petrovic,97,0.126,-0.24,0.268,0.098,80
103,103,Mike Weir,71,0.109,-0.066,-0.346,0.521,47
104,,Padraig Harrington,50,0.102,-0.343,-0.031,0.476,41
105,104,Steve Lowery,100,0.097,0.113,0.098,-0.114,87
106,105,Roland Thatcher,75,0.096,0.422,-0.054,-0.272,68
107,106,Pat Perez,89,0.095,0.184,-0.178,0.09,74
108,107,Billy Andrade,83,0.088,0.031,0.12,-0.063,74
109,108,Robert Gamez,91,0.087,0.14,0.178,-0.232,81
110,109,Frank Lickliter II,100,0.082,0.075,0.058,-0.051,86
111,110,Neal Lancaster,95,0.08,0.135,-0.05,-0.005,86
112,111,Brian Bateman,98,0.075,-0.034,0.179,-0.07,86
113,112,Corey Pavin,77,0.069,-1.008,0.556,0.521,61
T114,T113,Glen Hnatiuk,59,0.061,-0.213,0.144,0.13,51
T114,T113,D.A. Points,94,0.061,0.191,0.124,-0.254,83
116,115,Brad Faxon,75,0.055,-0.459,0.415,0.099,58
117,116,Bob Tway,87,0.049,-0.013,0.075,-0.012,66
118,117,Chris Smith,93,0.044,0.376,-0.109,-0.223,86
119,118,Ben Crane,78,0.0,0.097,-0.215,0.119,65
120,119,Michael Allen,90,-0.011,-0.26,-0.03,0.279,77
121,120,John Daly,78,-0.027,0.192,-0.113,-0.106,56
122,121,Shaun Micheel,81,-0.034,0.052,0.14,-0.226,64
123,122,Cameron Beckman,96,-0.044,-0.05,-0.022,0.028,85
124,123,Jesper Parnevik,84,-0.063,0.0,-0.179,0.116,68
125,124,Phillip Price,77,-0.066,-0.347,0.163,0.117,64
126,125,Joe Ogilvie,103,-0.082,0.042,-0.254,0.13,79
127,126,Dean Wilson,86,-0.083,-0.27,0.14,0.046,80
128,127,Hunter Mahan,103,-0.092,0.249,-0.018,-0.323,93
129,128,Brendan Jones,81,-0.096,0.003,0.063,-0.161,73
130,129,Will MacKenzie,75,-0.108,-0.016,-0.085,-0.007,68
131,130,Duffy Waldorf,86,-0.114,-0.249,0.154,-0.019,71
132,131,Todd Hamilton,94,-0.143,0.199,-0.032,-0.31,75
133,132,Steve Jones,56,-0.174,-0.013,-0.035,-0.126,46
134,133,Kevin Na,88,-0.177,-0.262,-0.058,0.143,80
135,134,Lee Janzen,75,-0.19,-0.789,0.245,0.353,60
136,135,Paul Gow,78,-0.206,-0.328,-0.162,0.285,68
137,136,Rich Beem,66,-0.208,-0.049,-0.227,0.068,48
138,137,Kirk Triplett,55,-0.218,-0.039,-0.056,-0.124,44
139,138,Freddie Jacobson,72,-0.222,-0.281,0.096,-0.036,56
140,139,Franklin Langham,91,-0.228,-0.438,-0.025,0.234,77
141,140,D.J. Brigman,76,-0.229,0.117,-0.177,-0.169,62
142,141,Glen Day,80,-0.23,-0.113,-0.323,0.206,74
143,142,Hunter Haas,83,-0.243,-0.359,0.162,-0.046,73
144,143,Paul Claxton,79,-0.252,-0.119,-0.204,0.071,66
145,144,Andrew Magee,82,-0.259,-0.327,-0.028,0.096,71
146,145,Mark Wilson,74,-0.261,-0.336,-0.199,0.274,64
147,146,Tag Ridings,93,-0.27,0.054,-0.056,-0.267,84
148,147,Michael Long,72,-0.274,-0.011,-0.362,0.099,64
149,148,Bradley Hughes,52,-0.279,0.298,0.036,-0.613,49
150,149,Tom Byrum,83,-0.305,-0.255,0.073,-0.123,76
151,150,Mario Tiziani,67,-0.309,0.164,-0.09,-0.384,61
152,151,Kent Jones,99,-0.334,-0.216,-0.217,0.098,88
153,152,Paul Azinger,66,-0.335,-0.336,-0.267,0.268,59
154,153,Steve Allan,102,-0.341,-0.044,-0.392,0.095,89
155,154,Ryan Palmer,101,-0.345,0.053,-0.026,-0.372,81
156,155,Scott McCarron,78,-0.352,-0.103,-0.103,-0.146,61
157,156,Nick Watney,91,-0.354,0.082,-0.272,-0.163,80
158,157,Scott Hend,75,-0.356,0.173,-0.315,-0.215,65
159,158,Steve Stricker,62,-0.365,-0.909,0.144,0.4,59
160,159,Brenden Pappas,51,-0.377,-0.614,0.204,0.033,49
161,160,John Cook,72,-0.378,-0.171,-0.037,-0.17,59
162,161,Thomas Levet,54,-0.383,-0.572,0.117,0.072,36
163,162,Todd Fischer,99,-0.401,-0.329,-0.32,0.248,88
164,163,J.P. Hayes,63,-0.411,-0.589,0.011,0.167,53
165,164,Jim Carter,62,-0.417,-0.247,-0.294,0.125,55
166,165,Steve Flesch,90,-0.422,-0.17,-0.438,0.186,64
167,166,James Driscoll,73,-0.429,-0.078,-0.391,0.04,63
168,167,Mark Hensby,70,-0.446,0.055,-0.322,-0.179,50
169,168,Tom Gillis,77,-0.45,0.152,-0.365,-0.237,69
170,169,Matt Kuchar,60,-0.452,-0.096,-0.337,-0.018,56
171,170,Skip Kendall,80,-0.467,0.041,-0.448,-0.061,71
172,171,Kevin Stadler,96,-0.478,0.11,-0.189,-0.4,83
173,172,Dennis Paulson,63,-0.494,0.174,-0.683,0.014,57
174,173,Justin Bolli,65,-0.496,-0.118,-0.351,-0.026,59
175,174,Jeff Hart,63,-0.517,-0.477,-0.218,0.178,58
176,175,Charlie Wi,67,-0.539,-0.274,-0.415,0.15,61
177,176,José Coceres,56,-0.566,-0.049,-0.538,0.021,53
178,177,Matt Gogel,78,-0.578,-0.158,-0.364,-0.056,68
179,178,Patrick Sheehan,114,-0.581,-0.116,-0.144,-0.321,97
180,179,Larry Mize,54,-0.586,-0.215,-0.292,-0.079,46
181,180,Brian Gay,101,-0.62,-0.204,-0.523,0.106,93
182,181,Hideto Tanihara,50,-0.621,-0.247,-0.419,0.045,45
183,182,Danny Briggs,70,-0.626,-0.229,-0.407,0.009,62
184,183,Ian Poulter,62,-0.637,0.043,-0.31,-0.37,36
185,184,Bill Glasson,54,-0.661,-0.462,-0.107,-0.092,44
186,185,Bob Heintz,67,-0.678,-0.361,-0.464,0.147,62
187,186,Chris Anderson,66,-0.724,-0.276,-0.373,-0.076,58
188,187,Craig Perks,67,-0.757,-0.824,0.239,-0.173,59
189,188,Chris Riley,67,-0.785,-0.074,-0.919,0.208,43
190,189,Aaron Baddeley,84,-0.815,-0.726,-0.28,0.191,76
191,190,Ben Curtis,65,-0.857,-0.337,-0.269,-0.251,50
192,191,Mark Brooks,72,-0.879,-0.372,-0.733,0.226,63
193,192,Tjaart van der Walt,56,-0.898,-0.17,-0.656,-0.072,54
194,193,Hank Kuehne,84,-0.92,-0.047,-0.599,-0.275,75
195,194,Gavin Coles,70,-0.933,-0.527,-0.419,0.012,64
196,195,Brent Geiberger,61,-0.934,-0.238,-0.665,-0.031,52
197,196,Rob Rashell,65,-0.989,-0.453,-0.354,-0.181,55
198,197,Matt Davidson,53,-1.083,-0.301,-0.837,0.054,50
199,198,Mark O'Meara,66,-1.084,-0.363,-0.694,-0.027,52
200,199,John Elliott,58,-1.165,-0.138,-1.114,0.086,52
201,200,Jason Allred,75,-1.245,-0.675,-0.463,-0.108,64
202,201,Len Mattiace,86,-1.897,-0.495,-1.62,0.219,76
