RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,PAR OR BETTER,MISSED GIR
69,69,Jason Bohn,91,58.99,328,556
70,66,Kenny Perry,82,58.91,248,421
71,70,Jerry Kelly,101,58.87,355,603
T72,T72,Larry Mize,54,58.82,200,340
T72,T72,Aaron Baddeley,84,58.82,340,578
74,74,Harrison Frazar,105,58.72,357,608
75,75,Paul Gow,78,58.7,297,506
76,76,Joey Sindelar,104,58.5,344,588
77,78,Joe Ogilvie,103,58.47,397,679
78,79,Brendan Jones,81,58.44,277,474
79,80,Mark Brooks,72,58.43,305,522
80,81,John Senden,101,58.42,333,570
81,T82,Mike Weir,71,58.41,264,452
82,84,Todd Fischer,99,58.35,395,677
83,85,Chris Riley,67,58.33,273,468
84,86,Nick Watney,91,58.3,316,542
85,88,Mario Tiziani,67,58.23,230,395
86,77,Tim Clark,92,58.21,326,560
T87,T89,Tim Petrovic,97,58.19,341,586
T87,T89,J.L. Lewis,98,58.19,348,598
89,91,K.J. Choi,78,58.17,274,471
90,92,Neal Lancaster,95,58.11,344,592
91,93,Freddie Jacobson,72,58.09,280,482
92,94,Geoff Ogilvy,97,58.06,324,558
93,95,Robert Damron,89,58.03,336,579
94,96,Tom Byrum,83,58.02,304,524
95,97,Jeff Brehaut,71,58.01,210,362
96,98,Bob Heintz,67,57.96,273,471
97,99,Brad Faxon,75,57.94,281,485
98,100,Vaughn Taylor,99,57.84,354,612
99,101,Jonathan Byrd,103,57.78,364,630
100,102,D.A. Points,94,57.75,328,568
T101,T103,Lee Janzen,75,57.72,273,473
T101,T103,Greg Owen,84,57.72,273,473
103,T82,Sean O'Hair,103,57.71,337,584
104,105,Billy Andrade,83,57.7,311,539
105,106,J.J. Henry,102,57.51,314,546
T106,T107,Len Mattiace,86,57.5,387,673
T106,T107,Matt Gogel,78,57.5,295,513
108,109,Rory Sabbatini,81,57.48,315,548
109,110,Zach Johnson,96,57.37,327,570
110,118,Mark Calcavecchia,92,57.32,317,553
111,119,Scott Verplank,87,57.23,297,519
112,111,Hunter Haas,83,57.14,292,511
113,112,Tommy Armour III,103,57.12,337,590
114,113,Bo Van Pelt,112,57.1,358,627
115,114,Joe Durant,81,57.08,242,424
116,115,Jay Haas,54,56.98,200,351
117,117,Steve Allan,102,56.94,361,634
118,87,David Toms,87,56.86,257,452
T119,T120,Skip Kendall,80,56.79,297,523
T119,T120,Woody Austin,100,56.79,364,641
121,122,Tom Lehman,69,56.78,222,391
122,124,Cameron Beckman,96,56.6,330,583
123,123,Bart Bryant,91,56.58,288,509
124,126,Brandt Jobe,96,56.57,323,571
125,125,Franklin Langham,91,56.56,332,587
126,127,Tjaart van der Walt,56,56.47,192,340
127,128,Robert Gamez,91,56.43,329,583
128,129,John Huston,90,56.37,314,557
129,116,Lucas Glover,88,56.26,283,503
130,130,Patrick Sheehan,114,56.18,409,728
131,T138,Retief Goosen,71,56.15,201,358
132,131,Jonathan Kaye,77,56.08,249,444
133,132,Roland Thatcher,75,56.0,224,400
134,133,Rod Pampling,89,55.96,291,520
T135,T134,Briny Baird,98,55.93,297,531
T135,T134,Jim Carter,62,55.93,231,413
137,136,Steve Lowery,100,55.9,341,610
138,137,Kent Jones,99,55.89,337,603
139,T138,Andrew Magee,82,55.86,305,546
T140,T140,Paul Azinger,66,55.82,259,464
T140,T140,Will MacKenzie,75,55.82,254,455
142,142,Alex Cejka,84,55.73,282,506
143,143,Steve Jones,56,55.7,210,377
T144,144,Chad Campbell,95,55.66,290,521
T144,145,Justin Bolli,65,55.66,246,442
146,146,Paul Claxton,79,55.49,278,501
147,147,Michael Allen,90,55.45,336,606
148,148,Duffy Waldorf,86,55.44,275,496
149,149,Danny Briggs,70,55.43,245,442
150,166,Adam Scott,72,55.36,222,401
151,150,Bill Glasson,54,55.26,184,333
152,151,Peter Lonard,85,55.19,298,540
T153,T152,Tom Gillis,77,55.17,267,484
T153,T152,Chris Anderson,66,55.17,240,435
155,154,Matt Davidson,53,55.05,207,376
156,155,Brett Wetterich,76,54.98,232,422
157,156,Shaun Micheel,81,54.93,273,497
158,158,Ted Purdy,122,54.89,421,767
159,157,Steve Flesch,90,54.85,311,567
160,159,Scott Gutschewski,86,54.81,262,478
161,160,Scott McCarron,78,54.77,270,493
162,161,Arjun Atwal,65,54.74,225,411
163,162,Tag Ridings,93,54.72,313,572
164,163,Brent Geiberger,61,54.64,212,388
165,164,Kevin Stadler,96,54.61,320,586
166,165,Rob Rashell,65,54.51,260,477
167,167,Jeff Maggert,79,54.47,250,459
T168,T168,Fred Couples,72,54.38,211,388
T168,T168,D.J. Trahan,81,54.38,242,445
170,,Padraig Harrington,50,54.35,175,322
171,170,Ryan Palmer,101,54.3,328,604
172,171,Craig Barlow,81,54.11,250,462
173,172,Glen Hnatiuk,59,54.09,172,318
174,173,Robert Allenby,95,53.99,264,489
175,174,John Rollins,97,53.92,316,586
T176,T175,Ben Curtis,65,53.59,239,446
T176,T175,Brian Bateman,98,53.59,321,599
178,177,Lee Westwood,50,53.53,167,312
179,178,Michael Long,72,53.15,236,444
180,179,Ian Poulter,62,53.13,204,384
181,180,Todd Hamilton,94,53.11,316,595
T182,T181,Hank Kuehne,84,53.06,295,556
T182,T181,Joey Snyder III,102,53.06,295,556
184,183,Jason Allred,75,53.01,282,532
185,184,John Cook,72,52.97,241,455
186,185,Frank Lickliter II,100,52.94,315,595
187,186,Bradley Hughes,52,52.89,174,329
188,187,David Hearn,68,52.82,206,390
189,188,Rich Beem,66,52.57,215,409
190,189,Hideto Tanihara,50,52.52,177,337
191,190,Dennis Paulson,63,52.34,224,428
192,191,John Daly,78,52.06,265,509
193,192,D.J. Brigman,76,51.81,243,469
194,193,Hunter Mahan,103,51.74,313,605
195,194,Thomas Levet,54,51.49,190,369
196,195,Scott Hend,75,51.45,249,484
197,196,Brenden Pappas,51,51.39,166,323
198,197,Mark Hensby,70,50.88,231,454
199,198,John Elliott,58,50.61,208,411
200,199,Charles Warren,89,50.52,245,485
201,200,Chris Smith,93,50.1,258,515
202,201,Craig Perks,67,47.75,212,444
