RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES
T108,T106,Kevin Sutherland,89,287.7,50059,174
T110,T108,Thomas Levet,54,287.2,30448,106
T110,T108,Todd Hamilton,94,287.2,52277,182
112,111,Tommy Armour III,103,287.1,59149,206
113,112,Joey Sindelar,104,286.9,59668,208
T114,T113,Bob Tway,87,286.6,47568,166
T114,T113,Jeff Brehaut,71,286.6,38401,134
T114,T113,Alex Cejka,84,286.6,46435,162
117,116,Richard Johnson,50,286.3,28629,100
T118,T117,Glen Day,80,286.1,44630,156
T118,T117,Tim Petrovic,97,286.1,53216,186
120,119,Cameron Beckman,96,286.0,52624,184
121,120,Tom Lehman,69,285.9,38305,134
T122,T121,Stephen Ames,82,285.8,45152,158
T122,T121,Mario Tiziani,67,285.8,37153,130
T122,T121,Craig Perks,67,285.8,37148,130
125,124,Lee Janzen,75,285.7,41705,146
126,125,Stewart Cink,98,285.5,51394,180
127,126,Dudley Hart,84,285.4,47951,168
128,127,Justin Leonard,78,285.2,42777,150
T129,T128,Charlie Wi,67,285.1,37065,130
T129,T128,Steve Stricker,62,285.1,35358,124
131,130,Joe Ogilvie,103,284.9,56420,198
132,131,Ian Poulter,62,284.8,31893,112
T133,T133,Paul Azinger,66,284.6,37565,132
T133,T133,Tom Gillis,77,284.6,42689,150
T135,T135,Hideto Tanihara,50,284.5,27310,96
T135,T135,Jeff Maggert,79,284.5,42110,148
T135,132,Luke Donald,67,284.5,34134,120
138,137,Steve Flesch,90,284.2,48307,170
139,138,Bill Glasson,54,284.0,29537,104
T140,139,Tjaart van der Walt,56,283.8,31790,112
T140,140,Tim Clark,92,283.8,49375,174
T142,T141,Darron Stiles,78,283.6,43105,152
T142,T141,Phillip Price,77,283.6,41402,146
T142,T141,Bob Estes,92,283.6,52182,184
T145,T144,Steve Elkington,67,283.5,37995,134
T145,T144,Arron Oberholser,65,283.5,35715,126
147,148,Bart Bryant,91,283.2,51549,182
148,146,Glen Hnatiuk,59,283.1,31138,110
149,147,Duffy Waldorf,86,283.0,46405,164
150,149,Hidemichi Tanaka,106,282.2,57560,204
151,150,Billy Andrade,83,282.0,46807,166
152,151,Dean Wilson,86,281.9,48487,172
T153,T152,Paul Claxton,79,281.7,44513,158
T153,T152,J.P. Hayes,63,281.7,35489,126
T155,T154,Jerry Kelly,101,281.5,55744,198
T155,T154,Jay Williamson,53,281.5,29836,106
T155,T154,Brian Davis,75,281.5,42221,150
158,157,Mike Weir,71,281.3,37138,132
T159,T158,Franklin Langham,91,281.2,48923,174
T159,164,Scott Verplank,87,281.2,48363,172
T159,T158,Heath Slocum,103,281.2,55669,198
T162,T160,Robert Gamez,91,281.1,51160,182
T162,T160,Brent Geiberger,61,281.1,33172,118
164,T162,Chris DiMarco,83,281.0,42155,150
165,T162,Matt Davidson,53,280.9,29779,106
166,165,Rob Rashell,65,280.7,36492,130
T167,T166,Kevin Na,88,280.5,48245,172
T167,T166,Steve Jones,56,280.5,30299,108
169,168,Matt Gogel,78,280.3,42611,152
T170,169,Jim Furyk,94,280.0,52089,186
T170,T170,Ben Curtis,65,280.0,36405,130
T170,T170,Matt Kuchar,60,280.0,33602,120
173,172,Olin Browne,99,278.9,52997,190
174,173,Mark Wilson,74,278.6,39005,140
175,174,Doug Barron,70,278.4,38973,140
176,175,Jeff Sluman,94,278.3,52327,188
177,176,Chris Anderson,66,278.1,34482,124
T178,T177,Paul Gow,78,278.0,41143,148
T178,T177,Len Mattiace,86,278.0,46703,168
T178,T177,Chris Riley,67,278.0,35580,128
181,180,Robert Damron,89,277.5,49397,178
182,181,Stephen Leaney,89,277.4,47716,172
183,182,Mark O'Meara,66,277.1,36581,132
184,183,José Coceres,56,276.4,29856,108
T185,T184,Danny Briggs,70,276.1,37550,136
T185,T184,Jim Carter,62,276.1,33129,120
T187,T186,Skip Kendall,80,276.0,43053,156
T187,T186,Jay Haas,54,276.0,28150,102
T187,T186,Kirk Triplett,55,276.0,28701,104
T187,T186,Todd Fischer,99,276.0,53547,194
191,190,Omar Uresti,84,275.8,46339,168
192,191,Larry Mize,54,275.7,27565,100
193,192,Brian Gay,101,275.4,54525,198
194,193,Brad Faxon,75,274.7,39001,142
195,194,Tom Byrum,83,274.3,45540,166
196,195,John Cook,72,272.6,38158,140
T197,197,Fred Funk,102,270.0,54530,202
T197,196,Loren Roberts,54,270.0,28625,106
199,198,Mark Brooks,72,269.1,38756,144
200,199,Gavin Coles,70,267.7,37471,140
201,200,Jeff Hart,63,265.7,32411,122
202,201,Corey Pavin,77,258.7,37776,146
