RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,GREENS HIT,# HOLES,RELATIVE/PAR
170,172,Steve Wheatcroft,74,63.47,754,1188,-0.25
171,170,Brian Gay,101,63.44,1119,1764,-0.27
172,171,Chad Collins,87,63.29,900,1422,-0.27
173,169,Chris Wilson,65,63.28,672,1062,-0.21
174,173,Nathan Green,86,63.18,978,1548,-0.24
175,174,Brian Davis,101,63.09,1147,1818,-0.24
176,178,Steve Flesch,78,62.76,836,1332,-0.25
177,179,Vance Veazey,58,62.71,587,936,-0.22
178,177,Craig Bowden,56,62.64,575,918,-0.18
179,175,Skip Kendall,58,62.56,563,900,-0.23
180,176,Kevin Johnson,62,62.5,630,1008,-0.21
181,180,Ian Poulter,55,62.47,551,882,-0.23
182,181,Brandt Snedeker,89,62.36,999,1602,-0.31
183,186,Derek Lamely,81,61.93,836,1350,-0.25
184,182,Padraig Harrington,57,61.9,624,1008,-0.29
185,183,Stuart Appleby,101,61.84,1102,1782,-0.26
186,184,Rich Barcelo,70,61.72,711,1152,-0.27
187,185,Daniel Chopra,74,61.64,821,1332,-0.27
188,188,Greg Kraft,52,60.63,502,828,-0.19
189,187,Matt Bettencourt,91,60.17,899,1494,-0.3
190,189,Brad Faxon,58,59.05,574,972,-0.26
191,190,Jerod Turner,54,58.94,488,828,-0.25
192,191,Mike Weir,59,57.89,594,1026,-0.26
