RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
T115,119,Chad Collins,66,59.31,513,865
117,121,Bill Haas,92,59.27,703,1186
118,124,Xander Schauffele,96,58.82,757,1287
119,117,Kevin Chappell,95,58.78,740,1259
120,122,Jon Rahm,90,58.66,681,1161
121,120,Hideki Matsuyama,83,58.61,626,1068
122,123,Charley Hoffman,112,58.56,886,1513
123,125,Branden Grace,70,58.47,518,886
124,126,Bryson DeChambeau,91,58.34,724,1241
125,136,Justin Rose,66,58.32,522,895
126,128,Brian Campbell,55,58.2,415,713
127,129,Tag Ridings,67,58.18,480,825
128,T130,Cameron Tringale,89,58.15,674,1159
129,127,Marc Leishman,94,57.94,730,1260
130,133,Wesley Bryan,95,57.87,735,1270
131,134,Retief Goosen,52,57.79,371,642
132,135,Ryan Palmer,61,57.76,428,741
133,132,Jhonattan Vegas,95,57.67,729,1264
134,137,Bryce Molder,74,57.6,595,1033
135,138,Robert Streb,98,57.58,756,1313
136,139,Tony Finau,106,57.53,837,1455
137,140,Jamie Lovemark,98,57.39,769,1340
138,141,Patrick Reed,107,57.18,800,1399
139,142,Byeong Hun An,77,57.17,574,1004
140,143,Matt Jones,64,57.09,447,783
141,144,Scott Stallings,81,57.04,612,1073
142,145,Si Woo Kim,80,57.03,600,1052
143,146,Dustin Johnson,77,56.97,560,983
144,147,Adam Scott,58,56.65,460,812
145,148,Jimmy Walker,68,56.59,485,857
146,149,Dominic Bozzelli,69,56.57,512,905
147,150,Luke Donald,50,56.5,378,669
148,151,Brad Fritsch,56,56.4,410,727
149,152,Cameron Smith,86,56.26,643,1143
150,153,Ernie Els,52,56.2,408,726
151,154,Nicholas Lindheim,58,56.19,440,783
152,156,Grayson Murray,94,56.01,704,1257
153,157,Tom Hoge,54,55.99,360,643
154,155,Brooks Koepka,88,55.8,625,1120
155,159,Andres Gonzales,73,55.75,538,965
156,160,Nick Watney,75,55.67,535,961
157,161,Luke List,102,55.63,761,1368
158,162,Derek Fathauer,81,55.49,581,1047
159,163,Whee Kim,74,55.37,557,1006
160,164,Stewart Cink,93,55.13,715,1297
161,165,Rory McIlroy,51,55.06,370,672
T162,170,Justin Thomas,86,55.05,610,1108
T162,166,Phil Mickelson,85,55.05,616,1119
164,167,Smylie Kaufman,76,54.79,543,991
165,168,Cody Gribble,79,54.77,591,1079
166,169,Charles Howell III,86,54.72,626,1144
167,171,Trey Mullinax,88,54.59,625,1145
168,173,Sebastián Muñoz,51,54.45,373,685
169,174,Camilo Villegas,76,54.37,548,1008
170,175,Ricky Barnes,100,54.32,698,1285
171,176,Charl Schwartzel,63,54.31,454,836
172,172,Jason Day,71,53.94,500,927
173,177,Seamus Power,86,53.27,594,1115
174,178,Gonzalo Fernandez-Castaño,63,53.26,417,783
175,179,Seung-Yul Noh,91,53.09,645,1215
176,180,Patrick Rodgers,76,52.9,547,1034
177,181,Martin Flores,88,52.79,597,1131
178,182,Patton Kizzire,84,52.54,558,1062
179,183,Kevin Tway,96,52.48,646,1231
180,184,Brandon Hagy,85,52.46,565,1077
181,185,Aaron Baddeley,61,52.25,418,800
182,186,Carl Pettersson,63,51.94,428,824
183,187,Ryo Ishikawa,56,51.92,405,780
184,188,Ryan Brehm,83,51.9,559,1077
185,189,Ollie Schniederjans,92,51.89,631,1216
186,190,Harris English,84,51.42,545,1060
187,191,J.B. Holmes,83,51.27,545,1063
188,192,Matt Every,76,48.41,473,977
189,193,Andrew Loupe,55,45.93,333,725
190,194,Steven Bowditch,59,45.37,348,767
