RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,PAR OR BETTER,MISSED GIR
116,119,Graeme McDowell,56,58.09,219,377
117,120,Hunter Mahan,73,58.06,263,453
118,121,Stewart Cink,93,57.93,303,523
119,T124,Jason Dufner,89,57.85,280,484
120,122,Ryo Ishikawa,56,57.84,214,370
121,116,Jason Day,71,57.77,249,431
122,123,Dominic Bozzelli,69,57.75,257,445
123,T124,Tag Ridings,67,57.73,209,362
124,97,Jhonattan Vegas,95,57.61,318,552
125,132,Xander Schauffele,96,57.55,305,530
126,127,Russell Knox,75,57.48,242,421
127,129,Bryson DeChambeau,91,57.32,317,553
128,130,Sean O'Hair,84,57.28,291,508
129,131,Jimmy Walker,68,57.25,229,400
130,T133,Brian Stuard,93,57.14,328,574
131,126,Russell Henley,99,57.12,321,562
132,135,Jason Bohn,75,57.11,269,471
133,136,Ryan Brehm,83,57.08,258,452
134,137,Martin Flores,88,57.01,244,428
135,138,Sung Kang,104,56.98,355,623
136,139,Harold Varner III,101,56.94,328,576
137,140,Sebastián Muñoz,51,56.92,185,325
138,141,Ryan Palmer,61,56.88,182,320
139,T133,Kevin Chappell,95,56.84,320,563
140,142,Jonathan Randolph,68,56.77,239,421
141,143,Ryan Moore,82,56.74,282,497
142,144,Brian Campbell,55,56.68,191,337
143,145,J.J. Henry,92,56.66,268,473
144,146,Nicholas Lindheim,58,56.65,196,346
145,147,J.B. Holmes,83,56.64,290,512
146,148,Charley Hoffman,112,56.55,367,649
147,149,William McGirt,89,56.53,277,490
148,150,Graham DeLaet,82,56.51,243,430
149,151,Ken Duke,77,56.47,262,464
150,152,Brad Fritsch,56,56.42,189,335
151,154,Luke List,102,56.33,307,545
152,155,Boo Weekley,75,56.31,232,412
153,160,Brooks Koepka,88,56.27,296,526
154,156,Trey Mullinax,88,56.26,274,487
T155,T157,Daniel Summerhays,100,56.22,348,619
T155,T157,Byeong Hun An,77,56.22,262,466
157,159,Jim Herman,77,56.15,242,431
158,161,Blayne Barber,77,55.8,231,414
159,162,Johnson Wagner,71,55.73,209,375
160,163,Emiliano Grillo,90,55.71,288,517
161,164,Ernie Els,52,55.69,225,404
162,165,D.A. Points,68,55.67,226,406
163,166,Shane Lowry,52,55.59,159,286
164,167,Hudson Swafford,94,55.53,286,515
165,168,Scott Stallings,81,55.51,247,445
166,169,Danny Lee,93,55.43,301,543
167,170,Si Woo Kim,80,55.41,302,545
168,171,Bubba Watson,71,55.34,233,421
169,172,Smylie Kaufman,76,55.18,245,444
170,173,Anirban Lahiri,72,55.06,261,474
171,174,Robert Garrigus,78,54.94,217,395
172,175,Cody Gribble,79,54.74,283,517
173,176,Chris Kirk,89,54.73,272,497
174,177,Miguel Angel Carballo,63,54.72,197,360
175,178,Billy Horschel,88,54.33,270,497
176,179,Patton Kizzire,84,54.31,271,499
177,180,Rick Lamb,54,54.03,161,298
178,181,Carl Pettersson,63,53.91,241,447
179,182,Jason Kokrak,95,53.87,306,568
180,183,Derek Fathauer,81,53.78,270,502
181,184,Grayson Murray,94,53.77,314,584
182,185,Patrick Rodgers,76,53.63,244,455
183,186,Kelly Kraft,75,53.5,252,471
184,187,Rod Pampling,71,52.83,243,460
185,188,Steven Bowditch,59,51.96,239,460
186,189,Søren Kjeldsen,58,51.64,173,335
187,191,Andrew Loupe,55,50.27,189,376
188,192,Brett Stegmaier,78,50.11,228,455
189,193,Scott Piercy,70,49.88,200,401
190,194,Matt Every,76,48.01,241,502
