RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,PAR OR BETTER,MISSED GIR
100,101,Robert Damron,91,57.62,344,597
101,102,Freddie Jacobson,56,57.58,209,363
102,103,Jonathan Kaye,95,57.55,301,523
103,97,Zach Johnson,98,57.52,302,525
104,104,Daisuke Maruyama,83,57.5,276,480
T105,T105,Daniel Chopra,110,57.47,404,703
T105,T105,Shane Bertsch,104,57.47,381,663
107,108,Mark Brooks,90,57.41,341,594
108,T128,Retief Goosen,68,57.37,214,373
109,110,Henrik Bjornstad,97,57.31,349,609
110,111,Brad Faxon,78,57.22,337,589
111,112,Steve Lowery,99,57.21,345,603
112,113,David McKenzie,82,57.11,281,492
113,114,Arjun Atwal,97,57.07,351,615
114,116,Paul Stankowski,70,56.98,245,430
115,117,Charles Howell III,96,56.92,325,571
116,94,Ben Curtis,86,56.88,306,538
117,119,Todd Fischer,101,56.76,382,673
118,120,Kris Cox,83,56.73,278,490
119,121,Jason Schultz,77,56.54,281,497
120,122,Ben Crane,85,56.49,309,547
T121,T123,Eric Axley,91,56.47,310,549
T121,T123,Marco Dawson,87,56.47,310,549
123,125,Camilo Villegas,95,56.45,328,581
124,126,Briny Baird,81,56.42,233,413
125,T128,Mathias Grönberg,92,56.34,302,536
126,130,Greg Chalmers,71,56.28,278,494
127,131,Shaun Micheel,96,56.27,305,542
128,132,D.J. Trahan,92,56.26,328,583
129,127,Lucas Glover,105,56.23,334,594
130,134,Mark Calcavecchia,94,56.22,357,635
T131,T135,Robert Allenby,79,56.18,250,445
T131,T135,D.A. Points,82,56.18,300,534
T133,137,Kirk Triplett,58,56.0,196,350
T133,140,Joe Durant,101,56.0,308,550
135,138,Robert Gamez,94,55.97,333,595
136,139,Kent Jones,103,55.89,351,628
137,141,Charley Hoffman,100,55.86,329,589
138,142,Phil Mickelson,74,55.84,220,394
139,143,Sean O'Hair,100,55.79,347,622
140,145,Jon Mills,68,55.76,247,443
141,146,Heath Slocum,96,55.66,300,539
142,147,Bart Bryant,87,55.46,269,485
143,148,Len Mattiace,59,55.38,242,437
T144,T149,Bob May,65,55.36,191,345
T144,T149,Vaughn Taylor,88,55.36,315,569
146,151,Mathew Goggin,72,55.31,229,414
147,T152,Bob Tway,81,55.27,278,503
148,154,Tim Herron,82,55.23,301,545
149,133,Davis Love III,85,55.14,252,457
T150,T155,Fred Couples,52,55.13,172,312
T150,T155,Hunter Mahan,98,55.13,317,575
152,157,Olin Browne,108,55.09,368,668
153,158,Jeff Brehaut,100,55.04,311,565
154,159,Brandt Jobe,91,54.91,285,519
155,160,Tom Lehman,70,54.89,202,368
156,161,Alex Cejka,93,54.82,290,529
157,144,J.J. Henry,96,54.78,292,533
158,162,Robert Garrigus,85,54.73,289,528
159,163,Craig Barlow,77,54.67,246,450
T160,T164,James Driscoll,80,54.58,304,557
T160,T164,Tag Ridings,103,54.58,381,698
162,166,Kenny Perry,73,54.57,221,405
163,167,Carlos Franco,86,54.55,294,539
164,168,Ian Leggatt,80,54.47,274,503
165,169,Will MacKenzie,91,54.44,276,507
166,170,Pat Perez,50,54.4,173,318
167,T171,Ron Whittaker,81,54.24,262,483
168,173,Ted Purdy,103,54.09,324,599
169,174,Hidemichi Tanaka,74,54.07,299,553
170,175,Jason Gore,86,53.85,301,559
171,176,Nicholas Thompson,96,53.79,312,580
172,177,Tommy Armour III,65,53.77,228,424
173,178,David Howell,52,53.69,160,298
174,179,Rich Beem,85,53.66,271,505
175,180,Jimmy Walker,60,53.65,213,397
176,181,"John Engler, Jr.",69,53.61,260,485
177,182,Joey Sindelar,90,53.54,272,508
T178,183,Jeff Maggert,81,53.47,270,505
T178,T171,Brett Wetterich,82,53.47,254,475
180,184,Ryan Hietala,61,53.07,225,424
181,185,Bubba Dickerson,98,53.03,315,594
182,186,John Rollins,93,52.97,294,555
183,187,Sergio Garcia,59,52.8,170,322
184,188,Lee Janzen,79,52.76,277,525
185,189,Chris Smith,67,52.7,195,370
186,190,John Daly,51,52.46,181,345
187,191,David Duval,71,52.42,260,496
188,192,J.B. Holmes,81,51.98,250,481
189,193,Vance Veazey,59,51.96,212,408
190,194,Scott Gutschewski,53,51.63,158,306
191,195,Todd Hamilton,72,51.34,287,559
192,196,Michael Connell,51,51.29,159,310
193,197,Alex Aragon,63,50.78,228,449
194,198,"Wes Short, Jr.",96,49.5,300,606
195,199,Roger Tambellini,64,49.47,188,380
196,200,Chris Couch,75,49.02,224,457
