RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,PAR OR BETTER,MISSED GIR
108,109,Ken Duke,87,56.92,329,578
109,110,Nicholas Thompson,99,56.89,326,573
110,111,Y.E. Yang,56,56.65,213,376
111,112,Pat Perez,69,56.64,226,399
112,114,J.J. Henry,83,56.53,264,467
T113,T115,Padraig Harrington,52,56.52,195,345
T113,T115,Matt Every,89,56.52,312,552
115,117,John Merrick,79,56.51,269,476
116,118,Colt Knost,69,56.47,253,448
117,119,Tim Herron,45,56.44,184,326
118,120,D.J. Trahan,48,56.39,150,266
119,106,Adam Scott,61,56.38,190,337
120,121,Johnson Wagner,64,56.36,217,385
121,113,Nick Watney,88,56.35,275,488
122,123,Martin Laird,68,56.18,250,445
T123,T124,Camilo Villegas,79,56.12,252,449
T123,T124,Doug LaBelle II,72,56.12,252,449
125,126,Harris English,95,56.11,326,581
126,127,Ben Kohles,75,56.08,249,444
127,129,Rod Pampling,46,55.97,150,268
128,130,James Hahn,78,55.96,263,470
129,128,D.A. Points,87,55.92,326,583
130,131,Scott Brown,65,55.71,234,420
131,142,Billy Horschel,96,55.69,313,562
132,132,Geoff Ogilvy,57,55.67,216,388
133,133,Ryan Palmer,79,55.63,267,480
134,135,Ángel Cabrera,73,55.43,255,460
135,134,Boo Weekley,100,55.35,305,551
136,136,Brad Fritsch,81,55.29,256,463
137,137,Bobby Gates,49,55.15,166,301
138,138,Henrik Norlander,70,55.14,220,399
139,139,Scott Stallings,79,55.07,277,503
140,122,Charl Schwartzel,69,55.02,230,418
141,140,Ben Curtis,59,54.99,204,371
142,143,Greg Owen,73,54.79,240,438
143,144,Kevin Stadler,83,54.75,242,442
144,T145,Jason Bohn,70,54.69,245,448
145,147,Rory McIlroy,56,54.68,187,342
146,148,Brandt Jobe,62,54.65,194,355
147,149,Carl Pettersson,82,54.6,297,544
148,T145,Gary Woodland,94,54.58,292,535
149,150,Jim Herman,59,54.57,173,317
150,151,Bubba Watson,76,54.48,219,402
151,152,Luke List,65,54.0,223,413
152,153,Tommy Gainey,84,53.99,318,589
153,154,John Senden,79,53.97,258,478
154,155,Charley Hoffman,84,53.83,281,522
155,156,Kyle Stanley,71,53.72,224,417
156,157,Will Claxton,67,53.47,208,389
157,158,Josh Teater,86,53.44,264,494
158,159,Seung-Yul Noh,71,53.36,230,431
159,160,Bo Van Pelt,72,53.35,231,433
160,161,Ryo Ishikawa,72,53.27,228,428
161,162,Scott Piercy,78,53.24,271,509
162,163,Ricky Barnes,74,53.23,198,372
163,169,Dustin Johnson,71,53.22,223,419
164,T164,Stewart Cink,71,53.16,219,412
165,166,Bud Cauley,67,53.04,218,411
166,167,Michael Bradley,56,53.0,168,317
167,168,Andrew Svoboda,46,52.96,143,270
168,T170,Robert Allenby,58,52.77,200,379
169,172,Sean O'Hair,56,52.74,202,383
170,173,Charlie Beljan,62,52.66,208,395
171,174,Martin Kaymer,61,52.59,193,367
172,175,David Mathis,71,52.39,230,439
173,176,Scott Gardiner,61,51.97,198,381
174,177,Lucas Glover,65,51.91,204,393
175,178,Justin Hicks,79,51.89,220,424
176,179,Sangmoon Bae,83,51.85,281,542
177,180,Eric Meierdierks,48,50.54,140,277
178,182,Nicolas Colsaerts,50,49.82,140,281
179,183,Derek Ernst,58,49.34,186,377
180,184,Robert Garrigus,69,48.74,193,396
