RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:PUTTING,MEASURED ROUNDS
50,51,"Ted Potter, Jr.",65,0.247,13.565,55
51,44,Kevin Streelman,86,0.246,16.735,68
52,52,Erik Compton,74,0.234,15.213,65
53,53,Brian Davis,91,0.232,19.228,83
54,54,William McGirt,75,0.229,16.251,71
55,55,Daniel Summerhays,83,0.221,17.267,78
56,56,Ben Curtis,59,0.211,9.689,46
57,57,Jerry Kelly,75,0.198,12.687,64
58,58,Morgan Hoffmann,64,0.193,10.24,53
59,59,Jason Bohn,70,0.185,12.192,66
60,77,Jordan Spieth,82,0.182,12.183,67
61,60,Ian Poulter,59,0.177,6.906,39
62,61,Charlie Wi,75,0.176,11.63,66
63,62,Tom Gillis,69,0.173,10.396,60
64,63,Brian Harman,89,0.147,11.191,76
T65,T64,J.J. Henry,83,0.146,10.78,74
T65,T64,Scott Stallings,79,0.146,9.62,66
67,66,Matt Jones,83,0.145,10.147,70
68,67,Martin Kaymer,61,0.137,5.77,42
69,68,Graeme McDowell,53,0.136,5.027,37
70,70,Charley Hoffman,84,0.128,9.35,73
71,71,Fabián Gómez,65,0.124,6.947,56
72,72,Cameron Percy,68,0.121,6.908,57
73,73,Andres Romero,63,0.117,6.092,52
74,75,Cameron Tringale,80,0.104,7.766,75
75,76,Vaughn Taylor,50,0.103,4.118,40
76,69,Graham DeLaet,94,0.1,8.078,81
77,74,Jim Furyk,80,0.092,5.901,64
78,78,Tommy Gainey,84,0.089,6.682,75
T79,T79,Marc Leishman,77,0.08,5.144,64
T79,T79,Martin Flores,83,0.08,6.065,76
81,81,Ángel Cabrera,73,0.069,3.943,57
T82,T82,Andrew Svoboda,46,0.067,2.342,35
T82,T82,Brian Stuard,78,0.067,4.232,63
84,84,John Merrick,79,0.063,4.317,68
85,85,Gary Woodland,94,0.062,5.105,83
86,86,Tim Clark,64,0.058,2.497,43
87,87,Tag Ridings,69,0.053,3.08,58
88,88,Ben Kohles,75,0.051,3.144,62
89,89,Scott Langley,79,0.04,2.58,64
90,T90,Justin Bolli,59,0.038,1.744,46
91,92,D.H. Lee,65,0.037,2.134,58
92,T90,Brendon de Jonge,110,0.03,2.936,97
93,93,Brendan Steele,86,0.028,2.119,77
94,94,Ben Crane,62,0.024,1.321,55
95,95,Josh Teater,86,0.022,1.368,61
96,96,Bobby Gates,49,0.011,0.401,38
97,104,Nick Watney,88,0.006,0.445,73
98,122,Henrik Stenson,65,0.004,0.171,44
99,97,Troy Matteson,68,0.003,0.196,59
100,98,James Hahn,78,0.002,0.153,67
101,99,Robert Streb,75,0.0,-0.003,62
102,100,Brandt Jobe,62,-0.002,-0.08,53
T103,T101,Chez Reavie,72,-0.009,-0.584,67
T103,T101,David Lingmerth,68,-0.009,-0.526,57
105,103,Dicky Pride,71,-0.011,-0.652,59
106,106,Alistair Presnell,59,-0.02,-0.909,46
107,107,Ken Duke,87,-0.026,-1.917,75
T108,108,Jin Park,52,-0.027,-1.14,43
T108,105,Adam Scott,61,-0.027,-1.174,44
T110,T109,George McNeill,68,-0.028,-1.807,64
T110,T109,Carl Pettersson,82,-0.028,-1.797,64
T110,T109,Ryan Moore,72,-0.028,-1.568,57
113,112,Pat Perez,69,-0.039,-2.515,64
114,113,Tim Herron,45,-0.041,-1.816,44
115,T114,Steven Bowditch,67,-0.046,-2.675,58
116,118,Y.E. Yang,56,-0.069,-2.827,41
117,119,Matt Every,89,-0.092,-7.372,80
118,120,Rory McIlroy,56,-0.093,-3.796,41
119,121,Bubba Watson,76,-0.096,-5.642,59
120,117,Dustin Johnson,71,-0.101,-5.14,51
121,123,Jason Kokrak,78,-0.119,-8.601,72
122,124,Michael Thompson,66,-0.12,-6.336,53
123,125,Martin Laird,68,-0.127,-6.723,53
124,126,Padraig Harrington,52,-0.131,-4.584,35
125,127,Ernie Els,63,-0.136,-6.547,48
126,128,John Senden,79,-0.138,-8.416,61
127,130,Camilo Villegas,79,-0.149,-9.556,64
128,131,Henrik Norlander,70,-0.16,-9.458,59
129,129,D.A. Points,87,-0.161,-10.919,68
T130,T132,Bo Van Pelt,72,-0.181,-9.773,54
T130,T132,Steve LeBrun,66,-0.181,-9.599,53
132,134,Scott Piercy,78,-0.184,-11.378,62
133,148,Justin Rose,62,-0.188,-8.662,46
T134,T135,Charlie Beljan,62,-0.205,-11.257,55
T134,T135,Luke Guthrie,82,-0.205,-13.313,65
136,137,Mark Wilson,56,-0.21,-10.499,50
137,138,Brad Fritsch,81,-0.212,-14.429,68
138,139,Derek Ernst,58,-0.216,-10.569,49
139,140,Scott Brown,65,-0.217,-11.954,55
140,141,Justin Hicks,79,-0.219,-14.424,66
141,142,John Huh,88,-0.227,-17.011,75
142,143,Jim Herman,59,-0.229,-10.081,44
143,154,Jason Dufner,78,-0.231,-14.069,61
144,144,Stewart Cink,71,-0.238,-13.337,56
145,145,John Rollins,77,-0.243,-16.518,68
146,146,D.J. Trahan,48,-0.247,-9.373,38
147,147,Chad Campbell,78,-0.249,-17.935,72
148,149,Luke List,65,-0.267,-13.865,52
149,150,Rory Sabbatini,86,-0.274,-19.7,72
150,151,Sean O'Hair,56,-0.277,-14.131,51
151,152,Nicholas Thompson,99,-0.281,-24.131,86
152,153,Kevin Stadler,83,-0.284,-19.575,69
153,155,Jeff Maggert,63,-0.316,-18.022,57
154,156,Scott Gardiner,61,-0.33,-17.179,52
T155,T157,Robert Allenby,58,-0.337,-17.531,52
T155,T157,Robert Karlsson,56,-0.337,-12.462,37
T155,T157,Geoff Ogilvy,57,-0.337,-14.174,42
158,160,Kevin Chappell,80,-0.338,-22.66,67
159,161,Trevor Immelman,73,-0.365,-22.637,62
160,162,David Toms,49,-0.379,-12.112,32
T161,T163,Darron Stiles,51,-0.427,-17.952,42
T161,T163,Lee Williams,62,-0.427,-21.752,51
163,165,Robert Garrigus,69,-0.437,-21.395,49
164,167,David Mathis,71,-0.448,-27.791,62
165,168,Michael Bradley,56,-0.45,-19.368,43
166,169,Seung-Yul Noh,71,-0.463,-28.715,62
167,166,Roberto Castro,97,-0.465,-39.019,84
168,170,Lee Westwood,70,-0.484,-24.676,51
169,171,Rod Pampling,46,-0.564,-19.74,35
170,172,Bud Cauley,67,-0.57,-31.917,56
171,173,Nicolas Colsaerts,50,-0.579,-20.83,36
172,174,Ricky Barnes,74,-0.584,-37.979,65
173,176,Greg Owen,73,-0.669,-44.163,66
174,175,Boo Weekley,100,-0.676,-56.094,83
T175,T177,Kyle Stanley,71,-0.683,-41.004,60
T175,T177,Ryo Ishikawa,72,-0.683,-37.58,55
177,179,Will Claxton,67,-0.709,-39.696,56
178,181,Lucas Glover,65,-0.851,-44.265,52
179,182,Vijay Singh,61,-0.876,-42.025,48
180,183,Eric Meierdierks,48,-0.978,-36.175,37
