RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
96,97,Trevor Immelman,73,0.074,-0.181,0.162,0.094,62
97,99,Greg Owen,73,0.054,0.064,-0.045,0.036,66
98,100,Robert Karlsson,56,0.051,-0.217,0.125,0.143,37
99,101,Jeff Maggert,63,0.049,0.074,0.141,-0.166,57
100,102,Padraig Harrington,52,0.042,-0.345,0.067,0.321,35
T101,T103,Peter Hanson,45,0.024,-0.306,0.192,0.138,33
T101,T103,David Lingmerth,68,0.024,0.301,-0.255,-0.022,57
103,105,Jeff Overton,78,0.011,0.296,0.099,-0.384,74
104,106,Martin Kaymer,61,-0.003,0.402,-0.07,-0.335,42
105,107,Brendan Steele,86,-0.005,0.025,-0.135,0.105,77
106,108,Ángel Cabrera,73,-0.006,0.294,-0.241,-0.059,57
107,109,Seung-Yul Noh,71,-0.009,-0.162,-0.163,0.315,62
108,110,Ken Duke,87,-0.04,0.009,0.13,-0.178,75
109,111,James Hahn,78,-0.07,0.044,-0.079,-0.034,67
110,112,David Lynn,70,-0.071,-0.229,-0.164,0.323,56
111,113,J.J. Henry,83,-0.074,0.138,-0.122,-0.089,74
112,114,Bryce Molder,82,-0.09,-0.538,0.052,0.395,71
113,115,Henrik Norlander,70,-0.094,0.166,-0.105,-0.155,59
114,116,Will Claxton,67,-0.095,0.341,-0.222,-0.215,56
115,117,Carl Pettersson,82,-0.101,0.026,-0.252,0.126,64
116,118,Stuart Appleby,88,-0.112,-0.28,-0.219,0.387,79
117,119,Brian Stuard,78,-0.135,-0.128,0.118,-0.125,63
118,120,David Hearn,88,-0.139,-0.199,0.179,-0.119,73
119,121,Vaughn Taylor,50,-0.141,-0.042,0.148,-0.247,40
120,122,William McGirt,75,-0.161,-0.208,-0.118,0.165,71
121,123,Scott Langley,79,-0.211,-0.302,-0.124,0.215,64
122,124,D.H. Lee,65,-0.213,-0.142,-0.055,-0.015,58
T123,T125,Steve LeBrun,66,-0.217,0.248,-0.28,-0.185,53
T123,T125,Jason Bohn,70,-0.217,-0.156,0.034,-0.095,66
125,127,Tag Ridings,69,-0.224,-0.054,-0.174,0.003,58
126,128,Patrick Reed,83,-0.227,0.089,-0.327,0.011,74
127,129,Robert Streb,75,-0.231,0.164,-0.398,0.003,62
128,130,Justin Leonard,86,-0.233,-0.341,-0.255,0.363,75
129,131,Richard Lee,81,-0.251,-0.134,-0.074,-0.043,72
130,132,James Driscoll,76,-0.261,-0.422,0.022,0.139,63
131,133,Steven Bowditch,67,-0.283,0.041,-0.641,0.316,58
132,134,D.J. Trahan,48,-0.285,0.182,-0.448,-0.018,38
133,135,Cameron Percy,68,-0.288,0.001,-0.198,-0.092,57
134,136,Rod Pampling,46,-0.293,-0.115,-0.568,0.389,35
135,137,Tim Herron,45,-0.296,-0.208,-0.285,0.197,44
136,138,David Toms,49,-0.301,-0.37,-0.026,0.095,32
137,139,Geoff Ogilvy,57,-0.311,-0.161,-0.268,0.117,42
138,140,Andres Romero,63,-0.317,-0.05,-0.437,0.17,52
139,141,Charlie Beljan,62,-0.32,0.424,-0.437,-0.306,55
140,142,Dicky Pride,71,-0.35,-0.365,0.012,0.002,59
141,143,Lee Williams,62,-0.364,-0.514,-0.23,0.38,51
142,144,Fabián Gómez,65,-0.372,0.089,-0.435,-0.026,56
143,145,Scott Stallings,79,-0.381,0.389,-0.379,-0.392,66
144,146,Michael Thompson,66,-0.391,-0.28,-0.179,0.067,53
T145,T147,Erik Compton,74,-0.427,0.012,-0.363,-0.076,65
T145,T147,Charlie Wi,75,-0.427,-0.224,-0.498,0.295,66
147,149,Brian Harman,89,-0.443,0.316,-0.856,0.096,76
148,150,Ben Curtis,59,-0.458,-0.632,-0.034,0.208,46
149,151,Darron Stiles,51,-0.484,-0.087,-0.401,0.003,42
150,152,Jin Park,52,-0.485,-0.335,-0.166,0.016,43
151,153,Sangmoon Bae,83,-0.488,0.053,-0.165,-0.376,72
152,154,Eric Meierdierks,48,-0.499,0.316,-0.314,-0.501,37
153,155,Y.E. Yang,56,-0.504,0.133,-0.5,-0.137,41
154,156,Ben Kohles,75,-0.509,-0.042,-0.113,-0.354,62
155,157,Robert Allenby,58,-0.522,-0.733,0.296,-0.085,52
156,158,Shawn Stefani,63,-0.573,-0.11,-0.308,-0.155,50
157,159,Troy Matteson,68,-0.614,-0.206,-0.583,0.175,59
158,160,Andrew Svoboda,46,-0.629,-0.027,-0.295,-0.308,35
159,161,Scott Gardiner,61,-0.649,0.069,-0.527,-0.19,52
160,162,Brian Gay,79,-0.694,-0.577,-0.453,0.336,71
161,163,David Mathis,71,-0.701,-0.328,-0.267,-0.105,62
162,164,Jonas Blixt,76,-0.715,-0.227,-0.882,0.394,67
163,165,Tom Gillis,69,-0.716,0.062,-0.905,0.126,60
164,166,Sean O'Hair,56,-0.745,0.029,-0.576,-0.198,51
165,167,Derek Ernst,58,-0.859,0.231,-0.564,-0.526,49
166,168,Michael Bradley,56,-0.869,-1.058,0.257,-0.068,43
167,169,Tommy Gainey,84,-0.87,-0.098,-0.361,-0.411,75
168,170,Casey Wittenberg,72,-0.874,-1.071,-0.067,0.263,61
169,171,Greg Chalmers,77,-0.89,-0.552,-0.237,-0.102,70
170,172,Doug LaBelle II,72,-0.932,-0.243,-0.479,-0.21,59
171,173,Aaron Baddeley,68,-0.979,-0.603,-0.669,0.293,59
172,175,Aaron Watkins,46,-0.991,-0.568,-0.707,0.285,35
173,176,Alistair Presnell,59,-1.01,-0.548,-0.585,0.123,46
174,177,Mike Weir,60,-1.059,-1.338,-0.12,0.399,47
175,178,Luke List,65,-1.077,-0.447,-0.533,-0.097,52
176,179,Johnson Wagner,64,-1.217,-0.461,-0.32,-0.436,52
177,180,Justin Bolli,59,-1.27,-0.273,-0.787,-0.21,46
178,181,Stephen Ames,49,-1.297,-0.662,-0.488,-0.147,44
179,182,Bobby Gates,49,-1.408,-0.58,-0.498,-0.331,38
180,183,Colt Knost,69,-1.714,-0.625,-0.847,-0.242,58
