RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
155,156,Billy Andrade,104,59.71,864,1447
156,157,Chris Smith,105,59.49,871,1464
157,159,Grant Waite,79,59.37,637,1073
158,158,Carlos Franco,99,59.33,817,1377
159,160,Steve Allan,102,59.29,817,1378
160,161,Roger Tambellini,81,59.25,644,1087
161,164,Rory Sabbatini,89,59.15,714,1207
162,165,Kris Cox,73,59.05,584,989
T163,T166,Ken Duke,89,59.01,717,1215
T163,T166,Rich Barcelo,67,59.01,534,905
165,169,Andre Stolz,53,58.97,437,741
166,170,Fred Couples,54,58.82,430,731
167,163,Todd Hamilton,92,58.73,723,1231
168,T166,Stewart Cink,103,58.71,795,1354
169,172,Daniel Chopra,108,58.6,865,1476
170,173,Mathias Grönberg,91,58.53,710,1213
171,162,Sergio Garcia,65,58.48,524,896
172,174,Steve Lowery,91,58.29,721,1237
173,175,Tim Herron,84,57.96,670,1156
174,171,Adam Scott,55,57.65,422,732
175,176,Neal Lancaster,106,57.64,826,1433
176,177,Paul Azinger,75,57.58,600,1042
177,179,Brett Quigley,102,57.15,779,1363
178,180,José María Olazábal,56,56.98,412,723
179,181,Michael Allen,87,56.49,670,1186
180,182,Tag Ridings,53,56.42,391,693
181,184,Chris Couch,55,56.21,430,765
182,178,Tiger Woods,78,56.13,568,1012
183,185,Kevin Muncrief,50,56.12,390,695
184,186,Freddie Jacobson,83,55.56,620,1116
185,183,Ernie Els,62,55.51,453,816
186,187,Tom Carter,113,55.1,843,1530
187,188,David Gossett,57,54.42,431,792
188,189,Craig Perks,75,54.37,547,1006
189,190,Scott Hend,81,54.12,598,1105
190,191,Tommy Tolles,67,54.02,504,933
191,193,Aaron Baddeley,87,53.08,629,1185
192,192,John Daly,79,52.99,585,1104
193,194,Steve Stricker,81,52.72,572,1085
194,195,Dan Olsen,75,51.52,524,1017
195,196,Brenden Pappas,111,50.13,753,1502
196,197,Hank Kuehne,91,49.88,620,1243
