RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
117,118,Mathias Grönberg,91,0.021,0.187,-0.102,-0.064,74
118,119,Scott Hend,81,0.007,0.375,-0.35,-0.018,70
119,120,Freddie Jacobson,83,0.004,-0.191,0.209,-0.014,63
120,121,Brad Faxon,94,0.001,-0.476,0.251,0.226,70
121,122,Scott McCarron,88,-0.003,0.047,0.081,-0.13,75
T122,123,Billy Andrade,104,-0.013,-0.338,0.291,0.034,92
T122,113,Todd Hamilton,92,-0.013,-0.199,0.093,0.093,70
124,124,Steve Elkington,64,-0.034,-0.047,-0.031,0.044,56
125,125,Jeff Brehaut,106,-0.035,0.292,-0.161,-0.166,94
126,126,Olin Browne,92,-0.036,0.054,0.112,-0.202,79
127,127,Todd Fischer,104,-0.046,-0.275,0.115,0.113,92
128,128,John Rollins,90,-0.057,0.183,-0.053,-0.187,72
129,129,Matt Gogel,86,-0.058,-0.007,-0.05,0.0,70
130,130,Hidemichi Tanaka,89,-0.061,0.113,0.003,-0.176,78
131,131,Niclas Fasth,61,-0.068,0.072,-0.169,0.028,52
132,132,John Cook,57,-0.071,-0.373,0.175,0.127,48
133,133,Bob Tway,90,-0.077,-0.289,0.269,-0.057,66
134,134,Skip Kendall,99,-0.083,-0.001,-0.111,0.028,80
135,135,Stephen Leaney,84,-0.086,-0.13,0.032,0.011,57
136,136,Hank Kuehne,91,-0.093,0.181,-0.304,0.03,84
137,137,Russ Cochran,61,-0.118,-0.051,0.104,-0.172,55
138,139,Matt Kuchar,83,-0.131,0.059,-0.282,0.091,77
139,140,Jay Williamson,100,-0.133,0.113,-0.053,-0.194,90
140,141,Roger Tambellini,81,-0.135,0.117,-0.219,-0.033,70
141,142,Tommy Armour III,87,-0.139,0.167,-0.302,-0.004,76
142,143,José María Olazábal,56,-0.165,-1.08,0.474,0.44,42
143,144,Craig Bowden,83,-0.175,-0.095,-0.149,0.07,75
144,145,Brent Geiberger,94,-0.176,-0.067,-0.214,0.104,84
145,146,Spike McRoy,93,-0.189,0.127,-0.264,-0.052,77
146,147,Hunter Mahan,94,-0.192,0.187,-0.198,-0.181,83
147,148,Arjun Atwal,85,-0.2,0.013,-0.097,-0.116,75
148,149,Tag Ridings,53,-0.203,0.148,-0.209,-0.142,45
149,150,Ben Crane,92,-0.249,-0.132,-0.256,0.139,81
150,151,Patrick Sheehan,113,-0.253,-0.105,0.096,-0.244,100
151,152,Michael Allen,87,-0.27,-0.393,0.16,-0.037,77
152,153,Brian Bateman,84,-0.274,0.234,-0.302,-0.206,73
153,154,Pat Bates,99,-0.291,-0.183,-0.192,0.083,90
154,155,Grant Waite,79,-0.292,-0.21,-0.314,0.232,68
155,156,Deane Pappas,72,-0.31,-0.083,-0.32,0.093,64
156,157,J.P. Hayes,79,-0.328,-0.162,-0.14,-0.026,64
157,158,Steve Pate,71,-0.333,-0.396,-0.081,0.144,61
158,159,David Branshaw,84,-0.334,-0.186,0.14,-0.288,72
159,160,Danny Ellis,81,-0.345,0.055,-0.299,-0.102,69
160,161,Rich Barcelo,67,-0.358,-0.107,-0.111,-0.14,59
161,162,Craig Perks,75,-0.397,-0.577,-0.091,0.271,63
162,163,Brenden Pappas,111,-0.433,-0.317,-0.154,0.038,99
163,164,Gene Sauers,83,-0.446,-0.287,-0.097,-0.062,73
164,165,Dean Wilson,99,-0.478,-0.282,-0.341,0.145,91
165,166,Bob Burns,88,-0.483,-0.252,-0.244,0.012,78
166,167,Richard Johnson,102,-0.498,-0.304,-0.028,-0.167,93
167,168,Blaine McCallister,68,-0.499,-0.187,-0.352,0.04,62
168,169,Mike Heinen,53,-0.504,0.079,-0.284,-0.299,51
169,170,Paul Azinger,75,-0.523,-0.403,-0.353,0.233,65
170,171,Cliff Kresge,89,-0.532,-0.312,-0.169,-0.052,75
171,172,Jay Delsing,76,-0.547,-0.219,-0.169,-0.159,64
172,173,Kris Cox,73,-0.57,-0.035,-0.319,-0.216,61
173,174,Scott Simpson,55,-0.611,-0.234,-0.423,0.046,51
174,175,Mark Brooks,72,-0.651,-0.324,-0.471,0.144,57
175,176,Brian Kortan,65,-0.657,0.131,-0.815,0.026,57
176,177,David Frost,78,-0.66,-0.591,-0.39,0.321,75
177,178,Dan Forsman,79,-0.666,-0.304,-0.653,0.291,66
178,179,Esteban Toledo,92,-0.673,-0.261,-0.639,0.227,80
T179,T180,Steve Stricker,81,-0.68,-1.036,0.002,0.353,69
T179,T180,Tom Carter,113,-0.68,0.021,-0.76,0.059,96
181,182,Tripp Isenhour,55,-0.688,-0.245,-0.158,-0.285,47
182,183,Len Mattiace,75,-0.701,-0.306,-0.611,0.216,70
183,184,Mark O'Meara,58,-0.707,-0.425,-0.369,0.087,41
184,185,Tommy Tolles,67,-0.745,-0.414,-0.12,-0.21,61
185,186,Greg Chalmers,70,-0.753,-0.441,-0.35,0.038,65
186,187,Guy Boros,64,-0.788,-0.045,-0.403,-0.341,59
187,188,David Morland IV,73,-0.842,-0.345,-0.512,0.015,62
188,189,Dicky Pride,66,-0.878,-0.308,-0.265,-0.305,59
189,190,Andre Stolz,53,-1.002,-0.333,-0.532,-0.137,48
190,191,Aaron Baddeley,87,-1.008,-0.53,-0.679,0.201,76
191,192,Ken Duke,89,-1.027,-0.404,-0.488,-0.134,80
192,193,Dan Olsen,75,-1.137,-0.427,-0.424,-0.287,65
193,194,Hirofumi Miyase,65,-1.159,-0.243,-0.716,-0.2,57
194,195,Kevin Muncrief,50,-1.189,-0.567,-0.448,-0.175,45
195,196,Chris Couch,55,-2.133,0.224,-1.088,-1.269,46
196,197,David Gossett,57,-2.667,-1.075,-1.484,-0.109,51
