RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,GREENS HIT,# HOLES,RELATIVE/PAR
T42,45,Jason Bohn,74,67.3,848,1260,-0.26
T42,T55,Cameron Tringale,110,67.3,1284,1908,-0.25
44,41,Jhonattan Vegas,84,67.22,968,1440,-0.25
45,43,Johnson Wagner,81,67.17,931,1386,-0.22
46,T53,Aron Price,58,67.09,628,936,-0.25
47,52,Billy Horschel,75,67.07,833,1242,-0.24
T48,50,Chris Stroud,88,67.0,1013,1512,-0.25
T48,T48,Tommy Gainey,104,67.0,1206,1800,-0.27
50,46,Matt Kuchar,94,66.98,1061,1584,-0.3
51,47,Phil Mickelson,79,66.96,928,1386,-0.28
52,T48,Jason Dufner,78,66.95,940,1404,-0.26
53,T53,Josh Teater,104,66.89,1180,1764,-0.27
T54,T55,Nick Watney,80,66.88,927,1386,-0.32
T54,66,Woody Austin,59,66.88,638,954,-0.26
56,57,Sergio Garcia,61,66.85,734,1098,-0.26
57,58,Charley Hoffman,93,66.79,1106,1656,-0.3
T58,61,Nick O'Hern,89,66.67,1020,1530,-0.24
T58,59,Chris Kirk,87,66.67,1044,1566,-0.29
60,72,Scott Stallings,84,66.6,935,1404,-0.26
61,60,Martin Laird,77,66.59,911,1368,-0.3
62,62,Ricky Barnes,78,66.52,934,1404,-0.24
T63,T63,J.B. Holmes,57,66.46,634,954,-0.31
T63,T63,Vijay Singh,79,66.46,945,1422,-0.26
65,65,Brendon de Jonge,105,66.45,1208,1818,-0.28
66,70,Steve Elkington,50,66.44,598,900,-0.23
67,67,Zach Johnson,79,66.38,932,1404,-0.27
T68,T68,Ben Crane,76,66.36,872,1314,-0.25
T68,T68,Tom Gillis,55,66.36,657,990,-0.21
70,T78,Jerry Kelly,85,66.25,954,1440,-0.25
71,71,Hunter Haas,96,66.24,1097,1656,-0.27
72,73,Robert Garrigus,83,66.13,988,1494,-0.28
73,98,Kent Jones,76,66.12,845,1278,-0.22
74,74,Alex Cejka,59,66.1,702,1062,-0.25
75,75,Graeme McDowell,50,66.08,559,846,-0.27
76,T85,Vaughn Taylor,89,66.04,1058,1602,-0.27
77,76,Mark Wilson,89,66.03,1034,1566,-0.24
78,77,Steve Stricker,70,66.02,820,1242,-0.34
79,80,Charl Schwartzel,58,65.97,665,1008,-0.27
80,T78,Alex Prugh,82,65.95,926,1404,-0.25
81,82,K.J. Choi,77,65.93,890,1350,-0.24
82,83,Lucas Glover,74,65.92,878,1332,-0.28
83,84,Keegan Bradley,91,65.9,1032,1566,-0.28
84,81,Rod Pampling,72,65.89,759,1152,-0.25
T85,100,Scott Piercy,78,65.84,877,1332,-0.28
T85,T85,Rory Sabbatini,85,65.84,960,1458,-0.25
87,T95,Ben Curtis,66,65.82,782,1188,-0.22
88,87,Steve Marino,76,65.79,900,1368,-0.28
89,88,Carl Pettersson,95,65.77,1101,1674,-0.3
90,99,Justin Hicks,60,65.71,615,936,-0.17
91,89,Jonathan Byrd,83,65.65,969,1476,-0.28
T92,90,Troy Matteson,91,65.64,1028,1566,-0.27
T92,103,Tim Herron,85,65.64,957,1458,-0.25
94,93,Kevin Streelman,90,65.62,1063,1620,-0.26
95,106,Marc Turnesa,54,65.6,614,936,-0.21
96,92,Ian Poulter,52,65.58,602,918,-0.27
T97,94,Aaron Baddeley,77,65.48,884,1350,-0.3
T97,91,Blake Adams,116,65.48,1320,2016,-0.27
99,T95,Brendan Steele,89,65.45,1025,1566,-0.28
100,97,Pat Perez,76,65.42,895,1368,-0.28
T101,T101,Stephen Ames,69,65.3,764,1170,-0.23
T101,T101,Michael Thompson,79,65.3,858,1314,-0.26
103,T112,Joseph Bramlett,73,65.21,763,1170,-0.21
T104,116,Fabián Gómez,84,65.2,892,1368,-0.25
T104,107,Paul Stankowski,78,65.2,845,1296,-0.25
106,T104,Chris DiMarco,93,65.11,1043,1602,-0.25
107,111,Jim Renner,65,65.01,667,1026,-0.25
108,108,Bryce Molder,82,65.0,936,1440,-0.3
109,T104,Chris Couch,73,64.99,854,1314,-0.31
T110,T112,D.A. Points,89,64.92,1040,1602,-0.28
T110,109,Jason Day,76,64.92,853,1314,-0.31
112,125,Justin Leonard,82,64.91,958,1476,-0.21
113,110,Brandt Snedeker,85,64.9,993,1530,-0.31
114,119,Kevin Chappell,78,64.89,841,1296,-0.26
115,114,Chris Riley,76,64.81,840,1296,-0.21
116,136,Sung Kang,63,64.78,688,1062,-0.28
117,139,Ben Martin,74,64.76,816,1260,-0.27
118,124,Bobby Gates,82,64.71,862,1332,-0.24
119,135,Jeff Overton,92,64.53,1057,1638,-0.27
T120,118,Rickie Fowler,84,64.47,940,1458,-0.31
T120,117,Paul Goydos,81,64.47,940,1458,-0.23
122,120,Marc Leishman,87,64.43,1009,1566,-0.26
123,137,Andres Gonzales,60,64.42,603,936,-0.25
124,115,Garrett Willis,71,64.41,800,1242,-0.25
125,,Retief Goosen,50,64.4,568,882,-0.27
126,123,Shane Bertsch,62,64.38,649,1008,-0.28
127,121,Michael Putnam,67,64.37,730,1134,-0.24
128,122,Stewart Cink,72,64.31,764,1188,-0.26
129,130,David Mathis,83,64.29,891,1386,-0.26
T130,126,Ryuji Imada,83,64.26,960,1494,-0.25
T130,127,Roland Thatcher,67,64.26,775,1206,-0.25
132,131,George McNeill,69,64.21,705,1098,-0.29
T133,128,Padraig Harrington,60,64.12,681,1062,-0.24
T133,147,Troy Merritt,63,64.12,704,1098,-0.21
135,129,David Duval,67,64.1,773,1206,-0.25
136,T132,Jimmy Walker,79,63.92,909,1422,-0.26
137,134,Ángel Cabrera,50,63.89,529,828,-0.3
138,140,Michael Connell,76,63.82,873,1368,-0.22
139,146,Ryan Palmer,82,63.75,918,1440,-0.27
140,142,Charlie Wi,83,63.65,951,1494,-0.28
141,141,Steven Bowditch,86,63.62,939,1476,-0.31
142,T132,Tag Ridings,87,63.58,927,1458,-0.26
143,138,Freddie Jacobson,92,63.56,961,1512,-0.29
144,157,James Driscoll,71,63.5,743,1170,-0.26
145,145,Brian Gay,90,63.44,982,1548,-0.26
T146,143,Andres Romero,77,63.41,856,1350,-0.32
T146,T150,Richard Johnson,64,63.41,662,1044,-0.2
148,144,Robert Karlsson,61,63.37,673,1062,-0.28
149,153,Arjun Atwal,91,63.25,1036,1638,-0.26
150,152,Daniel Summerhays,75,63.24,831,1314,-0.21
151,148,Cameron Beckman,71,63.18,762,1206,-0.25
152,149,Sean O'Hair,71,63.17,796,1260,-0.23
153,T150,Lee Janzen,62,63.1,636,1008,-0.29
154,156,Shaun Micheel,77,63.01,828,1314,-0.2
155,155,Ryan Moore,79,62.89,849,1350,-0.29
156,154,Derek Lamely,65,62.87,713,1134,-0.25
T157,164,Matt McQuillan,59,62.63,620,990,-0.26
T157,T158,Dean Wilson,62,62.63,699,1116,-0.25
T157,T158,Geoff Ogilvy,69,62.63,744,1188,-0.28
160,169,Scott Gutschewski,67,62.62,665,1062,-0.23
161,166,Joe Ogilvie,75,62.6,755,1206,-0.29
162,160,Y.E. Yang,63,62.52,664,1062,-0.27
163,161,Camilo Villegas,69,62.5,765,1224,-0.26
164,162,Harrison Frazar,58,62.45,652,1044,-0.25
165,163,Matt Jones,71,62.36,797,1278,-0.28
166,175,Nathan Green,81,62.34,864,1386,-0.24
167,168,Tim Petrovic,88,62.17,940,1512,-0.25
168,167,Rocco Mediate,53,62.16,593,954,-0.21
169,171,Matt Bettencourt,84,62.1,939,1512,-0.28
170,,Will Strickler,51,62.06,525,846,-0.23
171,165,Colt Knost,80,62.01,826,1332,-0.23
T172,172,Rich Beem,53,61.95,591,954,-0.19
T172,176,Jarrod Lyle,83,61.95,881,1422,-0.23
174,170,Zack Miller,86,61.79,912,1476,-0.24
175,173,Stuart Appleby,65,61.62,721,1170,-0.25
176,174,Anthony Kim,72,61.58,787,1278,-0.28
177,177,Nate Smith,66,61.57,665,1080,-0.26
178,184,J.P. Hayes,56,61.52,598,972,-0.23
179,183,Greg Chalmers,88,61.24,948,1548,-0.29
180,179,Kevin Na,84,61.04,923,1512,-0.31
181,182,Martin Piller,63,61.02,648,1062,-0.24
182,181,D.J. Brigman,67,60.92,647,1062,-0.24
183,180,Scott McCarron,65,60.75,667,1098,-0.26
184,185,Kevin Kisner,70,60.59,698,1152,-0.26
185,186,Steve Flesch,88,59.85,905,1512,-0.28
186,187,Bio Kim,71,59.49,696,1170,-0.26
